name,slug,country,city,founded,type,students,website
Sri Sri University,sri-sri-university,India,Cuttack,2009,,,
Sri Vasavi Institute of Engineering and Technology,sri-vasavi-institute-of-engineering-and-technology,India,Machilipatnam,2008,,,
Sri Venkateswara College,sri-venkateswara-college,India,,1961,,,
Sri Venkateswara Institute of Medical Sciences,sri-venkateswara-institute-of-medical-sciences,India,,1993,,,
Sri Venkateswara University,sri-venkateswara-university,India,,1954,,,
Sri Venkateswara Vedic University,sri-venkateswara-vedic-university,India,,2006,,,
Sri Y N College,sri-y-n-college,India,,1948,,,
Srikrishna College,srikrishna-college,India,,1952,,,
Srimanta Sankaradeva University of Health Sciences,srimanta-sankaradeva-university-of-health-sciences,India,,2009,,,
Srinakharinwirot University,srinakharinwirot-university,Thailand,Bangkok,1949,,,
"Srinivasa Higher Secondary School, Melaiyur",srinivasa-higher-secondary-school-melaiyur,India,,1965,,,
Sripatum University,sripatum-university,Thailand,Bangkok,1970,,,
Sriwijaya State Polytechnic,sriwijaya-state-polytechnic,Indonesia,,1982,,,
Sriwijaya University,sriwijaya-university,Indonesia,,1960,,,
SRM Institute of Science and Technology,srm-institute-of-science-and-technology,India,,1985,,,
SRM Nightingale School,srm-nightingale-school,India,,1969,,,
"SRM University, AP - Amaravati",srm-university-ap-amaravati,India,,2017,,,
"SRM University, Sikkim",srm-university-sikkim,India,,2013,,,
Ss. Cyril and Methodius University of Skopje,ss-cyril-and-methodius-university-of-skopje,North Macedonia,,1946,,25220,
SSR College of Education,ssr-college-of-education,India,,2007,,,
SSR College of Pharmacy,ssr-college-of-pharmacy,India,,2007,,,
SSR Institute of Management and Research,ssr-institute-of-management-and-research,India,,2008,,,
St Albans School,st-albans-school-university,,,,,,
St Albans School of Art,st-albans-school-of-art,,,,,,
St Aloysius RC College,st-aloysius-rc-college,,,,,,
St Aloysius' College,st-aloysius-college,India,,1951,,,
St Andrew's Cathedral School,st-andrews-cathedral-school,,,,,,
St Anne's College,st-annes-college,,,,,,
"St Augustine's College, New Karu, Nasarawa State",st-augustines-college-new-karu-nasarawa-state,Nigeria,,2009,,600,
"St Augustine's Priory, Ealing",st-augustines-priory-ealing,,,,,,
St Bartholomew's Medical College,st-bartholomews-medical-college,,,,,,
St Bartholomew's School,st-bartholomews-school,,,,,,
St Bede's College,st-bedes-college,,,,,,
St Benedict's School,st-benedicts-school,,,,,,
St Bonaventure's RC School,st-bonaventures-rc-school,,,,,,
St Catharine's College,st-catharines-college,,,,,,
St Catharine's Convent,st-catharines-convent,Germany,,,,,
St Catherine's College,st-catherines-college,,,,,,
St Catherine's College of Education for Home Economics,st-catherines-college-of-education-for-home-economics,Ireland,,1929,,,
St Catherine's School,st-catherines-school,,,,,,
St Cecilia's College,st-cecilias-college,,,,,,
St Chad's College,st-chads-college,,,,,,
St Christopher School,st-christopher-school,,,,,,
St Clement Danes School,st-clement-danes-school,,,,,,
St Columb's College,st-columbs-college,,,,,,
"St Columba's College, Dublin",st-columbas-college-dublin,,,,,,
St Constantine's,st-constantines,,,,,,
St Cuthbert's Society,st-cuthberts-society,,,,,,
St Cyprian's School,st-cyprians-school,,,,,,
St Cyres Comprehensive School,st-cyres-comprehensive-school,,,,,,
St Damian's RC Science College,st-damians-rc-science-college,,,,,,
"St Dominic's College, Penrith",st-dominics-college-penrith,,,,,,
St Edmund Campion Catholic School & Sixth Form Centre,st-edmund-campion-catholic-school-sixth-form-centre,,,,,,
St Edmund Hall,st-edmund-hall,,,,,,
St Edmund's College,st-edmunds-college,,,,,,
St Edmund's School,st-edmunds-school,,,,,,
St Edward's College,st-edwards-college,,,,,,
St Edward's School,st-edwards-school,,,,,,
"St Edward's School, Cheltenham",st-edwards-school-cheltenham-university,,,,,,
St Francis Xavier's College,st-francis-xaviers-college,,,,,,
St George's College Weybridge,st-georges-college-weybridge,,,,,,
St George's Hospital,st-georges-hospital,,,,,,
St George's School,st-georges-school,,,,,,
St George's School in Switzerland,st-georges-school-in-switzerland,,,,,,
"St George's School, Ascot",st-georges-school-ascot,,,,,,
"St George's School, Windsor Castle",st-georges-school-windsor-castle,,,,,,
"St George's, University of London",st-georges-university-of-london,,,,,,
St Gerard's School,st-gerards-school,,,,,,
St Gregory's School,st-gregorys-school,,,,,,
St Helen's School,st-helens-school,,,,,,
St Hilda's Anglican School for Girls,st-hildas-anglican-school-for-girls,,,,,,
St Hilda's College,st-hildas-college,,,,,,
St Hugh's College,st-hughs-college,,,,,,
St Hugh's School,st-hughs-school,,,,,,
St Ignatius College,st-ignatius-college,,,,,,
St James Academy,st-james-academy,,,,,,
St James Independent Schools,st-james-independent-schools,,,,,,
St John Bosco Arts College,st-john-bosco-arts-college,,,,,,
"St John Vianney Seminary, Pretoria",st-john-vianney-seminary-pretoria,South Africa,,,,,
St John's Church of England Voluntary Controlled School,st-johns-church-of-england-voluntary-controlled-school,,,,,,
St John's College,st-johns-college,,,,,,
St John's Regional College,st-johns-regional-college,,,,,,
"St John's School, Billericay",st-johns-school-billericay,,,,,,
"St John's School, Leatherhead",st-johns-school-leatherhead,,,,,,
St Joseph College of Cavite,st-joseph-college-of-cavite,Philippines,,1945,,,
"St Joseph's Academy, Blackheath",st-josephs-academy-blackheath,,,,,,
St Joseph's College,st-josephs-college-university,,,,,,
"St Joseph's College, Curepipe",st-josephs-college-curepipe,,,,,,
"St Joseph's College, Darjeeling",st-josephs-college-darjeeling,,,,,,
"St Joseph's College, Nudgee",st-josephs-college-nudgee,,,,,,
"St Joseph's College, Tiruchirappalli",st-josephs-college-tiruchirappalli,,,,,,
"St Joseph's College, Upholland",st-josephs-college-upholland,,,,,,
St Kevin's College,st-kevins-college,,,,,,
St Kieran's College,st-kierans-college,,,,,,
St Lawrence College,st-lawrence-college-university,,,,,,
St Leonard's College,st-leonards-college,,,,,,
St Leonards-Mayfield School,st-leonards-mayfield-school,,,,,,
St Louise's Comprehensive College,st-louises-comprehensive-college,,,,,,
St MacNissi's College,st-macnissis-college,,,,,,
St Malachy's College,st-malachys-college,,,,,,
St Margaret Ward Catholic Academy,st-margaret-ward-catholic-academy,,,,,,
"St Margaret's School, Edinburgh",st-margarets-school-edinburgh,,,,,,
St Mark's Catholic School,st-marks-catholic-school,,,,,,
St Mark's School,st-marks-school,,,,,,
St Martin's School Brentwood,st-martins-school-brentwood,,,,,,
St Mary's Catholic Academy,st-marys-catholic-academy,,,,,,
St Mary's College,st-marys-college,,,,,,
"St Mary's College, Wallasey",st-marys-college-wallasey,,,,,,
"St Mary's Hall, Brighton",st-marys-hall-brighton,,,,,,
St Mary's Hospital Medical School,st-marys-hospital-medical-school,,,,,,
St Mary's School,st-marys-school-university,,,,,,
"St Mary's University, Twickenham",st-marys-university-twickenham,United Kingdom,,1850,,,
"St Michael's College, Dublin",st-michaels-college-dublin,,,,,,
St Mirin's Academy,st-mirins-academy,,,,,,
"St Patrick's Academy, Dungannon",st-patricks-academy-dungannon,,,,,,
St Patrick's College,st-patricks-college,,,,,,
St Paul's Cathedral School,st-pauls-cathedral-school,,,,,,
"St Paul's Catholic College, Manly",st-pauls-catholic-college-manly,,,,,,
St Paul's College,st-pauls-college,,,,,,
"St Paul's College, Auckland",st-pauls-college-auckland,,,,,,
"St Paul's College, Raheny",st-pauls-college-raheny,,,,,,
St Paul's Collegiate School,st-pauls-collegiate-school,,,,,,
St Paul's Girls' School,st-pauls-girls-school,,,,,,
St Paul's School,st-pauls-school,,,,,,
St Paul's School for Girls,st-pauls-school-for-girls,,,,,,
"St Peter's Boys School, Stewartville St, Glasgow",st-peters-boys-school-stewartville-st-glasgow,,,,,,
St Peter's Catholic Comprehensive School,st-peters-catholic-comprehensive-school,,,,,,
St Peter's College,st-peters-college,,,,,,
"St Peter's College, Palmerston North",st-peters-college-palmerston-north,,,,,,
"St Peter's College, Wexford",st-peters-college-wexford,,,,,,
St Peter's School,st-peters-school,,,,,,
St Piran's School,st-pirans-school,,,,,,
St Regis Church of England Academy,st-regis-church-of-england-academy,,,,,,
St Saviour's and St Olave's Church of England School,st-saviours-and-st-olaves-church-of-england-school,,,,,,
St Stithians College,st-stithians-college,,,,,,
St Swithun's School,st-swithuns-school,,,,,,
St Thomas More Catholic School,st-thomas-more-catholic-school,,,,,,
St Virgil's College,st-virgils-college,,,,,,
"St Xavier's College, Ahmedabad",st-xaviers-college-ahmedabad,India,,1955,,,
"St Xaviers College, Jaipur",st-xaviers-college-jaipur,India,,2010,,,
St. Albans School,st-albans-school,,,,,,
St. Aloysius (Deemed to Be University),st-aloysius-deemed-to-be-university,India,,1880,,,
St. Ambrose University,st-ambrose-university,United States,,1882,,3003,
St. Andrew's College,st-andrews-college,,,,,,
"St. Andrew's College, Mumbai",st-andrews-college-mumbai,,,,,,
St. Andrew's Episcopal School,st-andrews-episcopal-school,,,,,,
St. Andrew's School,st-andrews-school,,,,,,
St. Andrew's-Sewanee School,st-andrews-sewanee-school,,,,,,
St. Ann's College for Women,st-anns-college-for-women,India,,1981,,,
St. Anne's Convent School,st-annes-convent-school,,,,,,
St. Anne's-Belfield School,st-annes-belfield-school,,,,,,
St. Anselm's Ajmer,st-anselms-ajmer,,,,,,
St. Anthony Catholic School,st-anthony-catholic-school,,,,,,
St. Anthony College,st-anthony-college,Philippines,,1958,,,
St. Anthony College,st-anthony-college-q56284256,United States,,1954,,,
St. Anthony-on-Hudson Seminary,st-anthony-on-hudson-seminary,,,,,,
"St. Anthony's College, Kandy",st-anthonys-college-kandy,,,,,,
St. Augustine Academy,st-augustine-academy,,,,,,
St. Augustine College,st-augustine-college,United States,,1980,,901,
St. Augustine International University,st-augustine-international-university,Uganda,Kampala,2011,,,
St. Augustine University of Tanzania,st-augustine-university-of-tanzania,Tanzania,Mwanza,1998,,,
St. Augustine's University,st-augustines-university,,,,,,
"St. Bede's College, Shimla",st-bedes-college-shimla,India,,1904,,,
St. Bees School,st-bees-school,,,,,,
St. Berchmans College,st-berchmans-college,,,,,,
St. Bernard's College,st-bernards-college,,,,,,
St. Bernard's School,st-bernards-school,,,,,,
St. Bonaventure University,st-bonaventure-university,United States,,1858,,2540,
"St. Brendan's College, Killarney",st-brendans-college-killarney,,,,,,
St. Bridget College,st-bridget-college,Philippines,,1913,,,
St. Brigid's National School Castleknock,st-brigids-national-school-castleknock,,,,,,
St. Catharine Academy,st-catharine-academy,,,,,,
St. Catharine College,st-catharine-college,United States,,1931,,,
St. Charles Community College,st-charles-community-college,United States,,1986,,6014,
St. Christopher's School,st-christophers-school,,,,,,
St. Clair County Community College,st-clair-county-community-college,United States,,1923,,3315,
St. Claret College,st-claret-college,India,,2005,,,
St. Clement of Ohrid University of Bitola,st-clement-of-ohrid-university-of-bitola,North Macedonia,Bitola,1979,,,
St. Clements University,st-clements-university,Niue,,,,,
St. Cloud State University,st-cloud-state-university,United States,,1869,,11841,
St. Cloud Technical and Community College,st-cloud-technical-and-community-college,United States,,1948,,3931,
"St. Columba's School, Delhi",st-columbas-school-delhi,,,,,,
St. Cyril of Jerusalem Church and School,st-cyril-of-jerusalem-church-and-school,,,,,,
St. Dominic College Of Asia,st-dominic-college-of-asia,Philippines,,2003,,,
St. Dominic's College,st-dominics-college,India,,1965,,,
"St. Edmund's College, Ware",st-edmunds-college-ware,,,,,,
"St. Edward's School, Cheltenham",st-edwards-school-cheltenham,,,,,,
St. Edward's University,st-edwards-university,United States,,1873,,3305,
St. Flannan's College,st-flannans-college,,,,,,
St. Francis College,st-francis-college-university,,,,,,
St. Francis College Guihulngan,st-francis-college-guihulngan,Philippines,,1962,,,
St. Francis Episcopal School,st-francis-episcopal-school,,,,,,
St. Francis Institute of Philosophy and Theology,st-francis-institute-of-philosophy-and-theology,Ethiopia,Addis Ababa,,,,
St. Francis of Assisi's College,st-francis-of-assisis-college,,,,,,
St. Francis Xavier University,st-francis-xavier-university,Canada,,1853,,,
St. Francis' College,st-francis-college,India,,1885,,,
St. George's British International School,st-georges-british-international-school,,,,,,
St. George's College Aruvithura,st-georges-college-aruvithura,India,,1965,,,
"St. George's College, Jamaica",st-georges-college-jamaica,,,,,,
"St. George's College, Jerusalem",st-georges-college-jerusalem,Palestine,Jerusalem,1920,,,
St. George's Girls' School,st-georges-girls-school,Malaysia,George Town,1884,,,
St. George's School of Montreal,st-georges-school-of-montreal,,,,,,
St. George's University,st-georges-university,Grenada,St. George's,1976,,,
St. Gerard's RC Secondary,st-gerards-rc-secondary,,,,,,
St. Hilda's & St. Hugh's School,st-hildas-st-hughs-school,,,,,,
"St. Hilda's School, Bushey",st-hildas-school-bushey,,,,,,
St. Ignatius College,st-ignatius-college-university,,,,,,
St. Ignatius College Prep,st-ignatius-college-prep,,,,,,
St. James Academy,st-james-academy-university,,,,,,
St. James College of Parañaque,st-james-college-of-paranaque,Philippines,,1987,,,
St. James' School,st-james-school,,,,,,
St. John Berchmans College,st-john-berchmans-college,,,,,,
St. John de Britto Institute,st-john-de-britto-institute,Timor-Leste,,2016,,,
St. John Fisher University,st-john-fisher-university,United States,Rochester,1948,,3610,
St. John Paul II Seminary,st-john-paul-ii-seminary,United States,,,,,
St. John Vianney Seminary,st-john-vianney-seminary,United States,,1968,,,
St. John's Central College,st-johns-central-college,Ireland,,,,,
St. John's College,st-johns-college-university,,,,,,
"St. John's College, Belize",st-johns-college-belize,Belize,Belize City,1887,,,
"St. John's College, Johannesburg",st-johns-college-johannesburg,,,,,,
"St. John's College, Manitoba",st-johns-college-manitoba,Canada,,1866,,,
"St. John's High School, Ranchi",st-johns-high-school-ranchi,India,,1887,,,
St. John's Northwestern Military Academy,st-johns-northwestern-military-academy,,,,,,
St. John's School,st-johns-school,,,,,,
St. John's University,st-johns-university-q7588851,United States,,,,,
St. John's University,st-johns-university-q1138374,United States,,1870,,20346,
St. John's University,st-johns-university,People's Republic of China,,1879,,,
St. John's University,st-johns-university-q7588852,Taiwan,,1879,,763,
St. John's University of Tanzania,st-johns-university-of-tanzania,Tanzania,,1999,,,
St. John's University School of Law,st-johns-university-school-of-law,,,,,,
St. John's-Ravenscourt School,st-johns-ravenscourt-school,,,,,,
St. Johns River State College,st-johns-river-state-college,United States,,1958,,6828,
St. Johnsbury Academy,st-johnsbury-academy,,,,,,
St. Joseph College of Bulacan,st-joseph-college-of-bulacan,Philippines,,1996,,,
St. Joseph College of Education,st-joseph-college-of-education,India,,2007,,,
St. Joseph Female College,st-joseph-female-college,United States,,1875,,,
"St. Joseph School, Gagalangin",st-joseph-school-gagalangin,Philippines,,1964,,,
St. Joseph University In Tanzania,st-joseph-university-in-tanzania,Tanzania,Dar es Salaam,2011,,,
"St. Joseph University, Nagaland",st-joseph-university-nagaland,India,,2016,,,
St. Joseph's College,st-josephs-college,,,,,,
"St. Joseph's College, Balanga City",st-josephs-college-balanga-city,Philippines,,2006,,,
"St. Joseph's College, Irinjalakuda",st-josephs-college-irinjalakuda,India,,1964,,,
"St. Joseph's Convent School, Bhopal",st-josephs-convent-school-bhopal,,,,,,
"St. Joseph's School, Bhagalpur",st-josephs-school-bhagalpur,India,Bhagalpur,1983,,,
"St. Joseph's School, Darjeeling",st-josephs-school-darjeeling,,,,,,
"St. Joseph's Secondary C.B.S., Fairview",st-josephs-secondary-cbs-fairview,,,,,,
"St. Joseph's University, Bangalore",st-josephs-university-bangalore,,,,,,
St. Lawrence College,st-lawrence-college,Canada,Kingston,1967,,,
St. Lawrence University,st-lawrence-university,Uganda,Kampala,2006,,,
St. Louis Community College,st-louis-community-college,,,,,,
St. Louis Community College–Forest Park,st-louis-community-collegeforest-park,United States,,1967,,,
St. Luke's International University,st-lukes-international-university,Japan,,1920,,,
St. Marianna University School of Medicine,st-marianna-university-school-of-medicine,Japan,,1971,,,
"St. Mark's College, Vancouver",st-marks-college-vancouver,Canada,,1956,,,
St. Mark's School,st-marks-school-university,,,,,,
St. Mark's School of Texas,st-marks-school-of-texas,,,,,,
St. Martin's Institute of Higher Education,st-martins-institute-of-higher-education,Malta,,1985,,,
St. Martin's School,st-martins-school,,,,,,
St. Mary's Academy of Pasay,st-marys-academy-of-pasay,,,,,,
St. Mary's Canossian College,st-marys-canossian-college,,,,,,
St. Mary's College of Maryland,st-marys-college-of-maryland,United States,,1840,,,
St. Mary's College of Meycauayan,st-marys-college-of-meycauayan,Philippines,,1916,,,
"St. Mary's College, Blackburn",st-marys-college-blackburn,,,,,,
"St. Mary's College, Thrissur",st-marys-college-thrissur,India,Thrissur,1946,,,
St. Mary's Educational Foundation,st-marys-educational-foundation,Japan,,2006,,,
St. Mary's Episcopal School,st-marys-episcopal-school,,,,,,
"St. Mary's Hall, Shanghai",st-marys-hall-shanghai,,,,,,
St. Mary's Menston,st-marys-menston,,,,,,
St. Mary's School,st-marys-school,,,,,,
"St. Mary's School, Belgaum",st-marys-school-belgaum,,,,,,
St. Mary's Town and Country School,st-marys-town-and-country-school,,,,,,
St. Mary's University,st-marys-university,Ethiopia,Addis Ababa,1998,,,
St. Mary's University in Juba,st-marys-university-in-juba,South Sudan,Juba,2009,,,
St. Mel's College,st-mels-college,,,,,,
St. Michael the Archangel Catholic Church,st-michael-the-archangel-catholic-church,,,,,,
St. Michael's Catholic Academy,st-michaels-catholic-academy,,,,,,
St. Michael's Choir School,st-michaels-choir-school,,,,,,
St. Michael's College,st-michaels-college,,,,,,
"St. Michael's College, Iligan City",st-michaels-college-iligan-city,Philippines,,1914,,,
St. Michael's Convent School,st-michaels-convent-school,,,,,,
St. Michaels University School,st-michaels-university-school,,,,,,
St. Olaf College,st-olaf-college,,,,,,
St. Patrick's Classical School,st-patricks-classical-school,,,,,,
"St. Patrick's College, Thurles",st-patricks-college-thurles,Ireland,,1837,,,
St. Patrick's School,st-patricks-school,,,,,,
St. Paul Academy and Summit School,st-paul-academy-and-summit-school,,,,,,
St. Paul University Manila,st-paul-university-manila,Philippines,,1911,,,
St. Paul's Cathedral Mission College,st-pauls-cathedral-mission-college,,,,,,
St. Paul's Co-educational College,st-pauls-co-educational-college,,,,,,
St. Paul's College,st-pauls-college-university,,,,,,
St. Paul's School,st-pauls-school-university,,,,,,
"St. Paul's School, Darjeeling",st-pauls-school-darjeeling,,,,,,
"St. Paul's University, Limuru",st-pauls-university-limuru,Kenya,,,,,
St. Peter's Boys School,st-peters-boys-school,,,,,,
St. Peter's College of Toril,st-peters-college-of-toril,Philippines,,1948,,,
St. Peter's Pontifical Seminary,st-peters-pontifical-seminary,India,,1778,,,
St. Petersburg College,st-petersburg-college,United States,,1927,,26430,
St. Petersburg Institute of Jewish Studies,st-petersburg-institute-of-jewish-studies,Russia,,1989,,,
St. Petersburg Institute of Mechanical Engineering,st-petersburg-institute-of-mechanical-engineering,Russia,,,,,
St. Petersburg Naval Institute,st-petersburg-naval-institute,Russia,,1701,,378,
St. Petro Mohyla Institute,st-petro-mohyla-institute,Canada,,1916,,,
St. Philip School of Nursing,st-philip-school-of-nursing,United States,,,,,
St. Philip's Christian College,st-philips-christian-college,,,,,,
St. Philip's College,st-philips-college,United States,,1898,,12696,
St. Philip's School,st-philips-school,,,,,,
St. Pius X College,st-pius-x-college,India,,1995,,,
St. Rita's College of Balingasag,st-ritas-college-of-balingasag,Philippines,,1901,,,
St. Rose of Lima's College,st-rose-of-limas-college,,,,,,
St. Scholastica's College,st-scholasticas-college,,,,,,
St. Sergius Institute,st-sergius-institute,,,,,,
St. Soldier Law College,st-soldier-law-college,India,Jalandhar,2004,,,
St. Stanislaus  School,st-stanislaus-school,,,,,,
St. Stephen's & St. Agnes School,st-stephens-st-agnes-school,,,,,,
St. Stephen's College,st-stephens-college,,,,,,
St. Stephen's Episcopal School,st-stephens-episcopal-school,,,,,,
St. Stephen's Girls' College,st-stephens-girls-college,,,,,,
St. Stephen's University,st-stephens-university,Canada,,1971,,,
St. Teresa's School Kowloon,st-teresas-school-kowloon,,,,,,
St. Theresa's Medical University of Yerevan,st-theresas-medical-university-of-yerevan,Armenia,,1992,,,
St. Therese – MTC colleges,st-therese-mtc-colleges,Philippines,,1983,,,
St. Thomas Aquinas College,st-thomas-aquinas-college,United States,,1952,,1779,
"St. Thomas College, Bhilai",st-thomas-college-bhilai,India,Bhilai,1984,,,
"St. Thomas College, Thrissur",st-thomas-college-thrissur,,,,,,
St. Thomas More Collegiate,st-thomas-more-collegiate,,,,,,
St. Thomas More School,st-thomas-more-school,,,,,,
St. Thomas University,st-thomas-university,Canada,,1910,,,
St. Thomas University,st-thomas-university-q2323376,United States,,1961,,3713,
"St. Thomas University, Japan",st-thomas-university-japan,Japan,,1962,,,
"St. Thomas' Church School, Howrah",st-thomas-church-school-howrah,,,,,,
St. Vincent College of Education,st-vincent-college-of-education,Ghana,,2016,,,
St. Vincent School,st-vincent-school,,,,,,
St. Vincent's Seminary,st-vincents-seminary,United States,,1838,,,
St. Xavier's College,st-xaviers-college,,,,,,
St. Xavier's College of Engineering,st-xaviers-college-of-engineering,India,Nagercoil,1998,,,
"St. Xavier's College, Kathmandu",st-xaviers-college-kathmandu,Nepal,Kathmandu,1988,,,
"St. Xavier's College, Kolkata",st-xaviers-college-kolkata,,,,,,
"St. Xavier's College, Ranchi",st-xaviers-college-ranchi,India,,1944,,,
"St. Xavier's College, Simdega",st-xaviers-college-simdega,India,,2016,,,
St. Xavier's Collegiate School,st-xaviers-collegiate-school,,,,,,
St. Xavier's University,st-xaviers-university,India,,2017,,,
St. Andrews Georgian University,st-andrews-georgian-university,Georgia,Tbilisi,2008,,,
St.Thomas School Thiruvananthapuram,stthomas-school-thiruvananthapuram,,,,,,
Staatliche Jugendmusikschule Hamburg,staatliche-jugendmusikschule-hamburg,Germany,,,,,
Staatliche Studienakademie Breitenbrunn,staatliche-studienakademie-breitenbrunn,Germany,,1991,,650,
Staatliche Studienakademie Dresden,staatliche-studienakademie-dresden,Germany,,1991,,,
Staatliche Studienakademie Leipzig,staatliche-studienakademie-leipzig,Germany,Leipzig,1993,,,
Staatliche Studienakademie Plauen,staatliche-studienakademie-plauen,Germany,,1999,,330,
Staatliche Studienakademie Riesa,staatliche-studienakademie-riesa,Germany,,1992,,,
Städelschule,stadelschule,Germany,,1829,,196,
Städtische Musikschule Aschaffenburg,stadtische-musikschule-aschaffenburg,Germany,,,,,
Städtische Musikschule Hamm,stadtische-musikschule-hamm,Germany,,1940,,,
Städtisches Luisengymnasium München,stadtisches-luisengymnasium-munchen,,,,,,
Stagecoach Theatre Arts,stagecoach-theatre-arts,,,,,,
Stagedoor Manor,stagedoor-manor,,,,,,
STAI Bani Saleh Bekasi,stai-bani-saleh-bekasi,Indonesia,,2002,,,
Stamford International University,stamford-international-university,Thailand,,1995,,,
Stamford School,stamford-school,,,,,,
Stamford University,stamford-university,United Kingdom,,,,,
Stampede Wrestling,stampede-wrestling,,,,,,
Stanbridge Earls School,stanbridge-earls-school,,,,,,
Stanford Graduate School of Business,stanford-graduate-school-of-business,,,,,,
Stanford Graduate School of Education,stanford-graduate-school-of-education,,,,,,
Stanford Law School,stanford-law-school,,,,,,
Stanford University,stanford-university,United States,Palo Alto,1885,,17246,
Stanford University School of Engineering,stanford-university-school-of-engineering,,,,,,
Stanford University School of Medicine,stanford-university-school-of-medicine,,,,,,
Stanislas Institute,stanislas-institute,,,,,,
Stanisław Staszic University of Applied Sciences in Piła,stanisaw-staszic-university-of-applied-sciences-in-pia,Poland,,2000,,,
Stanisław Wyspiański Academy for the Dramatic Arts,stanisaw-wyspianski-academy-for-the-dramatic-arts,Poland,,1946,,,
Stanly Community College,stanly-community-college,United States,,1971,,2432,
Stanmore College,stanmore-college,,,,,,
Stanmore Public School,stanmore-public-school,,,,,,
Stann Creek Ecumenical Junior College,stann-creek-ecumenical-junior-college,Belize,Dangriga,1974,,,
Stanton University,stanton-university,United States,,,,,
Stark State College,stark-state-college,United States,,1960,,,
State Academic University of Humanities,state-academic-university-of-humanities,Russia,,1994,,,
State Academy of Fine Arts Stuttgart,state-academy-of-fine-arts-stuttgart,Germany,,1761,,829,
State Agrarian and Engineering University in Podilia,state-agrarian-and-engineering-university-in-podilia,Ukraine,,1919,,3468,
State Agrarian University of Moldova,state-agrarian-university-of-moldova,Moldova,Chișinău,1933,,,
State and National Law School,state-and-national-law-school,,,,,,
State Biotechnological University,state-biotechnological-university,Ukraine,,2021,,,
State Center of Technological Education Paula Souza,state-center-of-technological-education-paula-souza,Brazil,São Paulo,,,,
"State College of Florida, Manatee–Sarasota",state-college-of-florida-manateesarasota,United States,,1957,,,
State Conservatory of Uzbekistan,state-conservatory-of-uzbekistan,Uzbekistan,Tashkent,1936,,,
State Energy Institute of Turkmenistan,state-energy-institute-of-turkmenistan,Turkmenistan,Mary,1997,,,
State Fair Community College,state-fair-community-college,United States,,1966,,3928,
State Higher Education Institution “Pryazovskyi State Technical University”,state-higher-education-institution-pryazovskyi-state-technical-university,Ukraine,,1930,,16000,
State Higher School of Vocational Education in Zamość,state-higher-school-of-vocational-education-in-zamosc,Poland,Zamość,2005,,,
State Higher Vocational School in Ciechanów,state-higher-vocational-school-in-ciechanow,Poland,,2001,,,
State Higher Vocational School in Krosno,state-higher-vocational-school-in-krosno,Poland,Krosno,1999,,,
State Higher Vocational School in Racibórz,state-higher-vocational-school-in-raciborz,Poland,,2001,,,
State Higher Vocational School in Skierniewice,state-higher-vocational-school-in-skierniewice,Poland,Skierniewice,2005,,,
State Higher Vocational School in Tarnów,state-higher-vocational-school-in-tarnow,Poland,,1998,,,
State Higher Vocational School Memorial of Prof. Stanislaw Tarnowski in Tarnobrzeg,state-higher-vocational-school-memorial-of-prof-stanislaw-tarnowski-in-tarnobrzeg,Poland,Tarnobrzeg,2001,,,
State Institute of Arts and Culture of Uzbekistan,state-institute-of-arts-and-culture-of-uzbekistan,Uzbekistan,Tashkent,,,,
"State Institute of Economics, Finance, Law and Technology",state-institute-of-economics-finance-law-and-technology,Russia,,1996,,,
State Institute of Humanities and Technologies,state-institute-of-humanities-and-technologies,Russia,,1940,,,
State Institute of Public Administration and Rural Development,state-institute-of-public-administration-and-rural-development,India,,,,,
State Institute of Russian Language,state-institute-of-russian-language,Russia,,1967,,,
"State institution ""National Scientific Center of surgery and transplantation named after O.O. Shalimov to National Academy of medical sciences of Ukraine""",state-institution-national-scientific-center-of-surgery-and-transplantation-named-after-oo-shalimov-to-national-academy-of-medical-sciences-of-ukraine,Ukraine,,1972,,,
State Islamic Institute of Fattahul Muluk,state-islamic-institute-of-fattahul-muluk,Indonesia,,2006,,,
State Islamic Institute of Teungku Dirundeng Meulaboh,state-islamic-institute-of-teungku-dirundeng-meulaboh,Indonesia,,2014,,,
State Islamic Institute Palangka Raya,state-islamic-institute-palangka-raya,Indonesia,,2014,,,
State Islamic University Ar-Raniry,state-islamic-university-ar-raniry,Indonesia,,1960,,,
State Islamic University of North Sumatra,state-islamic-university-of-north-sumatra,Indonesia,,1973,,,
State Islamic University of North Sumatra Medan,state-islamic-university-of-north-sumatra-medan,Indonesia,,2014,,,
State Islamic University of Sjech M. Djamil Djambek Bukittinggi,state-islamic-university-of-sjech-m-djamil-djambek-bukittinggi,Indonesia,,2022,,,
State Islamic University of Sultan Maulana Hasanuddin Banten,state-islamic-university-of-sultan-maulana-hasanuddin-banten,Indonesia,,2017,,,
State Islamic University of Sultan Syarif Kasim II,state-islamic-university-of-sultan-syarif-kasim-ii,Indonesia,,2005,,,
State Music School in Jastrzębie-Zdrój,state-music-school-in-jastrzebie-zdroj,Poland,Jastrzębie-Zdrój,1990,,,
State Music School in Sanok,state-music-school-in-sanok,Poland,,1971,,,
State Music School in Suwałki,state-music-school-in-suwaki,Poland,Suwałki,1973,,,
State National Research Polytechnical University of Perm,state-national-research-polytechnical-university-of-perm,Russia,,1953,,,
"State Pariyatti Sasana University, Mandalay",state-pariyatti-sasana-university-mandalay,Myanmar,,,,,
