University_Name,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name
Universidade Federal do Rio de Janeiro,Brazil,Americas,2026,317.0,3.0,43.9,73.0,36.2,18.2,13.8,10.3,2.3,81.0,89.9,70.9,Brazil,Universidade Federal do Rio de Janeiro
Huazhong University of Science and Technology,China (Mainland),Asia,2026,319.0,16.0,43.8,30.9,33.4,11.6,100.0,7.1,5.2,80.3,33.5,55.7,China (Mainland),Huazhong University of Science and Technology
Bauman Moscow State Technical University,Russia,Europe,2026,320.0,2.0,43.5,41.1,63.8,99.9,2.0,81.0,85.8,14.2,10.1,47.6,Russia,Bauman Moscow State Technical University
Université Grenoble Alpes,France,Europe,2026,321.0,8.0,43.4,55.3,19.2,10.4,51.8,30.9,47.9,94.1,31.8,60.0,France,Université Grenoble Alpes
University of Tehran,Iran (Islamic Republic of),Asia,2026,322.0,1.0,43.3,31.0,41.8,4.2,91.1,2.5,3.3,86.8,58.1,45.5,Iran (Islamic Republic of),University of Tehran
Koc University,Türkiye,Asia,2026,323.0,3.0,43.1,36.0,77.5,21.0,52.6,30.1,22.2,50.4,10.8,62.4,Türkiye,Koc University
Sichuan University,China (Mainland),Asia,2026,324.0,17.0,43.0,30.8,34.5,14.0,99.9,9.7,9.2,72.9,21.0,45.3,China (Mainland),Sichuan University
University of Jordan,Jordan,Asia,2026,324.0,1.0,43.0,47.9,59.8,28.9,7.3,33.8,64.5,69.2,90.1,64.1,Jordan,University of Jordan
University of Leicester,United Kingdom,Europe,2026,326.0,37.0,42.9,29.6,17.7,40.1,44.2,90.6,90.6,91.1,31.0,81.2,United Kingdom,University of Leicester
Universidade Nova de Lisboa,Portugal,Europe,2026,327.0,3.0,42.8,40.1,42.6,18.1,37.6,27.2,77.7,84.1,59.4,66.9,Portugal,Universidade Nova de Lisboa
Rutgers University – New Brunswick,United States,Americas,2026,328.0,58.0,42.6,47.7,45.8,53.4,16.5,24.1,38.8,75.3,44.6,87.5,United States,Rutgers University – New Brunswick
University of Delhi,India,Asia,2026,328.0,7.0,42.6,46.9,41.9,6.9,47.1,1.8,2.8,83.0,98.9,71.2,India,University of Delhi
University of Sharjah,United Arab Emirates,Asia,2026,328.0,4.0,42.6,28.5,34.9,9.3,52.2,100.0,100.0,84.8,19.3,58.8,United Arab Emirates,University of Sharjah
Kyung Hee University,South Korea,Asia,2026,331.0,8.0,42.5,34.6,43.0,86.2,25.9,19.8,68.5,66.8,21.6,74.9,South Korea,Kyung Hee University
Satbayev University (previously Kazakh Technical University named after K.I. Satpaev),Kazakhstan,Asia,2026,331.0,3.0,42.5,40.6,58.8,94.2,1.7,89.2,53.7,25.7,33.0,48.7,Kazakhstan,Satbayev University (previously Kazakh Technical University named after K.I. Satpaev)
York University,Canada,Americas,2026,333.0,14.0,42.4,33.4,31.7,5.0,37.8,87.3,78.9,73.5,82.2,84.5,Canada,York University
Indian Institute of Technology Guwahati (IITG),India,Asia,2026,334.0,8.0,42.3,25.4,62.0,10.2,96.9,8.1,1.6,53.1,8.7,43.0,India,Indian Institute of Technology Guwahati (IITG)
Sultan Qaboos University,Oman,Asia,2026,334.0,1.0,42.3,28.9,25.9,62.3,39.5,100.0,6.0,80.9,70.0,69.6,Oman,Sultan Qaboos University
Tufts University,United States,Americas,2026,334.0,59.0,42.3,23.8,21.2,65.6,52.5,42.9,48.3,67.0,69.3,86.3,United States,Tufts University
Universidad Politécnica de Madrid,Spain,Europe,2026,334.0,8.0,42.3,43.0,67.8,24.8,19.6,4.3,45.2,81.9,69.4,70.7,Spain,Universidad Politécnica de Madrid
University of Illinois Chicago (UIC),United States,Americas,2026,334.0,59.0,42.3,48.8,40.3,33.1,39.2,11.0,28.4,82.3,36.4,66.9,United States,University of Illinois Chicago (UIC)
Indian Institute of Technology Roorkee (IITR),India,Asia,2026,339.0,9.0,42.2,26.8,52.2,9.5,96.6,2.0,3.6,54.5,19.5,57.5,India,Indian Institute of Technology Roorkee (IITR)
Shandong University,China (Mainland),Asia,2026,339.0,18.0,42.2,22.8,39.0,21.8,97.1,11.2,5.7,72.8,26.8,57.5,China (Mainland),Shandong University
Xiamen University,China (Mainland),Asia,2026,341.0,19.0,42.1,34.3,24.2,25.0,83.9,10.8,9.3,64.7,54.4,54.1,China (Mainland),Xiamen University
University of Oulu,Finland,Europe,2026,342.0,3.0,42.0,23.0,21.8,29.5,74.5,80.9,19.7,87.9,30.6,75.2,Finland,University of Oulu
Southern University of Science and Technology (SUSTech),China (Mainland),Asia,2026,343.0,20.0,41.8,14.9,9.4,87.5,100.0,42.7,2.8,47.2,1.3,65.5,China (Mainland),Southern University of Science and Technology (SUSTech)
University of Pisa,Italy,Europe,2026,343.0,7.0,41.8,51.6,26.3,12.8,59.6,5.0,10.5,84.6,25.1,72.8,Italy,University of Pisa
National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,Asia,2026,345.0,5.0,41.7,36.7,48.6,50.6,46.8,31.3,35.3,45.6,25.4,56.8,Taiwan,National Taiwan University of Science and Technology (Taiwan Tech)
Pontificia Universidad Católica del Perú (PUCP),Peru,Americas,2026,345.0,1.0,41.7,63.1,66.7,50.0,2.3,4.2,1.9,44.4,50.6,59.7,Peru,Pontificia Universidad Católica del Perú (PUCP)
Cairo University,Egypt,Africa,2026,347.0,1.0,41.6,60.8,52.7,13.8,6.0,4.2,14.4,88.9,98.0,66.6,Egypt,Cairo University
Tilburg University,Netherlands,Europe,2026,347.0,13.0,41.6,20.5,37.1,16.8,67.1,99.0,77.4,61.1,23.1,50.6,Netherlands,Tilburg University
University of Coimbra,Portugal,Europe,2026,347.0,4.0,41.6,39.2,24.9,14.9,61.4,13.1,33.3,92.2,47.6,75.8,Portugal,University of Coimbra
Technion - Israel Institute of Technology,Israel,Asia,2026,350.0,3.0,41.5,32.2,35.6,67.3,33.3,91.1,10.6,57.5,65.9,53.2,Israel,Technion - Israel Institute of Technology
Universität Innsbruck,Austria,Europe,2026,350.0,3.0,41.5,27.7,12.3,76.9,17.7,100.0,100.0,73.9,69.9,74.7,Austria,Universität Innsbruck
University of Münster,Germany,Europe,2026,350.0,20.0,41.5,42.3,41.5,79.6,15.5,35.6,8.4,82.5,45.3,74.6,Germany,University of Münster
University of Tsukuba,Japan,Asia,2026,350.0,11.0,41.5,49.9,32.9,58.9,30.0,18.1,31.1,68.4,18.1,73.4,Japan,University of Tsukuba
Quaid-i-azam University,Pakistan,Asia,2026,354.0,1.0,41.3,24.0,47.6,5.3,97.5,9.8,3.1,67.5,27.8,46.9,Pakistan,Quaid-i-azam University
Nankai University,China (Mainland),Asia,2026,355.0,21.0,41.2,27.1,24.4,28.8,93.9,17.8,5.0,56.1,47.3,44.9,China (Mainland),Nankai University
National Technical University of Athens,Greece,Europe,2026,355.0,1.0,41.2,28.2,51.2,5.9,80.9,,9.6,72.0,51.4,49.3,Greece,National Technical University of Athens
Università degli Studi di Roma - Tor Vergata,Italy,Europe,2026,355.0,8.0,41.2,40.7,25.2,14.9,65.5,19.7,58.8,71.7,8.5,70.3,Italy,Università degli Studi di Roma - Tor Vergata
George Washington University,United States,Americas,2026,358.0,61.0,41.1,31.7,45.8,30.3,43.4,13.0,39.2,78.7,85.8,60.0,United States,George Washington University
Mahidol University,Thailand,Asia,2026,358.0,2.0,41.1,59.4,38.8,82.4,9.0,8.5,9.1,67.9,17.4,61.2,Thailand,Mahidol University
University of Victoria,Canada,Americas,2026,358.0,15.0,41.1,25.6,17.3,6.2,78.7,97.2,46.0,61.3,21.2,79.9,Canada,University of Victoria
Virginia Polytechnic Institute (Virginia Tech),United States,Americas,2026,358.0,61.0,41.1,34.5,39.4,26.3,38.7,81.6,27.9,86.1,41.1,68.2,United States,Virginia Polytechnic Institute (Virginia Tech)
University of Chinese Academy of Sciences (UCAS),China (Mainland),Asia,2026,362.0,22.0,40.9,30.9,11.9,100.0,75.1,,3.9,93.7,15.6,,China (Mainland),University of Chinese Academy of Sciences (UCAS)
University of Pretoria,South Africa,Africa,2026,362.0,5.0,40.9,32.3,55.1,6.2,31.2,57.2,17.4,97.6,84.8,80.1,South Africa,University of Pretoria
University of Tartu,Estonia,Europe,2026,362.0,1.0,40.9,28.6,23.7,94.6,19.1,62.1,20.8,89.0,89.2,64.2,Estonia,University of Tartu
University of the Philippines,Philippines,Asia,2026,362.0,1.0,40.9,50.6,71.1,42.7,3.2,2.4,1.2,66.4,80.8,68.9,Philippines,University of the Philippines
University of Turku,Finland,Europe,2026,366.0,4.0,40.6,36.3,20.2,63.2,39.6,46.2,8.9,89.2,46.1,74.4,Finland,University of Turku
RUDN University,Russia,Europe,2026,367.0,3.0,40.5,28.4,61.2,94.0,3.9,10.9,95.3,88.3,14.3,58.9,Russia,RUDN University
Sciences Po Paris,France,Europe,2026,367.0,9.0,40.5,24.6,51.5,81.1,4.7,61.8,98.2,29.6,98.0,54.5,France,Sciences Po Paris
Universiti Brunei Darussalam (UBD),Brunei Darussalam,Asia,2026,367.0,1.0,40.5,29.9,20.5,94.2,22.5,100.0,43.5,53.0,58.2,52.4,Brunei Darussalam,Universiti Brunei Darussalam (UBD)
Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,Asia,2026,370.0,9.0,40.4,17.0,28.1,82.3,100.0,5.1,7.3,15.8,2.5,42.8,South Korea,Daegu Gyeongbuk Institute of Science and Technology (DGIST)
Bogazici University,Türkiye,Asia,2026,371.0,4.0,40.3,36.2,85.8,5.1,23.7,28.2,7.5,49.0,88.7,68.5,Türkiye,Bogazici University
National University of Sciences And Technology (NUST) Islamabad,Pakistan,Asia,2026,371.0,2.0,40.3,29.3,76.3,66.7,32.3,5.7,5.0,76.6,3.4,63.3,Pakistan,National University of Sciences And Technology (NUST) Islamabad
Pontificia Universidad Javeriana,Colombia,Americas,2026,371.0,3.0,40.3,60.5,61.8,37.8,2.7,3.8,3.7,38.7,83.1,58.6,Colombia,Pontificia Universidad Javeriana
Oxford Brookes University,United Kingdom,Europe,2026,374.0,38.0,40.0,38.7,62.3,14.8,12.4,80.8,89.8,61.8,26.0,59.8,United Kingdom,Oxford Brookes University
Saint Petersburg State University,Russia,Europe,2026,375.0,4.0,39.9,42.2,43.6,65.8,7.9,6.7,52.2,83.7,80.1,44.6,Russia,Saint Petersburg State University
Sharif University of Technology,Iran (Islamic Republic of),Asia,2026,375.0,2.0,39.9,17.8,48.2,8.2,99.2,2.6,1.6,68.4,38.7,38.7,Iran (Islamic Republic of),Sharif University of Technology
South China University of Technology,China (Mainland),Asia,2026,377.0,23.0,39.8,18.8,20.8,29.4,99.3,15.9,10.5,64.8,40.4,50.1,China (Mainland),South China University of Technology
University of Saskatchewan,Canada,Americas,2026,378.0,16.0,39.6,16.0,10.2,21.1,71.9,82.4,65.4,77.3,44.3,83.6,Canada,University of Saskatchewan
University of Liege,Belgium,Europe,2026,379.0,7.0,39.5,24.4,16.9,10.8,63.2,62.1,65.6,95.2,32.9,79.7,Belgium,University of Liege
University of Naples - Federico II,Italy,Europe,2026,379.0,9.0,39.5,47.8,32.8,6.8,59.5,2.9,1.2,94.9,12.5,57.5,Italy,University of Naples - Federico II
The American University in Cairo,Egypt,Africa,2026,381.0,2.0,39.4,40.8,46.9,39.0,12.2,98.0,7.1,46.8,88.6,51.6,Egypt,The American University in Cairo
University of East Anglia (UEA),United Kingdom,Europe,2026,381.0,39.0,39.4,24.7,15.0,24.0,55.5,81.9,49.3,86.8,31.8,91.1,United Kingdom,University of East Anglia (UEA)
University of Luxembourg,Luxembourg,Europe,2026,381.0,1.0,39.4,13.2,8.2,87.2,39.5,100.0,100.0,68.1,58.8,42.4,Luxembourg,University of Luxembourg
Northeastern University,United States,Americas,2026,384.0,63.0,39.3,28.0,31.3,23.3,33.7,63.3,95.8,66.3,54.3,80.2,United States,Northeastern University
Brunel University of London,United Kingdom,Europe,2026,385.0,40.0,39.1,17.6,25.2,12.2,51.8,99.5,100.0,76.7,28.8,80.4,United Kingdom,Brunel University of London
Gwangju Institute of Science and Technology (GIST),South Korea,Asia,2026,385.0,10.0,39.1,21.3,12.4,56.7,99.9,15.7,18.5,28.9,2.2,55.3,South Korea,Gwangju Institute of Science and Technology (GIST)
Flinders University,Australia,Oceania,2026,387.0,21.0,39.0,19.6,9.7,11.3,64.3,97.9,97.3,77.3,15.5,81.6,Australia,Flinders University
Beihang University (former BUAA),China (Mainland),Asia,2026,388.0,24.0,38.5,18.3,23.5,57.8,91.6,9.5,8.3,50.1,20.9,36.7,China (Mainland),Beihang University (former BUAA)
"Birkbeck College, University of London",United Kingdom,Europe,2026,388.0,41.0,38.5,15.5,5.9,19.1,79.6,98.9,98.7,60.1,17.7,45.6,United Kingdom,"Birkbeck College, University of London"
National and Kapodistrian University of Athens,Greece,Europe,2026,390.0,2.0,38.4,34.9,38.9,3.0,45.1,12.7,27.2,79.7,88.9,64.3,Greece,National and Kapodistrian University of Athens
Abu Dhabi University,United Arab Emirates,Asia,2026,391.0,5.0,38.3,24.6,49.8,23.9,35.9,100.0,99.9,34.5,10.1,49.6,United Arab Emirates,Abu Dhabi University
Sejong University,South Korea,Asia,2026,392.0,11.0,38.2,16.3,19.4,16.3,92.2,32.4,50.7,77.8,1.8,61.3,South Korea,Sejong University
"Southeast University, China",China (Mainland),Asia,2026,392.0,25.0,38.2,21.1,20.8,24.5,93.6,31.6,6.1,76.9,9.6,45.0,China (Mainland),"Southeast University, China"
Universitat Politècnica de Catalunya,Spain,Europe,2026,392.0,9.0,38.2,40.8,32.8,42.5,27.0,16.7,31.0,84.0,35.7,77.0,Spain,Universitat Politècnica de Catalunya
Aston University,United Kingdom,Europe,2026,395.0,42.0,38.1,18.1,27.1,12.0,56.7,97.9,63.4,81.8,28.3,67.6,United Kingdom,Aston University
Ruhr-Universität Bochum,Germany,Europe,2026,395.0,21.0,38.1,29.1,11.8,3.9,65.8,59.3,55.6,90.0,21.4,72.5,Germany,Ruhr-Universität Bochum
Lappeenranta-Lahti University of Technology LUT,Finland,Europe,2026,397.0,5.0,37.7,8.7,15.7,11.9,95.9,70.1,58.1,54.4,10.4,72.2,Finland,Lappeenranta-Lahti University of Technology LUT
University of Kent,United Kingdom,Europe,2026,397.0,43.0,37.7,20.2,13.8,16.2,58.3,96.4,49.2,88.0,44.0,65.5,United Kingdom,University of Kent
IPB University (aka Bogor Agricultural University),Indonesia,Asia,2026,399.0,5.0,37.6,35.1,56.0,82.9,3.0,73.7,6.0,26.2,45.3,63.2,Indonesia,IPB University (aka Bogor Agricultural University)
Western Sydney University,Australia,Oceania,2026,400.0,22.0,37.5,26.3,22.5,7.4,44.5,100.0,67.7,87.3,11.8,82.6,Australia,Western Sydney University
Umeå University,Sweden,Europe,2026,401.0,8.0,37.4,27.2,20.2,80.7,25.0,77.2,37.5,76.9,11.9,77.1,Sweden,Umeå University
University of Granada,Spain,Europe,2026,401.0,10.0,37.4,59.3,24.3,11.2,26.3,9.9,31.7,96.4,13.1,58.4,Spain,University of Granada
University of Limerick,Ireland,Europe,2026,401.0,5.0,37.4,27.9,36.6,23.6,34.5,93.2,48.4,71.6,14.7,75.9,Ireland,University of Limerick
Sabanci University,Türkiye,Asia,2026,404.0,5.0,37.2,26.5,62.6,40.0,39.2,51.2,28.0,35.5,12.8,50.1,Türkiye,Sabanci University
University of Florence,Italy,Europe,2026,404.0,10.0,37.2,45.1,16.9,7.0,49.7,11.2,20.8,86.1,36.9,72.9,Italy,University of Florence
Institut National des Sciences Appliquées de Lyon (INSA),France,Europe,2026,406.0,10.0,37.1,9.4,38.0,42.7,69.0,34.4,77.5,58.7,17.8,39.1,France,Institut National des Sciences Appliquées de Lyon (INSA)
Lincoln University,New Zealand,Oceania,2026,407.0,7.0,37.0,13.3,10.7,32.4,62.6,100.0,99.6,25.4,45.1,62.0,New Zealand,Lincoln University
University of Turin,Italy,Europe,2026,408.0,11.0,36.9,48.1,14.3,5.1,42.5,5.2,10.1,90.0,61.4,78.7,Italy,University of Turin
Università  Cattolica del Sacro Cuore,Italy,Europe,2026,409.0,12.0,36.8,33.1,43.1,28.7,40.3,17.1,13.9,72.4,42.7,62.0,Italy,Università  Cattolica del Sacro Cuore
Auckland University of Technology,New Zealand,Oceania,2026,410.0,8.0,36.7,29.6,22.5,13.7,33.2,100.0,100.0,50.4,23.4,74.0,New Zealand,Auckland University of Technology
Dublin City University,Ireland,Europe,2026,410.0,6.0,36.7,29.2,37.5,27.8,22.0,80.8,43.2,78.0,40.2,79.7,Ireland,Dublin City University
Sunway University,Malaysia,Asia,2026,410.0,9.0,36.7,20.9,53.3,56.9,25.2,57.1,66.9,61.4,5.1,61.2,Malaysia,Sunway University
University at Buffalo SUNY,United States,Americas,2026,410.0,64.0,36.7,26.3,19.1,10.7,53.0,51.5,52.5,74.1,43.7,82.7,United States,University at Buffalo SUNY
University of Southern Queensland,Australia,Oceania,2026,410.0,23.0,36.7,11.0,8.2,7.9,90.1,78.5,48.7,82.2,11.0,65.5,Australia,University of Southern Queensland
Bilkent University,Türkiye,Asia,2026,415.0,6.0,36.6,33.8,73.3,14.5,27.7,61.6,7.6,40.5,27.0,51.7,Türkiye,Bilkent University
Czech Technical University In Prague,Czechia,Europe,2026,416.0,2.0,36.5,26.8,51.3,89.4,6.2,28.7,56.0,69.4,23.1,53.6,Czechia,Czech Technical University In Prague
Julius-Maximilians-Universität Würzburg,Germany,Europe,2026,416.0,22.0,36.5,21.4,9.9,8.9,87.0,60.1,19.7,78.3,17.0,50.2,Germany,Julius-Maximilians-Universität Würzburg
Universität Mannheim,Germany,Europe,2026,416.0,22.0,36.5,20.3,76.3,4.6,42.4,55.7,41.2,25.7,45.0,51.3,Germany,Universität Mannheim
University of Aveiro,Portugal,Europe,2026,419.0,5.0,36.4,18.6,15.5,13.1,94.7,5.2,24.8,85.5,3.3,64.7,Portugal,University of Aveiro
National Taipei University of Technology,Taiwan,Asia,2026,420.0,6.0,36.3,18.2,57.6,28.6,58.8,25.6,31.7,25.6,29.2,58.9,Taiwan,National Taipei University of Technology
Université de Strasbourg,France,Europe,2026,420.0,11.0,36.3,50.1,16.3,7.3,31.5,41.7,45.4,90.7,29.8,47.3,France,Université de Strasbourg
Universitat Politecnica de Valencia,Spain,Europe,2026,422.0,11.0,36.2,38.0,27.6,35.3,31.2,7.7,41.5,85.8,22.4,79.5,Spain,Universitat Politecnica de Valencia
Murdoch University,Australia,Oceania,2026,423.0,24.0,36.1,13.0,8.7,7.4,73.9,89.6,82.5,75.1,24.9,53.4,Australia,Murdoch University
Tampere University,Finland,Europe,2026,423.0,6.0,36.1,29.2,24.7,24.8,47.7,61.6,13.9,84.0,42.1,49.2,Finland,Tampere University
Università  degli Studi di Pavia,Italy,Europe,2026,423.0,13.0,36.1,29.4,12.9,13.5,72.3,8.4,24.6,80.4,20.4,74.9,Italy,Università  degli Studi di Pavia
Washington State University,United States,Americas,2026,423.0,65.0,36.1,28.7,39.9,23.1,42.7,50.7,9.2,77.9,15.5,78.5,United States,Washington State University
Graz University of Technology,Austria,Europe,2026,427.0,4.0,36.0,21.9,22.1,99.2,18.8,86.6,71.3,52.3,15.2,42.6,Austria,Graz University of Technology
Aix-Marseille University,France,Europe,2026,428.0,12.0,35.9,51.0,15.9,11.0,29.7,22.8,29.0,99.0,29.0,63.2,France,Aix-Marseille University
University of Dundee,United Kingdom,Europe,2026,428.0,44.0,35.9,25.5,21.3,44.8,20.6,92.0,84.4,78.7,13.9,78.6,United Kingdom,University of Dundee
Masaryk University,Czechia,Europe,2026,430.0,3.0,35.7,32.3,37.3,13.1,18.8,34.5,76.8,79.8,58.8,77.0,Czechia,Masaryk University
Universitat de Valencia,Spain,Europe,2026,430.0,12.0,35.7,49.7,17.2,17.3,31.0,2.7,39.4,91.4,16.5,74.1,Spain,Universitat de Valencia
Université de Montpellier,France,Europe,2026,430.0,13.0,35.7,26.7,4.9,11.7,72.3,29.0,42.8,99.4,18.8,55.3,France,Université de Montpellier
East China Normal University,China (Mainland),Asia,2026,433.0,26.0,35.6,19.9,16.4,20.2,82.1,46.7,15.7,69.2,14.5,47.7,China (Mainland),East China Normal University
Leibniz Universität Hannover,Germany,Europe,2026,433.0,24.0,35.6,29.6,37.2,19.9,33.7,54.7,33.3,80.5,20.3,78.7,Germany,Leibniz Universität Hannover
National Taiwan Normal University,Taiwan,Asia,2026,435.0,7.0,35.4,47.8,28.2,68.3,9.6,19.7,39.6,24.1,29.0,68.2,Taiwan,National Taiwan Normal University
Prince Mohammad Bin Fahd University,Saudi Arabia,Asia,2026,436.0,4.0,35.2,22.5,33.6,33.1,54.7,100.0,29.6,32.3,3.3,37.4,Saudi Arabia,Prince Mohammad Bin Fahd University
Universitat Ramon Llull,Spain,Europe,2026,436.0,13.0,35.2,17.5,72.5,10.3,15.5,80.4,68.0,31.3,81.2,56.7,Spain,Universitat Ramon Llull
IE University,Spain,Europe,2026,438.0,14.0,35.1,12.7,70.4,47.6,3.8,94.0,100.0,6.4,70.4,53.0,Spain,IE University
National Sun Yat-sen University,Taiwan,Asia,2026,439.0,8.0,35.0,36.8,32.1,35.6,38.0,35.5,16.5,46.4,14.7,67.0,Taiwan,National Sun Yat-sen University
Ajman University,United Arab Emirates,Asia,2026,440.0,6.0,34.9,27.8,51.3,15.7,10.2,100.0,100.0,65.2,12.8,46.2,United Arab Emirates,Ajman University
James Cook University,Australia,Oceania,2026,440.0,25.0,34.9,21.0,11.0,27.5,60.3,46.9,37.6,83.8,11.2,81.9,Australia,James Cook University
Macau University of Science and Technology,"Macao SAR, China",Asia,2026,440.0,2.0,34.9,7.4,10.9,4.8,79.5,100.0,100.0,23.9,36.8,52.0,"Macao SAR, China",Macau University of Science and Technology
"National Research University Higher School of Economics (HSE, Moscow)",Russia,Europe,2026,440.0,5.0,34.9,28.1,52.9,92.0,2.7,10.2,24.0,84.7,19.4,57.6,Russia,"National Research University Higher School of Economics (HSE, Moscow)"
Universität Konstanz,Germany,Europe,2026,440.0,25.0,34.9,25.5,18.7,50.3,33.4,91.5,26.8,63.7,23.0,69.9,Germany,Universität Konstanz
"University of California, Riverside",United States,Americas,2026,440.0,66.0,34.9,21.4,21.1,10.0,64.2,80.9,30.4,75.4,7.0,55.6,United States,"University of California, Riverside"
Vilnius University,Lithuania,Europe,2026,446.0,1.0,34.8,26.9,28.0,73.1,6.2,28.4,28.5,80.2,91.3,70.3,Lithuania,Vilnius University
Belarusian State University,Belarus,Europe,2026,447.0,1.0,34.6,32.5,51.5,91.8,1.7,4.9,71.1,34.4,61.3,,Belarus,Belarusian State University
Universität Bayreuth,Germany,Europe,2026,448.0,26.0,34.5,14.1,22.3,64.6,39.2,63.6,39.7,82.3,16.2,69.9,Germany,Universität Bayreuth
Iowa State University,United States,Americas,2026,449.0,67.0,34.4,26.4,21.6,10.8,61.0,6.7,17.8,78.9,50.6,65.0,United States,Iowa State University
Kazan Federal University,Russia,Europe,2026,450.0,6.0,34.3,27.2,19.5,98.1,3.8,14.0,97.7,86.7,19.6,55.3,Russia,Kazan Federal University
"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" (UNESP)",Brazil,Americas,2026,450.0,4.0,34.3,53.3,36.8,20.1,22.2,7.4,5.3,73.6,1.6,58.5,Brazil,"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" (UNESP)"
Johannes Gutenberg Universität Mainz,Germany,Europe,2026,452.0,27.0,34.2,32.5,19.8,70.5,18.1,51.3,26.4,87.5,18.1,52.2,Germany,Johannes Gutenberg Universität Mainz
Shenzhen University,China (Mainland),Asia,2026,452.0,27.0,34.2,11.9,8.7,40.1,90.9,15.9,2.7,69.0,26.0,48.2,China (Mainland),Shenzhen University
Stony Brook University,United States,Americas,2026,452.0,68.0,34.2,24.2,17.8,43.6,32.4,47.4,53.4,73.7,31.9,82.5,United States,Stony Brook University
University of Cyprus,Cyprus,Asia,2026,452.0,1.0,34.2,14.6,10.8,10.3,62.3,94.3,42.2,69.8,54.6,52.9,Cyprus,University of Cyprus
Amirkabir University of Technology,Iran (Islamic Republic of),Asia,2026,456.0,3.0,34.1,8.5,26.7,7.4,100.0,41.7,5.7,67.2,5.4,35.5,Iran (Islamic Republic of),Amirkabir University of Technology
University of Essex,United Kingdom,Europe,2026,456.0,45.0,34.1,23.7,9.9,17.1,35.1,99.9,99.2,77.0,24.7,54.5,United Kingdom,University of Essex
Colorado State University,United States,Americas,2026,458.0,69.0,34.0,25.2,30.1,73.1,22.8,22.7,9.0,82.5,32.3,75.0,United States,Colorado State University
Universidad Nacional de La Plata,Argentina,Americas,2026,458.0,2.0,34.0,55.7,30.8,40.8,2.9,7.2,41.6,54.1,37.7,39.4,Argentina,Universidad Nacional de La Plata
"University of California, Santa Cruz",United States,Americas,2026,458.0,69.0,34.0,24.7,13.6,10.0,62.4,71.4,10.0,62.2,14.3,84.3,United States,"University of California, Santa Cruz"
Jordan University of Science & Technology,Jordan,Asia,2026,461.0,2.0,33.9,32.0,47.8,23.1,12.3,66.7,87.9,54.6,5.8,52.1,Jordan,Jordan University of Science & Technology
Novosibirsk State University,Russia,Europe,2026,461.0,7.0,33.9,28.8,31.1,93.6,13.0,9.1,70.6,55.7,13.3,43.8,Russia,Novosibirsk State University
Royal Holloway University of London,United Kingdom,Europe,2026,461.0,46.0,33.9,22.8,11.8,15.1,41.0,96.3,88.9,73.0,12.3,61.7,United Kingdom,Royal Holloway University of London
Università Vita-Salute San Raffaele,Italy,Europe,2026,461.0,14.0,33.9,4.8,3.1,89.3,99.5,6.2,11.3,35.5,4.1,26.1,Italy,Università Vita-Salute San Raffaele
Anna University,India,Asia,2026,465.0,10.0,33.8,15.0,19.4,9.2,99.8,,1.6,47.3,17.8,64.5,India,Anna University
Concordia University,Canada,Americas,2026,465.0,17.0,33.8,21.7,18.0,5.2,32.0,64.0,94.4,75.6,58.4,81.8,Canada,Concordia University
Shanghai University,China (Mainland),Asia,2026,465.0,28.0,33.8,29.8,21.4,51.1,48.5,29.6,10.2,62.5,12.5,42.9,China (Mainland),Shanghai University
University of Kansas,United States,Americas,2026,465.0,71.0,33.8,17.6,22.8,91.9,13.6,79.0,12.6,87.5,42.8,62.2,United States,University of Kansas
Ben Gurion University of The Negev,Israel,Asia,2026,469.0,4.0,33.7,19.5,26.9,15.0,58.7,71.2,23.8,63.4,24.5,48.8,Israel,Ben Gurion University of The Negev
Laval University,Canada,Americas,2026,469.0,18.0,33.7,25.3,11.3,33.3,29.8,57.4,54.9,78.8,49.9,81.6,Canada,Laval University
