University_Name,Country,Year,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country,Std_University_Name,Base_Match_Score
Nantes Université,France,2023,601.0,36281.0,24.0,1511.7083333333333,11.0,3991.0,55 : 45,55.0,45.0,27.3,24.4,62.0,42.0,51.9,,France,Nantes University,96.96969696969697
National Cheng Kung University (NCKU),,2023,601.0,20080.0,15.1,1329.8013245033112,12.0,2410.0,37 : 63,37.0,63.0,31.9,39.9,25.2,100.0,38.7,,,National Cheng Kung University (NCKU),100.0
National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,2023,601.0,8906.0,17.9,497.54189944134083,18.0,1603.0,30 : 70,30.0,70.0,26.8,35.9,41.6,65.9,53.7,,Taiwan,National Taiwan University of Science and Technology (Taiwan Tech),100.0
National Institute of Technology Silchar,India,2023,601.0,3900.0,13.9,280.57553956834533,3.0,117.0,21 : 79,21.0,79.0,28.4,16.0,61.3,38.0,17.7,,India,National Institute of Technology Silchar,0.0
National Yunlin University of Science and Technology,Taiwan,2023,601.0,9135.0,21.8,419.0366972477064,6.0,548.0,43 : 57,43.0,57.0,19.6,27.1,57.1,93.3,34.3,,Taiwan,National Yunlin University of Science and Technology,0.0
Near East University,Northern Cyprus,2023,601.0,20103.0,24.5,820.530612244898,83.0,16685.0,43 : 57,43.0,57.0,20.7,17.4,57.6,78.5,95.7,,Northern Cyprus,Near East University,0.0
"University of Nevada, Las Vegas",United States,2023,601.0,26730.0,23.2,1152.1551724137933,4.0,1069.0,57 : 43,57.0,43.0,31.8,24.6,50.7,37.3,31.0,,United States,"University of Nevada, Las Vegas",0.0
University of New Brunswick UNB,Canada,2023,601.0,8661.0,14.7,589.1836734693878,15.0,1299.0,51 : 49,51.0,49.0,20.5,21.3,52.4,38.4,74.8,,Canada,University of New Brunswick,93.10344827586206
New Jersey Institute of Technology,United States,2023,601.0,9757.0,14.6,668.2876712328767,24.0,2342.0,27 : 73,27.0,73.0,20.5,20.6,60.6,40.1,85.2,,United States,New Jersey Institute of Technology (NJIT),100.0
University of North Carolina at Charlotte,United States,2023,601.0,27579.0,20.5,1345.3170731707316,5.0,1379.0,49 : 51,49.0,51.0,20.2,19.3,71.7,39.4,31.6,,United States,University of North Carolina at Charlotte,100.0
North South University,Bangladesh,2023,601.0,24760.0,30.9,801.294498381877,0.0,0.0,42 : 58,42.0,58.0,12.7,9.3,87.8,36.9,34.8,,Bangladesh,North South University,100.0
North-West University,South Africa,2023,601.0,40095.0,24.3,1650.0,3.0,1203.0,61 : 39,61.0,39.0,20.4,18.5,67.3,40.4,50.8,,South Africa,North-West University,100.0
Norwegian University of Life Sciences,Norway,2023,601.0,6786.0,7.6,892.8947368421053,12.0,814.0,57 : 43,57.0,43.0,25.0,13.3,61.8,41.0,72.3,,Norway,Norwegian University of Life Sciences (UMB),100.0
NOVA University of Lisbon,Portugal,2023,601.0,20996.0,17.8,1179.5505617977528,23.0,4829.0,51 : 49,51.0,49.0,23.7,31.1,42.4,54.5,64.2,,Portugal,University of Lisbon,88.88888888888889
"University of Occupational and Environmental Health, Japan",Japan,2023,601.0,1157.0,2.5,462.8,2.0,23.0,52 : 48,52.0,48.0,27.1,10.8,78.6,42.1,20.3,,Japan,"University of Occupational and Environmental Health, Japan",0.0
Oklahoma State University,United States,2023,601.0,21250.0,14.0,1517.857142857143,6.0,1275.0,51 : 49,51.0,49.0,29.7,20.5,53.8,39.6,45.7,,United States,Oklahoma State University,100.0
Ontario Tech University,Canada,2023,601.0,8969.0,28.6,313.6013986013986,8.0,718.0,44 : 56,44.0,56.0,19.5,24.3,53.0,40.6,60.9,,Canada,Ontario Tech University,0.0
The Open University,United Kingdom,2023,601.0,68390.0,31.6,2164.240506329114,8.0,5471.0,65 : 35,65.0,35.0,19.2,16.9,60.5,37.1,57.3,,United Kingdom,The Open University,0.0
Oxford Brookes University,United Kingdom,2023,601.0,13575.0,14.2,955.9859154929578,25.0,3394.0,59 : 41,59.0,41.0,24.6,22.7,52.8,37.2,83.6,,United Kingdom,Oxford Brookes University,100.0
University of Parma,Italy,2023,601.0,28210.0,32.1,878.816199376947,6.0,1693.0,58 : 42,58.0,42.0,18.3,22.1,65.1,41.9,37.1,,Italy,University of Parma,100.0
Universidad Peruana Cayetano Heredia,Peru,2023,601.0,6028.0,6.7,899.7014925373134,0.0,0.0,67 : 33,67.0,33.0,20.7,12.0,80.9,41.9,47.2,,Peru,Universidad Peruana Cayetano Heredia,100.0
University of Perugia,Italy,2023,601.0,24943.0,25.1,993.7450199203187,6.0,1497.0,58 : 42,58.0,42.0,21.6,19.3,73.5,41.9,46.0,,Italy,Perugia University,92.3076923076923
Polytechnic University of Bari,Italy,2023,601.0,9998.0,43.1,231.9721577726218,1.0,100.0,30 : 70,30.0,70.0,18.5,23.1,73.3,57.9,35.0,,Italy,Polytechnic University of Bari,0.0
Polytechnic University of Turin,Italy,2023,601.0,29428.0,30.4,968.0263157894738,14.0,4120.0,30 : 70,30.0,70.0,23.9,26.7,58.4,55.7,48.7,,Italy,Polytechnic University of Turin,0.0
Prince Sattam Bin Abdulaziz University,Saudi Arabia,2023,601.0,27117.0,12.2,2222.704918032787,2.0,542.0,58 : 42,58.0,42.0,17.7,9.9,80.4,37.8,73.6,,Saudi Arabia,Prince Sattam Bin Abdulaziz University,100.0
Universiti Putra Malaysia,Malaysia,2023,601.0,18365.0,11.1,1654.5045045045047,26.0,4775.0,59 : 41,59.0,41.0,38.5,28.2,28.8,74.3,79.4,,Malaysia,Universiti Putra Malaysia (UPM),100.0
Qingdao University,China,2023,601.0,42667.0,15.2,2807.039473684211,2.0,853.0,64 : 36,64.0,36.0,16.4,14.7,75.9,40.9,22.1,,China,Qingdao University,0.0
Université du Québec,Canada,2023,601.0,50418.0,17.9,2816.6480446927376,12.0,6050.0,57 : 43,57.0,43.0,26.9,29.1,35.6,43.8,72.0,,Canada,Université du Québec,100.0
University of Regina,Canada,2023,601.0,14172.0,24.7,573.7651821862348,27.0,3826.0,59 : 41,59.0,41.0,17.6,18.0,64.4,39.0,68.3,,Canada,University of Regina,100.0
Rensselaer Polytechnic Institute,United States,2023,601.0,7475.0,14.7,508.5034013605442,21.0,1570.0,32 : 68,32.0,68.0,28.9,26.1,51.0,59.1,72.6,,United States,Rensselaer Polytechnic Institute,100.0
Riga Stradiņš University,Latvia,2023,601.0,8512.0,19.5,436.5128205128205,28.0,2383.0,74 : 26,74.0,26.0,16.2,11.2,75.5,38.2,73.1,,Latvia,Riga Stradins University,95.65217391304348
Riphah International University,Pakistan,2023,601.0,23590.0,21.5,1097.2093023255813,0.0,0.0,50 : 50,50.0,50.0,13.6,9.0,82.8,37.0,44.5,,Pakistan,Riphah International University,100.0
Rovira i Virgili University,Spain,2023,601.0,12975.0,12.6,1029.7619047619048,13.0,1687.0,60 : 40,60.0,40.0,21.9,22.3,61.5,40.5,55.2,,Spain,Rovira i Virgili University,100.0
Universiti Sains Malaysia,Malaysia,2023,601.0,23492.0,11.6,2025.1724137931035,17.0,3994.0,64 : 36,64.0,36.0,36.1,25.3,43.2,44.8,60.6,,Malaysia,Universiti Sains Malaysia (USM),100.0
San Diego State University,United States,2023,601.0,31340.0,27.5,1139.6363636363637,7.0,2194.0,56 : 44,56.0,44.0,24.5,11.1,69.4,37.6,33.5,,United States,San Diego State University,100.0
University of Sannio,Italy,2023,601.0,2944.0,15.4,191.16883116883116,2.0,59.0,51 : 49,51.0,49.0,18.0,18.5,70.8,55.5,28.6,,Italy,University of Sannio,0.0
University of Santiago de Compostela,Spain,2023,601.0,24713.0,14.5,1704.344827586207,9.0,2224.0,62 : 38,62.0,38.0,24.2,19.8,55.7,40.7,45.6,,Spain,University of Santiago de Compostela,0.0
Savitribai Phule Pune University,India,2023,601.0,5163.0,12.1,426.6942148760331,6.0,310.0,43 : 57,43.0,57.0,40.6,23.5,46.0,38.7,22.0,,India,Savitribai Phule Pune University,100.0
University of Campania Luigi Vanvitelli,Italy,2023,601.0,33663.0,35.1,959.059829059829,2.0,673.0,37 : 63,37.0,63.0,23.3,8.6,78.0,37.8,28.9,,Italy,University of Campania Luigi Vanvitelli,0.0
Shanghai University,China,2023,601.0,37499.0,13.1,2862.5190839694656,7.0,2625.0,50 : 50,50.0,50.0,24.7,33.1,41.4,75.3,35.3,,China,Shanghai University,100.0
"Soochow University, China",,2023,601.0,47989.0,15.5,3096.064516129032,5.0,2399.0,54 : 46,54.0,46.0,23.0,21.4,64.5,59.9,25.9,,,"Soochow University, China",0.0
Southern Cross University,Australia,2023,601.0,10866.0,36.1,300.9972299168975,28.0,3042.0,64 : 36,64.0,36.0,18.7,24.9,55.9,47.4,80.7,,Australia,Southern Cross University,100.0
University of Strasbourg,France,2023,601.0,51028.0,19.8,2577.171717171717,21.0,10716.0,59 : 41,59.0,41.0,24.7,23.1,59.6,44.2,73.3,,France,Université de Strasbourg,89.36170212765957
Sultan Qaboos University,Oman,2023,601.0,7436.0,8.6,864.6511627906978,4.0,297.0,50 : 50,50.0,50.0,23.1,18.4,56.9,40.6,74.9,,Oman,Sultan Qaboos University,100.0
University of the Sunshine Coast,Australia,2023,601.0,11118.0,29.6,375.60810810810807,16.0,1779.0,69 : 31,69.0,31.0,19.5,26.5,48.0,42.9,70.5,,Australia,University of the Sunshine Coast,0.0
Yokohama City University,Japan,2023,601.0,5073.0,6.0,845.5,2.0,101.0,56 : 44,56.0,44.0,26.4,10.2,82.8,47.6,25.2,,Japan,Yokohama City University,100.0
Zhengzhou University,China,2023,601.0,70824.0,17.5,4047.0857142857144,3.0,2125.0,49 : 51,49.0,51.0,17.8,15.4,71.8,38.3,22.2,,China,Zhengzhou University,100.0
University of the Aegean,Greece,2023,801.0,22148.0,68.4,323.80116959064327,1.0,221.0,55 : 45,55.0,45.0,17.3,19.3,53.7,62.8,34.7,,Greece,University of the Aegean,0.0
"University of Agriculture, Faisalabad",Pakistan,2023,801.0,27826.0,42.4,656.2735849056604,0.0,0.0,45 : 55,45.0,55.0,24.0,17.4,55.3,46.7,45.0,,Pakistan,"University of Agriculture, Faisalabad",100.0
The University of Aizu,Japan,2023,801.0,1217.0,12.1,100.57851239669422,9.0,110.0,11 : 89,11.0,89.0,21.9,13.0,50.8,40.0,74.6,,Japan,The University of Aizu,0.0
The University of Alabama,United States,2023,801.0,35457.0,20.9,1696.507177033493,4.0,1418.0,56 : 44,56.0,44.0,27.2,19.1,54.2,37.5,31.0,,United States,University of South Alabama (USA),92.3076923076923
Al-Azhar University,Egypt,2023,801.0,425977.0,38.4,11093.151041666668,6.0,25559.0,38 : 62,38.0,62.0,14.9,9.6,63.3,37.0,48.7,,Egypt,Al Azhar University,100.0
Al-Balqa Applied University,Jordan,2023,801.0,28178.0,27.7,1017.2563176895308,2.0,564.0,59 : 41,59.0,41.0,12.9,11.7,69.8,41.2,41.3,,Jordan,Al-Balqa Applied University,100.0
University of Alcalá,Spain,2023,801.0,15941.0,10.2,1562.843137254902,24.0,3826.0,60 : 40,60.0,40.0,21.3,14.0,50.8,39.4,60.4,,Spain,University of Alcalá,0.0
Alexandria University,Egypt,2023,801.0,202206.0,28.2,7170.425531914894,4.0,8088.0,52 : 48,52.0,48.0,18.6,13.7,56.2,40.7,46.1,,Egypt,Alexandria University,100.0
Aligarh Muslim University,India,2023,801.0,20428.0,12.1,1688.2644628099174,2.0,409.0,40 : 60,40.0,60.0,35.7,12.9,51.1,40.0,27.7,,India,Aligarh Muslim University,0.0
American University in Cairo,Egypt,2023,801.0,5921.0,13.7,432.18978102189783,5.0,296.0,56 : 44,56.0,44.0,24.4,26.6,32.5,40.4,64.4,,Egypt,The American University in Cairo,93.33333333333333
Anna University,India,2023,801.0,15149.0,15.9,952.7672955974842,1.0,151.0,43 : 57,43.0,57.0,21.3,26.6,53.5,45.2,16.5,,India,Anna University,100.0
University of Applied Sciences and Arts of Western Switzerland,Switzerland,2023,801.0,17491.0,6.5,2690.923076923077,30.0,5247.0,53 : 47,53.0,47.0,21.0,11.4,41.2,40.4,90.5,,Switzerland,University of Applied Sciences and Arts of Western Switzerland,0.0
Aristotle University of Thessaloniki,Greece,2023,801.0,49840.0,19.7,2529.9492385786803,5.0,2492.0,58 : 42,58.0,42.0,19.0,16.2,56.9,41.4,40.4,,Greece,Aristotle University of Thessaloniki,100.0
Athens University of Economics and Business,Greece,2023,801.0,9682.0,51.0,189.84313725490196,6.0,581.0,45 : 55,45.0,55.0,18.3,26.6,42.1,38.9,48.4,,Greece,Athens University of Economics And Business,100.0
Universidad Autónoma de Chile,Chile,2023,801.0,27474.0,22.9,1199.7379912663757,1.0,275.0,63 : 37,63.0,37.0,13.2,10.2,72.4,36.9,49.7,,Chile,Universidad Autónoma de Chile,100.0
University of Aveiro,Portugal,2023,801.0,12566.0,15.1,832.1854304635762,10.0,1257.0,54 : 46,54.0,46.0,25.9,25.7,40.2,39.0,50.4,,Portugal,University of Aveiro,100.0
University of the Balearic Islands,Spain,2023,801.0,11493.0,11.8,973.9830508474575,8.0,919.0,60 : 40,60.0,40.0,19.2,16.3,51.2,37.0,49.6,,Spain,University of the Balearic Islands,0.0
University of the Basque Country,Spain,2023,801.0,43018.0,15.4,2793.3766233766232,6.0,2581.0,55 : 45,55.0,45.0,21.5,21.8,51.7,39.6,44.5,,Spain,University of the Basque Country,0.0
University of Bedfordshire,United Kingdom,2023,801.0,13175.0,29.6,445.10135135135135,59.0,7773.0,59 : 41,59.0,41.0,17.9,15.2,49.7,37.1,79.2,,United Kingdom,University of Hertfordshire,90.56603773584906
University of Beira Interior,Portugal,2023,801.0,7861.0,17.0,462.4117647058824,22.0,1729.0,53 : 47,53.0,47.0,17.8,20.9,50.6,38.4,58.1,,Portugal,University of Beira Interior,0.0
University of Belgrade,Serbia,2023,801.0,93251.0,18.9,4933.915343915344,5.0,4663.0,62 : 38,62.0,38.0,21.1,33.0,44.5,42.9,43.4,,Serbia,University of Belgrade,100.0
Beni-Suef University,Egypt,2023,801.0,82124.0,28.3,2901.9081272084804,1.0,821.0,50 : 50,50.0,50.0,17.9,8.7,67.8,36.9,45.9,,Egypt,Beni-Suef University,100.0
University of Bergamo,Italy,2023,801.0,22115.0,60.9,363.136288998358,7.0,1548.0,62 : 38,62.0,38.0,18.2,22.4,51.5,41.2,35.5,,Italy,University of Bergamo,0.0
Bharathiar University,India,2023,801.0,4097.0,18.8,217.9255319148936,0.0,0.0,63 : 37,63.0,37.0,36.6,27.6,30.4,37.5,23.7,,India,Bharathiar University,0.0
Bilkent University,Turkey,2023,801.0,9682.0,14.2,681.830985915493,8.0,775.0,46 : 54,46.0,54.0,23.4,24.2,43.5,55.3,63.7,,Turkey,Bilkent University,100.0
"Birla Institute of Technology and Science, Pilani",India,2023,801.0,15651.0,18.1,864.6961325966851,2.0,313.0,19 : 81,19.0,81.0,20.3,11.3,63.8,38.2,19.8,,India,Birla Institute of Technology and Science,92.13483146067416
Boğaziçi University,Turkey,2023,801.0,12614.0,22.3,565.6502242152466,3.0,378.0,45 : 55,45.0,55.0,24.4,24.6,39.8,54.1,41.8,,Turkey,Boğaziçi University,0.0
University of Brighton,United Kingdom,2023,801.0,15015.0,16.8,893.75,22.0,3303.0,60 : 40,60.0,40.0,17.9,15.6,53.0,37.6,78.0,,United Kingdom,University of Brighton,100.0
Cairo University,Egypt,2023,801.0,224216.0,36.8,6092.826086956522,4.0,8969.0,54 : 46,54.0,46.0,23.6,17.1,51.7,37.6,38.7,,Egypt,Cairo University,100.0
University of Calabria,Italy,2023,801.0,19788.0,23.2,852.9310344827586,3.0,594.0,57 : 43,57.0,43.0,17.1,18.0,57.3,37.4,37.9,,Italy,University of Calabria,0.0
Chapman University,United States,2023,801.0,9332.0,12.8,729.0625,8.0,747.0,61 : 39,61.0,39.0,38.5,13.9,43.3,37.4,40.6,,United States,Chapman University,0.0
Institute of Chemical Technology,India,2023,801.0,2550.0,17.2,148.25581395348837,0.0,0.0,30 : 70,30.0,70.0,38.1,19.9,35.6,42.5,15.1,,India,Institute of Chemical Technology,0.0
Chengdu University,,2023,801.0,22762.0,16.3,1396.441717791411,2.0,455.0,59 : 41,59.0,41.0,16.5,10.6,67.5,42.7,22.4,,,Chengdu University,0.0
"China University of Petroleum, Beijing",China,2023,801.0,17001.0,17.4,977.0689655172415,4.0,680.0,,,,24.4,25.2,38.4,94.6,22.4,,China,"China University of Petroleum, Beijing",0.0
Chulalongkorn University,,2023,801.0,34095.0,11.5,2964.782608695652,3.0,1023.0,58 : 42,58.0,42.0,31.5,25.5,34.5,87.5,38.1,,,Chulalongkorn University,100.0
Clemson University,United States,2023,801.0,23491.0,15.5,1515.5483870967741,6.0,1409.0,49 : 51,49.0,51.0,25.2,21.4,41.7,40.9,43.7,,United States,Clemson University,100.0
University of Clermont Auvergne,France,2023,801.0,36630.0,20.9,1752.6315789473686,15.0,5494.0,57 : 43,57.0,43.0,18.7,16.3,48.9,38.2,61.2,,France,University of Clermont Auvergne,0.0
Coventry University,,2023,801.0,32820.0,16.1,2038.5093167701862,47.0,15425.0,48 : 52,48.0,52.0,18.8,14.4,52.4,37.1,94.0,,,Coventry University,100.0
CY Cergy Paris University,France,2023,801.0,14999.0,19.6,765.2551020408163,23.0,3450.0,52 : 48,52.0,48.0,22.7,24.6,35.9,42.4,88.2,,France,CY Cergy Paris University,100.0
University of Dayton,United States,2023,801.0,11183.0,16.5,677.7575757575758,11.0,1230.0,48 : 52,48.0,52.0,32.6,25.4,29.5,43.4,33.1,,United States,University of Dayton,0.0
University of Deusto,Spain,2023,801.0,9518.0,20.1,473.53233830845767,11.0,1047.0,58 : 42,58.0,42.0,18.9,20.3,49.9,46.1,47.4,,Spain,University of Deusto,100.0
Diego Portales University,Chile,2023,801.0,17613.0,16.0,1100.8125,2.0,352.0,50 : 50,50.0,50.0,15.4,11.1,69.5,36.9,52.1,,Chile,Universidad Diego Portales,90.19607843137256
Donghua University,China,2023,801.0,22434.0,14.4,1557.9166666666665,6.0,1346.0,45 : 55,45.0,55.0,20.7,19.6,55.1,65.0,32.2,,China,Donghua University,100.0
Duzce University,Turkey,2023,801.0,21552.0,35.5,607.0985915492957,8.0,1724.0,44 : 56,44.0,56.0,20.4,14.6,56.7,83.5,26.6,,Turkey,Duzce University,0.0
Edge Hill University,United Kingdom,2023,801.0,10990.0,15.4,713.6363636363636,7.0,769.0,69 : 31,69.0,31.0,17.7,14.2,58.0,37.0,49.1,,United Kingdom,Edge Hill University,0.0
"University of Engineering and Technology, Peshawar",Pakistan,2023,801.0,8680.0,20.7,419.32367149758454,1.0,87.0,6 : 94,6.0,94.0,14.2,11.8,62.0,38.2,44.6,,Pakistan,"University of Engineering and Technology, Peshawar",0.0
Ewha Womans University,South Korea,2023,801.0,14746.0,17.5,842.6285714285714,13.0,1917.0,100 : 0,100.0,0.0,32.3,33.1,26.2,70.4,44.3,,South Korea,Ewha Womans University,100.0
Federal University of Minas Gerais,Brazil,2023,801.0,40998.0,12.9,3178.139534883721,1.0,410.0,53 : 47,53.0,47.0,34.2,19.1,42.2,38.7,29.4,,Brazil,Federal University of Minas Gerais,0.0
Universidade Federal de Sergipe,Brazil,2023,801.0,26327.0,15.8,1666.26582278481,0.0,0.0,51 : 49,51.0,49.0,17.4,9.9,67.2,36.9,23.1,,Brazil,Universidade Federal de Sergipe,0.0
Firat University,Turkey,2023,801.0,39961.0,20.6,1939.8543689320386,5.0,1998.0,37 : 63,37.0,63.0,15.6,9.0,74.6,37.0,25.1,,Turkey,Firat University,0.0
Florida Agricultural and Mechanical University,United States,2023,801.0,9342.0,16.8,556.0714285714286,1.0,93.0,66 : 34,66.0,34.0,36.8,13.8,36.8,37.3,41.5,,United States,Florida Agricultural and Mechanical University,0.0
Florida Atlantic University,United States,2023,801.0,24191.0,18.7,1293.6363636363637,10.0,2419.0,64 : 36,64.0,36.0,21.5,19.3,46.0,42.6,48.5,,United States,Florida Atlantic University,0.0
University of Foggia,Italy,2023,801.0,11292.0,31.8,355.0943396226415,1.0,113.0,63 : 37,63.0,37.0,17.9,21.3,55.7,38.8,26.3,,Italy,University of Foggia,0.0
University of the Free State,South Africa,2023,801.0,33826.0,36.8,919.1847826086957,2.0,677.0,63 : 37,63.0,37.0,18.1,17.6,49.4,40.1,47.3,,South Africa,University of the Free State,100.0
Fujita Health University,Japan,2023,801.0,3082.0,3.8,811.0526315789474,1.0,31.0,57 : 43,57.0,43.0,25.1,11.7,64.0,40.2,20.5,,Japan,Fujita Health University,0.0
Fuzhou University,China,2023,801.0,39987.0,16.8,2380.178571428571,1.0,400.0,39 : 61,39.0,61.0,17.2,14.4,60.1,55.0,29.0,,China,Fuzhou University,0.0
University of Girona,Spain,2023,801.0,14011.0,21.1,664.0284360189573,15.0,2102.0,57 : 43,57.0,43.0,18.9,21.9,52.8,39.6,53.0,,Spain,University of Girona,0.0
Guangdong University of Technology,China,2023,801.0,46040.0,18.1,2543.646408839779,0.0,0.0,29 : 71,29.0,71.0,16.2,14.8,69.9,61.1,25.1,,China,Guangdong University of Technology,0.0
Hiroshima University,Japan,2023,801.0,14612.0,8.1,1803.9506172839508,9.0,1315.0,37 : 63,37.0,63.0,32.5,23.5,29.7,49.6,38.6,,Japan,Hiroshima University,100.0
Indian Institute of Technology Patna,India,2023,801.0,2203.0,17.9,123.07262569832403,0.0,0.0,18 : 82,18.0,82.0,27.2,24.0,50.1,37.1,17.8,,India,Indian Institute of Technology Patna,0.0
Indian Institute of Technology Gandhinagar,India,2023,801.0,1782.0,15.1,118.01324503311258,1.0,18.0,26 : 74,26.0,74.0,34.0,27.5,34.2,44.8,23.9,,India,Indian Institute of Technology Gandhinagar,0.0
Universitat Internacional de Catalunya,Spain,2023,801.0,5172.0,14.0,369.42857142857144,34.0,1758.0,63 : 37,63.0,37.0,17.6,15.6,57.0,40.2,63.7,,Spain,Universitat Internacional de Catalunya,0.0
University of Ioannina,Greece,2023,801.0,32168.0,39.6,812.3232323232323,3.0,965.0,69 : 31,69.0,31.0,15.5,14.5,60.6,39.0,43.4,,Greece,University of Ioannina,100.0
ISCTE-University Institute of Lisbon,Portugal,2023,801.0,9374.0,24.9,376.4658634538153,17.0,1594.0,52 : 48,52.0,48.0,24.0,32.0,36.0,41.8,55.5,,Portugal,ISCTE-University Institute of Lisbon,0.0
The Islamia University of Bahawalpur,Pakistan,2023,801.0,35698.0,28.5,1252.561403508772,0.0,0.0,46 : 54,46.0,54.0,21.4,12.1,62.9,37.1,43.2,,Pakistan,"The Islamia University of Bahawalpur,Pakistan",88.88888888888889
Istanbul Medeniyet University,Turkey,2023,801.0,10536.0,13.4,786.2686567164179,3.0,316.0,52 : 48,52.0,48.0,17.7,9.9,66.4,37.0,22.7,,Turkey,Istanbul Medeniyet University,0.0
Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,2023,801.0,8017.0,7.9,1014.8101265822785,33.0,2646.0,66 : 34,66.0,34.0,20.7,9.2,61.7,37.3,52.1,,Romania,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,0.0
University of Jaén,Spain,2023,801.0,13767.0,16.4,839.4512195121952,9.0,1239.0,57 : 43,57.0,43.0,18.5,17.6,54.7,37.1,44.7,,Spain,University of Jaén,0.0
Juntendo University,Japan,2023,801.0,5980.0,4.6,1300.0,3.0,179.0,55 : 45,55.0,45.0,33.5,18.6,47.3,52.9,22.8,,Japan,Juntendo University,0.0
Kansas State University,United States,2023,801.0,19927.0,13.1,1521.145038167939,7.0,1395.0,51 : 49,51.0,49.0,27.5,20.8,41.0,42.2,46.9,,United States,Kansas State University,100.0
Karlstad University,Sweden,2023,801.0,9698.0,14.0,692.7142857142857,,,63 : 37,63.0,37.0,17.3,14.4,54.6,37.5,41.2,,Sweden,Karlstad University,0.0
Keio University,Japan,2023,801.0,33636.0,10.1,3330.2970297029706,8.0,2691.0,37 : 63,37.0,63.0,31.8,24.7,44.3,44.9,33.7,,Japan,Keio University,100.0
Kerman University of Medical Sciences,Iran,2023,801.0,5226.0,3.4,1537.0588235294117,2.0,105.0,,,,30.6,9.9,51.2,41.0,20.8,,Iran,Kerman University of Medical Sciences,0.0
Kindai University,Japan,2023,801.0,33234.0,14.6,2276.301369863014,2.0,665.0,32 : 68,32.0,68.0,19.7,11.0,59.8,41.3,27.6,,Japan,Kindai University (previously Kinki University),100.0
