name_a,name_b,similarity_score,category,reason,country_a,country_b,source_a,source_b,years_a,years_b,count_a,count_b
Universidad Latinoamericana de Ciencia y Tecnología Costa Rica,Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),0.9323,Needs Manual Review,High similarity - manual verification recommended,Costa Rica,Costa Rica,,qs_rankings,[2023],[2023],1,1
Universidad Peruana de Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas (UPC),0.9318,Needs Manual Review,High similarity - manual verification recommended,Peru,Peru,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2024]",5,2
Missouri University of Science and Technology,Mirpur University of Science and Technology,0.9318,Needs Manual Review,High similarity - manual verification recommended,United States,Pakistan,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Universidade Federal de Santa Catarina,Universidade Federal de Santa Maria,0.9315,Needs Manual Review,High similarity - manual verification recommended,Brazil,Brazil,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Indian Institute of Technology Madras,Indian Institute of Technology Mandi,0.9315,Needs Manual Review,High similarity - manual verification recommended,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Pakistan Institute of Engineering and Applied Sciences,Pakistan Institute of Engineering and Applied Sciences (PIEAS),0.931,Needs Manual Review,High similarity - manual verification recommended,Pakistan,Pakistan,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
University of Witwatersrand,University of the Witwatersrand,0.931,Needs Manual Review,High similarity - manual verification recommended,South Africa,South Africa,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of New Brunswick,University of New Brunswick UNB,0.931,Needs Manual Review,High similarity - manual verification recommended,Canada,Canada,qs_rankings,the_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Universidad Católica de la Santísima Concepción,Universidad Católica de La Santísima Concepción - UCSC,0.9307,Needs Manual Review,High similarity - manual verification recommended,Chile,Chile,the_rankings,qs_rankings,"[2022, 2024]","[2023, 2024]",2,2
Khulna University of Engineering and Technology,Khulna University of Engineering and Technology (KUET),0.9307,Needs Manual Review,High similarity - manual verification recommended,Bangladesh,Bangladesh,qs_rankings,the_rankings,"[2023, 2024]","[2023, 2024]",2,2
University of Manitoba,University of Manouba,0.9302,Needs Manual Review,High similarity - manual verification recommended,Canada,Tunisia,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Técnica Federico Santa María,Universidad Técnica Federico Santa María (USM),0.9302,Needs Manual Review,High similarity - manual verification recommended,Chile,Chile,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Northwest University,Northwestern University,0.9302,Needs Manual Review,High similarity - manual verification recommended,China,United States,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Czech University of Life Sciences Prague,Czech University of Life Sciences Prague (CZU),0.9302,Needs Manual Review,High similarity - manual verification recommended,Czechia,Czechia,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad de La Salle,Universidad La Salle,0.9302,Needs Manual Review,High similarity - manual verification recommended,Colombia,Mexico,qs_rankings,,"[2021, 2022, 2023, 2024]","[2023, 2024]",4,2
Government College University Faisalabad,Government College Women University Faisalabad,0.9302,Needs Manual Review,High similarity - manual verification recommended,Pakistan,Pakistan,the_rankings,the_rankings,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
Pontifícia Universidade Católica do Rio Grande do Sul,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),0.9298,Needs Manual Review,High similarity - manual verification recommended,Brazil,Brazil,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Hradec Králové,University of Hradec Kralove,0.9286,Needs Manual Review,High similarity - manual verification recommended,Czechia,Czechia,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Indian Institute of Technology (BHU) Varanasi,Indian Institute of Technology Varanasi,0.9286,Needs Manual Review,High similarity - manual verification recommended,India,India,qs_rankings,,"[2023, 2024]","[2023, 2024]",2,2
National University of Sciences and Technology,"National University of Science and Technology, Oman",0.9278,Needs Manual Review,High similarity - manual verification recommended,Pakistan,Oman,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
National University of Science and Technology,National Taiwan University of Science and Technology,0.9278,Needs Manual Review,High similarity - manual verification recommended,Russia,Taiwan,,,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
National University of Science and Technology,National Yunlin University of Science and Technology,0.9278,Needs Manual Review,High similarity - manual verification recommended,Russia,Taiwan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Pontifical Catholic University of Rio Grande do Sul,Pontifical Catholic University of Rio Grande do Sul (PUCRS),0.9273,Needs Manual Review,High similarity - manual verification recommended,Brazil,Brazil,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Jawaharlal Nehru Technological University Anantapur,Jawaharlal Nehru Technological University Anantapur (JNTUA),0.9273,Needs Manual Review,High similarity - manual verification recommended,India,India,,the_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Daegu Gyeongbuk Institute of Science and Technology,Daegu Gyeongbuk Institute of Science and Technology (DGIST),0.9273,Needs Manual Review,High similarity - manual verification recommended,South Korea,South Korea,,qs_rankings,[2024],[2024],1,1
"The University of Newcastle, Australia","The University of Newcastle, Australia (UON)",0.9268,Needs Manual Review,High similarity - manual verification recommended,Australia,Australia,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Universidade Federal de Ciências da Saúde de Porto Alegre,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),0.9268,Needs Manual Review,High similarity - manual verification recommended,Brazil,Brazil,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Toronto,University of Trento,0.9268,Needs Manual Review,High similarity - manual verification recommended,Canada,Italy,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad de Talca,Universidad de Alcalá,0.9268,Needs Manual Review,High similarity - manual verification recommended,Chile,Spain,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Kogakuin University,Kobe Gakuin University,0.9268,Needs Manual Review,High similarity - manual verification recommended,Japan,Japan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Coimbra,University of Colima,0.9268,Needs Manual Review,High similarity - manual verification recommended,Portugal,Mexico,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Pretoria,University of Petra,0.9268,Needs Manual Review,High similarity - manual verification recommended,South Africa,Jordan,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Pontificia Universidad CatÃ³lica del PerÃº,Pontificia Universidad Catolica del Peru,0.9268,Needs Manual Review,High similarity - manual verification recommended,Peru,Peru,qs_rankings,,[2021],[2022],1,1
University of Namibia,University of Zambia,0.9268,Needs Manual Review,High similarity - manual verification recommended,Namibia,Zambia,the_rankings,the_rankings,"[2022, 2023, 2024]","[2023, 2024]",3,2
University of Mascara,University of Manara,0.9268,Needs Manual Review,High similarity - manual verification recommended,Algeria,Iraq,the_rankings,the_rankings,"[2023, 2024]","[2023, 2024]",2,2
University of Manara,University of Mataram,0.9268,Needs Manual Review,High similarity - manual verification recommended,Iraq,Indonesia,the_rankings,qs_rankings,"[2023, 2024]",[2024],2,1
Shanghai University of Finance and Economics,Shanghai University of Finance and Economics (SUFE),0.9263,Needs Manual Review,High similarity - manual verification recommended,China,China,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022]",5,3
Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology (KAIST),0.9259,Needs Manual Review,High similarity - manual verification recommended,South Korea,South Korea,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Ulsan National Institute of Science and Technology,Ulsan National Institute of Science and Technology (UNIST),0.9259,Needs Manual Review,High similarity - manual verification recommended,South Korea,South Korea,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of North Florida,University of South Florida,0.9259,Needs Manual Review,High similarity - manual verification recommended,United States,United States,the_rankings,qs_rankings,[2020],"[2020, 2021, 2022, 2023, 2024]",1,5
Universidade Federal de São Carlos,Universidade Federal de São Paulo,0.9254,Needs Manual Review,High similarity - manual verification recommended,Brazil,Brazil,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Norwegian University of Life Sciences,Norwegian University of Life Sciences (UMB),0.925,Needs Manual Review,High similarity - manual verification recommended,Norway,Norway,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology (MIT),0.925,Needs Manual Review,High similarity - manual verification recommended,United States,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Pontificia Universidad Católica del Ecuador,Pontificia Universidad Católica del Ecuador (PUCE),0.9247,Needs Manual Review,High similarity - manual verification recommended,Ecuador,Ecuador,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology (GIST),0.9247,Needs Manual Review,High similarity - manual verification recommended,South Korea,South Korea,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Popular Autónoma del Estado de Puebla,Universidad Popular Autónoma del Estado de Puebla (UPAEP),0.9245,Needs Manual Review,High similarity - manual verification recommended,Mexico,Mexico,the_rankings,qs_rankings,"[2022, 2023, 2024]","[2023, 2024]",3,2
University of Biskra,University of Bisha,0.9231,Needs Manual Review,High similarity - manual verification recommended,Algeria,Saudi Arabia,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Vienna,University of Siena,0.9231,Needs Manual Review,High similarity - manual verification recommended,Austria,Italy,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Vienna,University of Venda,0.9231,Needs Manual Review,High similarity - manual verification recommended,Austria,South Africa,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Bahrain,University of Bari,0.9231,Needs Manual Review,High similarity - manual verification recommended,Bahrain,Italy,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Talca,University of Alcalá,0.9231,Needs Manual Review,High similarity - manual verification recommended,Chile,Spain,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Havana,University of Ghana,0.9231,Needs Manual Review,High similarity - manual verification recommended,Cuba,Ghana,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Siegen,University of Siena,0.9231,Needs Manual Review,High similarity - manual verification recommended,Germany,Italy,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Patras,University of Parma,0.9231,Needs Manual Review,High similarity - manual verification recommended,Greece,Italy,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Patras,University of Petra,0.9231,Needs Manual Review,High similarity - manual verification recommended,Greece,Jordan,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Indian Institute of Technology Dhanbad,Indian Institute of Technology Hyderabad,0.9231,Needs Manual Review,High similarity - manual verification recommended,India,India,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Mumbai,University of Dubai,0.9231,Needs Manual Review,High similarity - manual verification recommended,India,United Arab Emirates,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Guilan,University of Milan,0.9231,Needs Manual Review,High similarity - manual verification recommended,Iran,Italy,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2024]","[2020, 2021, 2022, 2023, 2024]",4,5
University of Guilan,University of Ulsan,0.9231,Needs Manual Review,High similarity - manual verification recommended,Iran,South Korea,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2024]","[2020, 2021, 2022, 2023, 2024]",4,5
University of Genoa,University of Geneva,0.9231,Needs Manual Review,High similarity - manual verification recommended,Italy,Switzerland,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Pavia,University of Latvia,0.9231,Needs Manual Review,High similarity - manual verification recommended,Italy,Latvia,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Malaya,University of Malta,0.9231,Needs Manual Review,High similarity - manual verification recommended,Malaysia,Malta,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Malta,University of Malaga,0.9231,Needs Manual Review,High similarity - manual verification recommended,Malta,Spain,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Autónoma del Estado de Hidalgo,Universidad Autónoma del Estado de Hidalgo (UAEH),0.9231,Needs Manual Review,High similarity - manual verification recommended,Mexico,Mexico,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
"International Islamic University, Islamabad",International Islamic University Islamabad (IIU),0.9231,Needs Manual Review,High similarity - manual verification recommended,Pakistan,Pakistan,the_rankings,qs_rankings,"[2020, 2022, 2023, 2024]","[2023, 2024]",4,2
Moscow Institute of Physics and Technology,Moscow Institute of Physics and Technology (MIPT),0.9231,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
National Taiwan University of Science and Technology,National Yunlin University of Science and Technology,0.9231,Needs Manual Review,High similarity - manual verification recommended,Taiwan,Taiwan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Essex,University of Sussex,0.9231,Needs Manual Review,High similarity - manual verification recommended,United Kingdom,United Kingdom,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Missouri-St Louis,University of Missouri Saint Louis,0.9231,Needs Manual Review,High similarity - manual verification recommended,United States,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023]","[2023, 2024]",4,2
University of Tulsa,University of Tuscia,0.9231,Needs Manual Review,High similarity - manual verification recommended,United States,Italy,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universidad Autónoma del Estado de Morelos,Universidad Autónoma del Estado de Morelos (UAEM),0.9231,Needs Manual Review,High similarity - manual verification recommended,Mexico,Mexico,the_rankings,qs_rankings,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
Universidad Católica San Antonio de Murcia,Universidad Católica San Antonio de Murcia (UCAM),0.9231,Needs Manual Review,High similarity - manual verification recommended,Spain,Spain,,the_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Ahvaz Jundishapur University of Medical Sciences,Ahvaz Jundishapur University of Medical Sciences (AJUMS),0.9231,Needs Manual Review,High similarity - manual verification recommended,Iran,Iran,,the_rankings,"[2022, 2023, 2024]","[2022, 2023, 2024]",3,3
University of Anbar,University of Manara,0.9231,Needs Manual Review,High similarity - manual verification recommended,Iraq,Iraq,the_rankings,the_rankings,"[2022, 2023, 2024]","[2023, 2024]",3,2
Northern (Arctic) Federal University named after M.V. Lomonosov,Northern Federal University named after M.V. Lomonosov,0.9231,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,the_rankings,,"[2023, 2024]","[2023, 2024]",2,2
University of Petroleum and Energy Studies,University of Petroleum and Energy Studies (UPES),0.9231,Needs Manual Review,High similarity - manual verification recommended,India,India,,qs_rankings,[2024],[2024],1,1
Indian Institute of Science Education and Research Kolkata,Indian Institute of Science Education and Research Bhopal,0.9217,Needs Manual Review,High similarity - manual verification recommended,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Federal University of Rio Grande do Norte,Federal University of Rio Grande do Norte (UFRN),0.9213,Needs Manual Review,High similarity - manual verification recommended,Brazil,Brazil,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
International Islamic University Malaysia,International Islamic University Malaysia (IIUM),0.9213,Needs Manual Review,High similarity - manual verification recommended,Malaysia,Malaysia,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
National University of Science and Technology,Nanjing University of Science and Technology,0.9213,Needs Manual Review,High similarity - manual verification recommended,Russia,China,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
St Petersburg Electrotechnical University,St Petersburg Electrotechnical University (LETI),0.9213,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Nacional Autónoma de Honduras,Universidad Nacional Autónoma de Honduras (UNAH),0.9213,Needs Manual Review,High similarity - manual verification recommended,Honduras,Honduras,,qs_rankings,"[2022, 2023, 2024]","[2022, 2023, 2024]",3,3
"Islamic Azad University, Najafabad Branch","Islamic Azad University, Najafabad Branch (IAUN)",0.9213,Needs Manual Review,High similarity - manual verification recommended,Iran,Iran,,the_rankings,"[2022, 2023]","[2022, 2023]",2,2
National University of Distance Education,National University of Distance Education (UNED),0.9213,Needs Manual Review,High similarity - manual verification recommended,Spain,Spain,,the_rankings,"[2023, 2024]","[2023, 2024]",2,2
Queensland University of Technology,Queensland University of Technology (QUT),0.9211,Needs Manual Review,High similarity - manual verification recommended,Australia,Australia,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universidad Industrial de Santander,Universidad Industrial de Santander (UIS),0.9211,Needs Manual Review,High similarity - manual verification recommended,Colombia,Colombia,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Industrial de Santander,Universidad Industrial de Santander - UIS,0.9211,Needs Manual Review,High similarity - manual verification recommended,Colombia,Colombia,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Madras,Indian Institute of Technology Varanasi,0.9211,Needs Manual Review,High similarity - manual verification recommended,India,India,the_rankings,,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Ritsumeikan Asia Pacific University (APU),Ritsumeikan Asia Pacific University,0.9211,Needs Manual Review,High similarity - manual verification recommended,Japan,Japan,the_rankings,qs_rankings,"[2022, 2024]","[2023, 2024]",2,2
Universidad Autónoma de Guadalajara,Universidad Autónoma de Guadalajara (UAG),0.9211,Needs Manual Review,High similarity - manual verification recommended,Mexico,Mexico,,qs_rankings,"[2023, 2024]","[2023, 2024]",2,2
Polytechnic University of Turin,Polytechnic University of Tirana,0.9206,Needs Manual Review,High similarity - manual verification recommended,Italy,Albania,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2023],5,1
Samara State Medical University,Saratov State Medical University,0.9206,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,the_rankings,the_rankings,"[2022, 2023, 2024]","[2022, 2024]",3,2
"Indian Institute of Science Education and Research, Pune",Indian Institute of Science Education and Research Bhopal,0.9204,Needs Manual Review,High similarity - manual verification recommended,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
National Taiwan University,National Ilan University,0.92,Needs Manual Review,High similarity - manual verification recommended,Taiwan,Taiwan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
University of Southampton,University of Northampton,0.92,Needs Manual Review,High similarity - manual verification recommended,United Kingdom,United Kingdom,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Northeastern University,"Northeastern University, US",0.92,Needs Manual Review,High similarity - manual verification recommended,United States,United States,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Peter the Great St Petersburg Polytechnic University,Peter the Great St. Petersburg Polytechnic University,0.9905,Safe to Merge,Identical after removing punctuation/encoding,Russia,Russia,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
King Mongkut's Institute of Technology Ladkrabang,King Mongkut\'s Institute of Technology Ladkrabang,0.9899,Safe to Merge,Identical after removing punctuation/encoding,Thailand,Thailand,qs_rankings,qs_rankings,"[2020, 2021, 2022]","[2021, 2023, 2024]",4,3
"National Institute of Technology, Tiruchirappalli",National Institute of Technology Tiruchirappalli,0.9897,Safe to Merge,Identical after removing punctuation/encoding,India,India,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
National University of Sciences and Technology,National University of Science and Technology,0.989,Safe to Merge,Very high similarity (score >= 0.95),Pakistan,Russia,the_rankings,,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidade Federal de SÃ£o Carlos (UFSCar),Universidade Federal de São Carlos (UFSCar),0.9885,Safe to Merge,Identical after removing punctuation/encoding,Brazil,Brazil,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
"International Islamic University, Islamabad",International Islamic University Islamabad,0.9882,Safe to Merge,Identical after removing punctuation/encoding,Pakistan,Pakistan,the_rankings,,"[2020, 2022, 2023, 2024]","[2023, 2024]",4,2
V. N. Karazin Kharkiv National University,V.N. Karazin Kharkiv National University,0.9877,Safe to Merge,Identical after removing punctuation/encoding,Ukraine,Ukraine,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Odessa I.I. Mechnikov National University,Odesa I.I. Mechnikov National University,0.9877,Safe to Merge,Very high similarity (score >= 0.95),Ukraine,Ukraine,qs_rankings,the_rankings,"[2023, 2024]",[2024],2,1
"California State University, Long Beach",California State University Long Beach,0.987,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,the_rankings,qs_rankings,"[2020, 2021]","[2023, 2024]",2,2
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,0.9865,Safe to Merge,Identical after removing punctuation/encoding,Russia,Russia,qs_rankings,the_rankings,"[2021, 2022, 2023, 2024]","[2023, 2024]",4,2
Universidade Federal de Juiz de Fora,Universidade Federal de Juiz de Fora-,0.9863,Safe to Merge,Identical after removing punctuation/encoding,Brazil,Brazil,the_rankings,,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
Royal Holloway University of London,"Royal Holloway, University of London",0.9859,Safe to Merge,Identical after removing punctuation/encoding,United Kingdom,United Kingdom,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidade Federal de São Paulo,Universidade Federal de SÃ£o Paulo,0.9851,Safe to Merge,Identical after removing punctuation/encoding,Brazil,Brazil,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Washington University in St Louis,Washington University in St. Louis,0.9851,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Nacional Costa Rica,Universidad Nacional. Costa Rica,0.9841,Safe to Merge,Identical after removing punctuation/encoding,Costa Rica,Costa Rica,qs_rankings,qs_rankings,"[2020, 2021, 2022]",[2021],4,1
Universidad Nacional Costa Rica,"Universidad Nacional, Costa Rica",0.9841,Safe to Merge,Identical after removing punctuation/encoding,Costa Rica,Costa Rica,qs_rankings,qs_rankings,"[2020, 2021, 2022]","[2023, 2024]",4,2
"National Technical University ""Kharkiv Polytechnic Institute""",National Technical University Kharkiv Polytechnic Institute,0.9833,Safe to Merge,Identical after removing punctuation/encoding,Ukraine,Ukraine,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Sungkyunkwan University (SKKU),Sungkyunkwan University(SKKU),0.9831,Safe to Merge,Identical after removing punctuation/encoding,South Korea,South Korea,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
UniversitÃ degli Studi della Tuscia (University of Tuscia),Università degli Studi della Tuscia (University of Tuscia),0.9828,Safe to Merge,Identical after removing punctuation/encoding,Italy,Italy,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
University of Milan-Bicocca,University of Milano-Bicocca,0.9818,Safe to Merge,Very high similarity (score >= 0.95),Italy,Italy,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
"Indian Institute of Information Technology, Allahabad",Indian Institute of Information Technology. Allahabad,0.9811,Safe to Merge,Identical after removing punctuation/encoding,India,India,qs_rankings,qs_rankings,"[2020, 2022]",[2021],3,1
Northern Border University,Northern Borders University,0.9811,Safe to Merge,Very high similarity (score >= 0.95),Saudi Arabia,Saudi Arabia,the_rankings,qs_rankings,"[2022, 2024]","[2023, 2024]",2,2
"Stony Brook University, State University of New York",Stony Brook University. State University of New York,0.9808,Safe to Merge,Identical after removing punctuation/encoding,United States,United States,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidade de São Paulo,Universidade de SÃ£o Paulo,0.9804,Safe to Merge,Identical after removing punctuation/encoding,Brazil,Brazil,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidad Autónoma del Estado de Mexico (UAEMex),Universidad Autónoma del Estado de México (UAEMex),0.98,Safe to Merge,Very high similarity (score >= 0.95),Mexico,Mexico,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
