University_Name,Match_Type,clean_name,University_Name_qs,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name,University_Name_the,Country_the,Year_the,THE_Rank,Teaching_Score,Research_Score,Citation_Score,International_Outlook,Industry_Income,Total_Score,Std_Country_the,Std_University_Name_the,Base_Match_Score,University_Name_cwur,Country_cwur,Year_cwur,CWUR_Rank,Quality_of_Education,Alumni_Employment,Publications,Influence,Patents,Std_Country_cwur,Std_University_Name_cwur,Base_Match_Score_cwur,University_Name_the2023,Country_the2023,Year_the2023,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country_the2023,Std_University_Name_the2023,Base_Match_Score_the2023,Research_Excellence_Index,Innovation_Index,Student_Experience_Index,Global_Reputation_Index,Research_Productivity_Score,Internationalization_Score
university of victoria,Exact,university of victoria,University of Victoria,Canada,Americas,2026.0,358.0,15.0,41.1,25.6,17.3,6.2,78.7,97.2,46.0,61.3,21.2,79.9,Canada,University of Victoria,University of Victoria,Canada,2016.0,201.0,20.6,30.0,79.0,70.2,36.6,,Canada,University of Victoria,100.0,University of Victoria,Canada,2015.0,352.0,367.0,567.0,321.0,328.0,853.0,Canada,University of Victoria,100.0,University of Victoria,Canada,2023.0,301.0,20936.0,24.6,851.0569105691056,21.0,4397.0,55 : 45,55.0,45.0,24.7,33.7,75.5,45.7,86.8,,Canada,University of Victoria,100.0,132.70000000000002,1181.0,38.8,22.28,400.0,71.13333333333333
university of vienna,Exact,university of vienna,University of Vienna,Austria,Europe,2026.0,152.0,1.0,61.9,82.3,46.4,31.0,22.2,100.0,96.6,96.3,92.8,71.8,Austria,University of Vienna,University of Vienna,Austria,2016.0,142.0,40.8,50.5,63.6,92.6,30.2,54.2,Austria,University of Vienna,100.0,University of Vienna,Austria,2015.0,223.0,191.0,185.0,231.0,154.0,671.0,Austria,University of Vienna,100.0,University of Vienna,Austria,2023.0,124.0,35929.0,42.9,837.5058275058275,29.0,10419.0,66 : 34,66.0,34.0,49.4,59.3,65.1,44.8,95.8,60.4,Austria,University of Vienna,100.0,100.88000000000001,825.0,45.59,67.94,294.6,96.39999999999999
university of virginia,Exact,university of virginia,University of Virginia,United States,Americas,2026.0,275.0,48.0,48.1,46.5,47.9,68.2,36.5,5.3,19.2,82.6,91.9,68.9,United States,University of Virginia,University of Virginia,United States,2016.0,147.0,38.8,37.5,87.3,43.4,37.9,53.3,United States,University of Virginia,100.0,University of Virginia,United States,2015.0,41.0,209.0,20.0,94.0,74.0,97.0,United States,University of Virginia,100.0,,,,,,,,,,,,,,,,,,,,,,67.39,171.0,30.0,47.06,181.3,22.633333333333336
university of waikato,Exact,university of waikato,University of Waikato,New Zealand,Oceania,2026.0,281.0,6.0,47.3,28.2,18.8,16.2,82.1,99.5,79.7,49.0,58.4,84.8,New Zealand,University of Waikato,University of Waikato,New Zealand,2016.0,401.0,19.3,18.2,53.7,87.0,30.7,,New Zealand,University of Waikato,100.0,University of Waikato,New Zealand,2015.0,937.0,367.0,474.0,945.0,870.0,703.0,New Zealand,University of Waikato,100.0,University of Waikato,New Zealand,2023.0,401.0,10472.0,17.6,595.0,31.0,3246.0,59 : 41,59.0,41.0,21.6,28.1,66.4,40.8,95.4,,New Zealand,University of Waikato,100.0,299.39,1573.0,42.66,24.439999999999998,998.7,88.73333333333333
university of warsaw,Exact,university of warsaw,University of Warsaw,Poland,Europe,2026.0,271.0,1.0,48.3,61.0,62.8,59.5,10.0,13.5,15.7,85.9,74.4,74.0,Poland,University of Warsaw,University of Warsaw,Poland,2016.0,501.0,26.1,15.8,42.2,41.6,28.5,,Poland,University of Warsaw,100.0,University of Warsaw,Poland,2015.0,462.0,118.0,562.0,409.0,462.0,716.0,Poland,University of Warsaw,100.0,University of Warsaw,Poland,2023.0,801.0,37090.0,12.0,3090.833333333333,10.0,3709.0,63 : 37,63.0,37.0,26.8,27.4,42.6,37.8,43.0,,Poland,University of Warsaw,100.0,146.98000000000002,1178.0,40.12,61.72,451.2,23.599999999999998
university of waterloo,Exact,university of waterloo,University of Waterloo,Canada,Americas,2026.0,119.0,5.0,65.7,53.0,74.2,8.8,88.3,81.5,76.6,83.5,72.0,90.5,Canada,University of Waterloo,University of Waterloo,Canada,2016.0,179.0,35.4,43.9,66.5,74.4,39.5,50.3,Canada,University of Waterloo,100.0,University of Waterloo,Canada,2015.0,269.0,367.0,124.0,190.0,333.0,626.0,Canada,University of Waterloo,100.0,University of Waterloo,Canada,2023.0,201.0,34306.0,23.2,1478.7068965517242,23.0,7890.0,48 : 52,48.0,52.0,36.8,46.4,71.0,47.3,87.5,,Canada,University of Waterloo,100.0,108.81,959.0,44.66,61.480000000000004,256.5,77.5
university of wisconsinmadison,Exact,university of wisconsinmadison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
university of wollongong,Exact,university of wollongong,University of Wollongong,Australia,Oceania,2026.0,184.0,13.0,57.5,41.6,33.1,21.1,95.6,99.5,82.2,88.6,25.8,86.1,Australia,University of Wollongong,University of Wollongong,Australia,2016.0,251.0,25.8,28.4,59.3,86.8,57.9,,Australia,University of Wollongong,100.0,University of Wollongong,Australia,2015.0,467.0,367.0,269.0,431.0,433.0,493.0,Australia,University of Wollongong,100.0,University of Wollongong,Australia,2023.0,201.0,17440.0,29.1,599.3127147766322,27.0,4709.0,54 : 46,54.0,46.0,31.4,38.2,74.8,57.2,94.0,,Australia,University of Wollongong,100.0,158.65,926.0,41.93,38.2,490.3,89.5
university of wyoming,Exact,university of wyoming,University of Wyoming,United States,Americas,2026.0,1001.0,136.0,,3.6,2.3,39.4,29.6,12.6,8.1,52.0,10.6,43.4,United States,University of Wyoming,University of Wyoming,United States,2014.0,351.0,18.9,28.6,46.1,29.7,29.6,,United States,University of Wyoming,100.0,University of Wyoming,United States,2015.0,466.0,367.0,230.0,534.0,316.0,380.0,United States,University of Wyoming,100.0,University of Wyoming,United States,2023.0,801.0,10660.0,14.7,725.170068027211,5.0,533.0,51 : 49,51.0,49.0,27.6,14.4,57.2,39.9,32.3,,United States,University of Wyoming,100.0,163.67000000000002,696.0,38.13,3.08,580.1,16.8
university of york,Exact,university of york,University of York,United Kingdom,Europe,2026.0,169.0,25.0,59.4,56.8,42.3,55.8,53.8,92.4,75.4,96.0,41.0,93.2,United Kingdom,University of York,University of York,United Kingdom,2016.0,131.0,41.9,46.3,73.1,83.5,31.1,55.4,United Kingdom,University of York,100.0,University of York,United Kingdom,2015.0,325.0,367.0,567.0,270.0,205.0,406.0,United Kingdom,University of York,100.0,University of York,United Kingdom,2023.0,139.0,17665.0,14.4,1226.736111111111,28.0,4946.0,56 : 44,56.0,44.0,39.3,44.0,85.9,38.4,88.7,58.4,United Kingdom,University of York,100.0,114.94999999999999,611.0,49.8,51.0,343.1,83.76666666666667
uppsala university,Exact,uppsala university,Uppsala University,Sweden,Europe,2026.0,93.0,3.0,70.3,74.7,48.1,66.3,55.9,99.7,82.9,95.9,82.9,94.4,Sweden,Uppsala University,Uppsala University,Sweden,2016.0,81.0,44.1,61.0,80.9,59.6,39.5,61.2,Sweden,Uppsala University,100.0,Uppsala University,Sweden,2015.0,124.0,73.0,321.0,95.0,75.0,871.0,Sweden,Uppsala University,100.0,Uppsala University,Sweden,2023.0,148.0,25548.0,15.3,1669.8039215686274,17.0,4343.0,62 : 38,62.0,38.0,37.6,55.7,75.2,71.5,72.6,57.8,Sweden,Uppsala University,100.0,75.17,946.0,45.55,64.06,175.9,80.73333333333333
utrecht university,Exact,utrecht university,Utrecht University,Netherlands,Europe,2026.0,103.0,3.0,67.7,79.3,49.2,39.5,77.9,63.4,30.5,97.8,73.2,75.1,Netherlands,Utrecht University,Utrecht University,Netherlands,2016.0,62.0,48.1,64.3,88.1,55.8,89.1,66.6,Netherlands,Utrecht University,100.0,Utrecht University,Netherlands,2015.0,87.0,84.0,199.0,39.0,44.0,429.0,Netherlands,Utrecht University,100.0,Utrecht University,Netherlands,2023.0,66.0,32532.0,17.1,1902.456140350877,13.0,4229.0,62 : 38,62.0,38.0,44.3,66.0,91.2,72.7,78.8,68.2,Netherlands,Utrecht University,100.0,64.35,473.0,46.489999999999995,67.26,127.1,49.9
vanderbilt university,Exact,vanderbilt university,Vanderbilt University,United States,Americas,2026.0,250.0,46.0,50.4,32.3,41.8,100.0,50.6,48.4,50.9,77.9,57.5,61.8,United States,Vanderbilt University,Vanderbilt University,United States,2016.0,87.0,47.8,44.2,95.7,29.1,63.2,60.1,United States,Vanderbilt University,100.0,Vanderbilt University,United States,2015.0,69.0,87.0,94.0,55.0,62.0,51.0,United States,Vanderbilt University,100.0,Vanderbilt University,United States,2023.0,98.0,12696.0,3.8,3341.0526315789475,15.0,1904.0,55 : 45,55.0,45.0,49.5,47.5,96.5,66.7,50.6,63.5,United States,Vanderbilt University,100.0,63.59,113.0,53.16,36.099999999999994,150.7,42.800000000000004
victoria university of wellington,Exact,victoria university of wellington,Victoria University of Wellington,New Zealand,Oceania,2026.0,240.0,4.0,51.3,57.2,32.2,15.7,44.3,100.0,56.7,70.1,77.6,83.3,New Zealand,Victoria University of Wellington,Victoria University of Wellington,New Zealand,2016.0,351.0,26.0,28.7,44.3,88.8,45.6,,New Zealand,Victoria University of Wellington,100.0,Victoria University of Wellington,New Zealand,2015.0,588.0,317.0,223.0,606.0,469.0,809.0,New Zealand,Victoria University of Wellington,100.0,Victoria University of Wellington,New Zealand,2023.0,401.0,17883.0,18.8,951.2234042553192,20.0,3577.0,58 : 42,58.0,42.0,27.8,34.0,53.2,53.7,87.4,,New Zealand,Victoria University of Wellington,100.0,192.87,1278.0,41.480000000000004,47.2,650.3,81.83333333333333
vienna university of technology,Exact,vienna university of technology,Vienna University of Technology,Austria,Europe,2026.0,197.0,2.0,55.8,47.6,56.3,18.5,71.1,91.8,95.9,71.9,29.1,59.0,Austria,Vienna University of Technology,Vienna University of Technology,Austria,2016.0,251.0,34.1,32.0,54.6,77.3,86.5,,Austria,Vienna University of Technology,100.0,Vienna University of Technology,Austria,2015.0,427.0,363.0,350.0,377.0,377.0,171.0,Austria,Vienna University of Technology,100.0,,,,,,,,,,,,,,,,,,,,,,142.28000000000003,548.0,30.0,51.08,431.6,88.33333333333333
vilnius university,Exact,vilnius university,Vilnius University,Lithuania,Europe,2026.0,446.0,1.0,34.8,26.9,28.0,73.1,6.2,28.4,28.5,80.2,91.3,70.3,Lithuania,Vilnius University,Vilnius University,Lithuania,2016.0,601.0,18.3,13.6,26.1,40.8,41.0,,Lithuania,Vilnius University,100.0,Vilnius University,Lithuania,2015.0,791.0,340.0,567.0,799.0,642.0,684.0,Lithuania,Vilnius University,100.0,Vilnius University,Lithuania,2023.0,801.0,17012.0,10.2,1667.843137254902,9.0,1531.0,69 : 31,69.0,31.0,21.4,18.7,47.3,45.9,55.5,,Lithuania,Vilnius University,100.0,237.27000000000004,1326.0,38.199999999999996,27.339999999999996,825.1,32.56666666666666
wake forest university,Exact,wake forest university,Wake Forest University,United States,Americas,2026.0,791.0,114.0,,7.4,18.9,100.0,11.9,6.2,16.0,38.8,28.3,42.2,United States,Wake Forest University,Wake Forest University,United States,2016.0,201.0,34.6,19.5,94.8,24.2,42.5,,United States,Wake Forest University,100.0,Wake Forest University,United States,2015.0,159.0,265.0,83.0,249.0,244.0,124.0,United States,Wake Forest University,100.0,Wake Forest University,United States,2023.0,351.0,8122.0,4.0,2030.5,10.0,812.0,54 : 46,54.0,46.0,39.4,20.2,81.9,45.7,33.0,,United States,Wake Forest University,100.0,110.44,368.0,47.559999999999995,12.0,343.8,15.466666666666667
warsaw university of technology,Exact,warsaw university of technology,Warsaw University of Technology,Poland,Europe,2026.0,487.0,3.0,32.8,28.4,72.4,55.7,9.5,3.4,17.6,63.8,15.9,38.4,Poland,Warsaw University of Technology,Warsaw University of Technology,Poland,2016.0,601.0,19.4,8.5,40.3,20.7,47.4,,Poland,Warsaw University of Technology,100.0,Warsaw University of Technology,Poland,2015.0,646.0,344.0,545.0,696.0,757.0,824.0,Poland,Warsaw University of Technology,100.0,Warsaw University of Technology,Poland,2023.0,1201.0,25021.0,18.9,1323.862433862434,7.0,1751.0,34 : 66,34.0,66.0,18.4,17.6,15.8,41.0,28.6,,Poland,Warsaw University of Technology,100.0,230.39000000000004,1581.0,33.79,46.0,736.3,13.9
waseda university,Exact,waseda university,Waseda University,Japan,Asia,2026.0,196.0,9.0,56.1,73.6,97.2,29.5,7.3,35.2,43.7,63.1,90.7,74.3,Japan,Waseda University,Waseda University,Japan,2016.0,601.0,23.6,14.6,29.4,29.7,32.4,,Japan,Waseda University,100.0,Waseda University,Japan,2015.0,38.0,288.0,8.0,406.0,389.0,248.0,Japan,Waseda University,100.0,Waseda University,Japan,2023.0,1001.0,46799.0,14.6,3205.410958904109,13.0,6084.0,39 : 61,39.0,61.0,29.3,23.8,27.6,41.1,47.0,,Japan,Waseda University,100.0,134.76,637.0,41.24,83.03999999999999,435.4,36.2
washington university in st louis,Exact,washington university in st louis,,,,,,,,,,,,,,,,,,,Washington University in St Louis,United States,2016.0,60.0,54.3,55.6,99.2,44.9,33.5,67.0,United States,Washington University in St. Louis,100.0,,,,,,,,,,,,,Washington University in St Louis,United States,2023.0,57.0,14420.0,7.8,1848.7179487179487,24.0,3461.0,53 : 47,53.0,47.0,60.3,56.8,98.2,47.5,64.0,70.6,United States,Washington University in St. Louis,100.0,52.0,0.0,58.980000000000004,0.0,99.2,14.966666666666667
wayne state university,Exact,wayne state university,Wayne State University,United States,Americas,2026.0,781.0,111.0,,9.0,6.8,70.3,18.0,17.9,10.5,69.8,34.1,66.9,United States,Wayne State University,Wayne State University,United States,2016.0,351.0,31.9,14.2,65.3,29.6,41.7,,United States,Wayne State University,100.0,Wayne State University,United States,2015.0,189.0,367.0,183.0,189.0,258.0,117.0,United States,Wayne State University,100.0,Wayne State University,United States,2023.0,501.0,22941.0,11.9,1927.81512605042,5.0,1147.0,59 : 41,59.0,41.0,34.0,18.6,67.2,48.8,35.3,,United States,Wayne State University,100.0,88.87,375.0,41.53,8.12,254.3,19.333333333333332
wuhan university,Exact,wuhan university,Wuhan University,China (Mainland),Asia,2026.0,186.0,9.0,57.3,53.6,46.7,21.3,98.0,47.1,10.7,77.8,58.9,60.8,China (Mainland),Wuhan University,Wuhan University,China,2016.0,401.0,38.2,26.8,18.0,36.7,97.8,,China,Wuhan University,100.0,Wuhan University,China,2015.0,415.0,367.0,258.0,274.0,612.0,576.0,China,Wuhan University,100.0,Wuhan University,China,2023.0,173.0,55412.0,15.2,3645.5263157894738,6.0,3325.0,,,,43.5,40.5,89.2,69.4,35.3,56.4,China,Wuhan University,100.0,132.12,1188.0,44.64,50.84,292.0,31.5
wuhan university of technology,Exact,wuhan university of technology,Wuhan University of Technology,China (Mainland),Asia,2026.0,951.0,57.0,,7.2,4.6,24.1,41.2,,4.4,64.2,10.1,34.9,China (Mainland),Wuhan University of Technology,Wuhan University of Technology,China,2015.0,351.0,16.2,8.0,75.8,21.4,57.8,,China,Wuhan University of Technology,100.0,Wuhan University of Technology,China,2015.0,677.0,367.0,499.0,738.0,931.0,763.0,China,Wuhan University of Technology,100.0,Wuhan University of Technology,China,2023.0,1001.0,55426.0,14.9,3719.86577181208,2.0,1109.0,30 : 70,30.0,70.0,19.4,15.2,48.3,55.7,23.2,,China,Wuhan University of Technology,100.0,266.64,1694.0,33.89,6.16,813.8,8.6
xiamen university,Exact,xiamen university,Xiamen University,China (Mainland),Asia,2026.0,341.0,19.0,42.1,34.3,24.2,25.0,83.9,10.8,9.3,64.7,54.4,54.1,China (Mainland),Xiamen University,Xiamen University,China,2016.0,401.0,26.7,15.6,47.0,25.0,,,China,Xiamen University,100.0,Xiamen University,China,2015.0,313.0,367.0,80.0,331.0,493.0,467.0,China,Xiamen University,100.0,Xiamen University,China,2023.0,401.0,42760.0,15.4,2776.6233766233768,2.0,855.0,,,,30.8,28.5,78.4,53.1,28.3,,China,Xiamen University,100.0,135.84,960.0,38.3,30.259999999999998,378.0,15.033333333333333
xian jiaotong university,Exact,xian jiaotong university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
yale university,Exact,yale university,Yale University,United States,Americas,2026.0,21.0,9.0,90.4,100.0,100.0,100.0,64.8,86.7,72.7,92.9,99.8,82.4,United States,Yale University,Yale University,United States,2016.0,12.0,86.5,87.8,97.2,64.3,43.3,87.4,United States,Yale University,100.0,Yale University,United States,2015.0,11.0,10.0,26.0,18.0,8.0,49.0,United States,Yale University,100.0,Yale University,United States,2023.0,9.0,13482.0,5.9,2285.084745762712,21.0,2831.0,52 : 48,52.0,48.0,92.6,92.7,97.0,55.0,70.9,91.4,United States,Yale University,100.0,68.67999999999999,57.0,71.57,100.0,115.2,74.56666666666666
yeshiva university,Exact,yeshiva university,Yeshiva University,United States,Americas,2026.0,624.0,89.0,27.5,3.8,4.6,62.7,72.8,36.4,27.7,15.3,4.9,36.4,United States,Yeshiva University,Yeshiva University,United States,2016.0,164.0,44.8,23.7,92.8,28.5,,51.2,United States,Yeshiva University,100.0,Yeshiva University,United States,2015.0,171.0,200.0,567.0,195.0,91.0,128.0,United States,Yeshiva University,100.0,,,,,,,,,,,,,,,,,,,,,,85.41999999999999,219.0,30.0,4.119999999999999,287.8,30.866666666666664
yeungnam university,Exact,yeungnam university,Yeungnam University,South Korea,Asia,2026.0,901.0,27.0,,5.1,4.7,18.9,47.5,38.6,17.8,46.7,4.9,33.5,South Korea,Yeungnam University,Yeungnam University,South Korea,2016.0,601.0,18.6,10.9,26.5,24.3,35.4,,South Korea,Yeungnam University,100.0,Yeungnam University,South Korea,2015.0,770.0,367.0,417.0,761.0,974.0,231.0,South Korea,Yeungnam University,100.0,Yeungnam University,South Korea,2023.0,801.0,19345.0,15.0,1289.6666666666667,4.0,774.0,50 : 50,50.0,50.0,20.2,15.3,54.0,42.7,43.3,,South Korea,Yeungnam University,100.0,261.91,1205.0,34.78,4.9399999999999995,787.5,26.900000000000002
yokohama city university,Exact,yokohama city university,Yokohama City University,Japan,Asia,2026.0,1001.0,26.0,,3.3,3.7,96.7,19.0,7.2,6.0,15.0,3.5,14.5,Japan,Yokohama City University,Yokohama City University,Japan,2016.0,601.0,24.0,10.2,36.4,16.1,37.9,,Japan,Yokohama City University,100.0,Yokohama City University,Japan,2015.0,513.0,367.0,231.0,685.0,370.0,359.0,Japan,Yokohama City University,100.0,Yokohama City University,Japan,2023.0,601.0,5073.0,6.0,845.5,2.0,101.0,56 : 44,56.0,44.0,26.4,10.2,82.8,47.6,25.2,,Japan,Yokohama City University,100.0,189.0,729.0,39.36,3.46,721.4,9.766666666666667
yokohama national university,Exact,yokohama national university,Yokohama National University,Japan,Asia,2026.0,1001.0,26.0,,11.6,24.5,22.9,11.3,17.2,12.5,28.1,22.5,41.2,Japan,Yokohama National University,Yokohama National University,Japan,2016.0,601.0,20.1,16.0,13.5,23.3,40.4,,Japan,Yokohama National University,100.0,Yokohama National University,Japan,2015.0,518.0,88.0,217.0,909.0,865.0,440.0,Japan,Yokohama National University,100.0,Yokohama National University,Japan,2023.0,1201.0,9723.0,13.1,742.2137404580153,8.0,778.0,29 : 71,29.0,71.0,21.7,20.4,11.5,52.7,30.8,,Japan,Yokohama National University,100.0,278.75,1305.0,37.15,16.76,922.5,17.666666666666668
yonsei university,Exact,yonsei university,Yonsei University,South Korea,Asia,2026.0,50.0,2.0,82.9,91.6,97.8,84.3,67.9,30.5,74.3,78.0,94.4,87.7,South Korea,Yonsei University,Yonsei University,South Korea,2016.0,301.0,37.2,34.1,39.4,41.5,75.9,,South Korea,Yonsei University,100.0,Yonsei University,South Korea,2015.0,98.0,367.0,45.0,140.0,326.0,23.0,South Korea,Yonsei University,100.0,,,,,,,,,,,,,,,,,,,,,,86.06,349.0,30.0,94.08,179.4,48.76666666666667
york university,Exact,york university,York University,Canada,Americas,2026.0,333.0,14.0,42.4,33.4,31.7,5.0,37.8,87.3,78.9,73.5,82.2,84.5,Canada,York University,York University,Canada,2016.0,301.0,30.2,30.8,49.1,58.2,33.2,,Canada,York University,100.0,York University,Canada,2015.0,337.0,367.0,106.0,382.0,408.0,871.0,Canada,York University,100.0,York University,,2023.0,401.0,44036.0,29.1,1513.2646048109964,28.0,12330.0,55 : 45,55.0,45.0,25.1,33.1,67.0,42.1,75.3,,,York University,100.0,144.25,1279.0,39.71,32.72,431.1,74.8
yuan ze university,Exact,yuan ze university,Yuan Ze University,Taiwan,Asia,2026.0,1001.0,16.0,,8.6,9.7,13.7,19.7,22.2,23.0,38.9,2.1,42.9,Taiwan,Yuan Ze University,Yuan Ze University,Taiwan,2016.0,601.0,16.2,18.3,28.6,17.7,39.8,,Taiwan,Yuan Ze University,100.0,Yuan Ze University,Taiwan,2015.0,979.0,367.0,567.0,923.0,984.0,871.0,Taiwan,Yuan Ze University,100.0,Yuan Ze University,Taiwan,2023.0,1201.0,7339.0,24.3,302.0164609053498,6.0,440.0,43 : 57,43.0,57.0,18.2,21.7,16.7,55.8,35.8,,Taiwan,Yuan Ze University,100.0,298.90000000000003,1855.0,31.79,9.04,951.6,20.96666666666667
zhejiang university,Exact,zhejiang university,Zhejiang University,China (Mainland),Asia,2026.0,49.0,5.0,84.0,87.0,97.2,53.0,100.0,94.1,23.5,94.0,74.4,63.0,China (Mainland),Zhejiang University,Zhejiang University,China,2016.0,251.0,44.3,46.0,36.1,19.6,96.2,,China,Zhejiang University,100.0,Zhejiang University,China,2015.0,191.0,367.0,309.0,71.0,290.0,106.0,China,Zhejiang University,100.0,Zhejiang University,,2023.0,67.0,46124.0,12.0,3843.6666666666665,16.0,7380.0,,,,67.3,74.8,62.8,100.0,55.1,68.1,,Zhejiang University,100.0,72.43,396.0,58.120000000000005,91.08,107.1,45.73333333333333
