rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,normalized_name
7230,601–800,Mizzou - University of Missouri,34.0–39.2,7230,34.8,354,25.3,549,52.1,814,40.2,930,44.7,811,United States,"25,113",11.8,4%,55 : 45,Mizzou - University of Missouri,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Other Health,Sociology,Chemical Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Business & Management,Geography,Civil Engineering,Education,Art, Performing Arts & Design,Archaeology,Biological Sciences,Veterinary Science,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Economics & Econometrics,Agriculture & Forestry,Psychology,Computer Science,Accounting & Finance,Law,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Communication & Media Studies",False,False,mizzou university of missouri
7240,601–800,University of Mohaghegh Ardabili,34.0–39.2,7240,20.9,1045,11.1,1377,75.1,410,37.2,1574,27.5,1367,Iran,"11,435",28.7,0%,56 : 44,University of Mohaghegh Ardabili,"Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemical Engineering,Chemistry,Biological Sciences,Sociology,Economics & Econometrics,Other Health,Sport Science,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Archaeology,Accounting & Finance,Electrical & Electronic Engineering,Veterinary Science,Education,Psychology",False,False,university of mohaghegh ardabili
7250,601–800,University of Nairobi,34.0–39.2,7250,13.2,1776,8.8,1681,86.9,205,36.9,1772,47.3,739,Kenya,"52,678",34.5,2%,24 : 76,University of Nairobi,"Politics & International Studies (incl Development Studies),Veterinary Science,Art, Performing Arts & Design,Computer Science,Chemistry,General Engineering,Business & Management,Electrical & Electronic Engineering,Chemical Engineering,History, Philosophy & Theology,Accounting & Finance,Civil Engineering,Sport Science,Geography,Mathematics & Statistics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Education,Communication & Media Studies,Sociology,Architecture,Archaeology,Mechanical & Aerospace Engineering,Other Health,Medicine & Dentistry,Law,Agriculture & Forestry,Psychology,Physics & Astronomy,Biological Sciences,Economics & Econometrics",False,False,university of nairobi
7260,601–800,University of Namibia,34.0–39.2,7260,13.3,1774,8.0,1774,90.3,146,36.9,1773,64.2,418,Namibia,"29,369",21.8,3%,64 : 36,University of Namibia,"Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemistry,Sociology,Art, Performing Arts & Design,Geography,Education,History, Philosophy & Theology,Mathematics & Statistics,Agriculture & Forestry,Computer Science,Veterinary Science,Business & Management,Medicine & Dentistry,Languages, Literature & Linguistics,Law",False,False,university of namibia
7270,601–800,Nanjing Agricultural University,34.0–39.2,7270,20.5,1077,24.1,588,59.5,677,47.5,471,24.9,1468,China,"28,184",17.0,2%,,Nanjing Agricultural University,"Agriculture & Forestry,Sport Science,Business & Management,Art, Performing Arts & Design,Accounting & Finance,Computer Science,General Engineering,Sociology,Veterinary Science,Biological Sciences",False,False,nanjing agricultural university
7280,601–800,Nantes Université,34.0–39.2,7280,27.3,634,24.4,575,62.0,623,42.0,752,51.9,628,France,"36,281",24.0,11%,55 : 45,Nantes Université,"History, Philosophy & Theology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Chemistry,Sociology,Art, Performing Arts & Design,Medicine & Dentistry,Archaeology,Education,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Chemical Engineering,Law,Economics & Econometrics,General Engineering,Geography,Civil Engineering,Psychology,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management",False,False,nantes universite
7290,601–800,National Cheng Kung University (NCKU),34.0–39.2,7290,31.9,450,39.9,238,25.2,1305,100.0,5,38.7,992,Taiwan,"20,080",15.1,12%,37 : 63,National Cheng Kung University (NCKU),"Architecture,Business & Management,Law,Politics & International Studies (incl Development Studies),Archaeology,Education,Biological Sciences,Accounting & Finance,Chemistry,Economics & Econometrics,Agriculture & Forestry,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Computer Science,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Medicine & Dentistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sport Science",False,False,national cheng kung university
7300,601–800,National University of Science and Technology (MISiS),34.0–39.2,7300,30.7,492,22.2,658,38.3,1063,85.9,91,64.6,412,Russian Federation,"7,300",11.1,26%,40 : 60,National University of Science and Technology (MISiS) Russia Moscow,"Languages, Literature & Linguistics,Computer Science,Electrical & Electronic Engineering,General Engineering,Accounting & Finance,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mathematics & Statistics,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Economics & Econometrics",False,False,national university of science and technology
7310,601–800,National Taiwan University of Science and Technology (Taiwan Tech),34.0–39.2,7310,26.8,659,35.9,295,41.6,996,65.9,222,53.7,594,Taiwan,"8,906",17.9,18%,30 : 70,National Taiwan University of Science and Technology (Taiwan Tech),"Computer Science,Business & Management,Architecture,General Engineering,Languages, Literature & Linguistics,Civil Engineering,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Education",False,False,national taiwan university of science and technology
7320,601–800,National Institute of Technology Silchar,34.0–39.2,7320,28.4,585,16.0,957,61.3,640,38.0,1301,17.7,1755,India,"3,900",13.9,3%,21 : 79,National Institute of Technology Silchar,"General Engineering,Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,Computer Science,Chemistry,Civil Engineering,Electrical & Electronic Engineering,Physics & Astronomy",False,False,national institute of technology silchar
7330,601–800,National Yunlin University of Science and Technology,34.0–39.2,7330,19.6,1162,27.1,497,57.1,717,93.3,51,34.3,1126,Taiwan,"9,135",21.8,6%,43 : 57,National Yunlin University of Science and Technology,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Accounting & Finance,Chemical Engineering,Business & Management,Civil Engineering,General Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Architecture,Sport Science,Law,Electrical & Electronic Engineering",False,False,national yunlin university of science and technology
7340,601–800,Near East University,34.0–39.2,7340,20.7,1064,17.4,872,57.6,709,78.5,127,95.7,36,Northern Cyprus,"20,103",24.5,83%,43 : 57,Near East University,"Medicine & Dentistry,Law,Civil Engineering,Architecture,Veterinary Science,Agriculture & Forestry,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Physics & Astronomy,Business & Management,Chemistry,Psychology,Sport Science,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Economics & Econometrics,Other Health,History, Philosophy & Theology,General Engineering,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Geography,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education",False,False,near east university
7350,601–800,"University of Nevada, Las Vegas",34.0–39.2,7350,31.8,453,24.6,573,50.7,842,37.3,1521,31.0,1234,United States,"26,730",23.2,4%,57 : 43,"University of Nevada, Las Vegas","Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,General Engineering,Sociology,Sport Science,Education,Agriculture & Forestry,Architecture,Economics & Econometrics,Computer Science,Psychology,Archaeology,Veterinary Science,Art, Performing Arts & Design,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Geography,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Other Health,Law,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,university of nevada las vegas
7360,601–800,University of New Brunswick UNB,34.0–39.2,7360,20.5,1078,21.3,697,52.4,808,38.4,1212,74.8,275,Canada,"8,661",14.7,15%,51 : 49,University of New Brunswick UNB,"Business & Management,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Other Health,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Sport Science,Biological Sciences,Economics & Econometrics,Chemistry,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemical Engineering,Geography,Archaeology,Education,Veterinary Science,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Physics & Astronomy,Civil Engineering,Communication & Media Studies",False,False,university of new brunswick unb
7370,601–800,New Jersey Institute of Technology,34.0–39.2,7370,20.5,1079,20.6,720,60.6,654,40.1,950,85.2,164,United States,"9,757",14.6,24%,27 : 73,New Jersey Institute of Technology,"Civil Engineering,Other Health,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Chemistry,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Law,Computer Science,Biological Sciences,Mathematics & Statistics,Psychology",False,False,new jersey institute of technology
7380,601–800,University of North Carolina at Charlotte,34.0–39.2,7380,20.2,1112,19.3,777,71.7,463,39.4,1054,31.6,1207,United States,"27,579",20.5,5%,49 : 51,University of North Carolina at Charlotte,"History, Philosophy & Theology,Geography,Art, Performing Arts & Design,Education,General Engineering,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Architecture,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Communication & Media Studies,Other Health,Psychology,Computer Science,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sport Science,Sociology,Civil Engineering",False,False,university of north carolina at charlotte
7390,601–800,North South University,34.0–39.2,7390,12.7,1791,9.3,1608,87.8,188,36.9,1774,34.8,1108,Bangladesh,"24,760",30.9,0%,42 : 58,North South University,"Accounting & Finance,Sociology,Other Health,Computer Science,Physics & Astronomy,History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Mathematics & Statistics,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Law,Languages, Literature & Linguistics,Architecture,Civil Engineering,Communication & Media Studies,Agriculture & Forestry",False,False,north south university
7400,601–800,North-West University,34.0–39.2,7400,20.4,1092,18.5,820,67.3,533,40.4,911,50.8,652,South Africa,"40,095",24.3,3%,61 : 39,North-West University,"Agriculture & Forestry,Education,Art, Performing Arts & Design,Sport Science,Psychology,Geography,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Biological Sciences,Sociology,Medicine & Dentistry,Computer Science,Communication & Media Studies,Physics & Astronomy,Chemical Engineering,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Other Health,General Engineering,Accounting & Finance,Economics & Econometrics,Electrical & Electronic Engineering,History, Philosophy & Theology",False,False,north west university
7410,601–800,Norwegian University of Life Sciences,34.0–39.2,7410,25.0,748,13.3,1168,61.8,627,41.0,845,72.3,316,Norway,"6,786",7.6,12%,57 : 43,Norwegian University of Life Sciences,"Politics & International Studies (incl Development Studies),Mathematics & Statistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Physics & Astronomy,Civil Engineering,Accounting & Finance,Chemistry,Agriculture & Forestry,Architecture,General Engineering,Education,Biological Sciences,Veterinary Science,Business & Management,Geology, Environmental, Earth & Marine Sciences",False,False,norwegian university of life sciences
