Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
551;1588;Technische Universitat Graz *;AUT;Universities;1
552;1590;National Tsing Hua University;TWN;Universities;1
553;1592;Clemson University;USA;Universities;1
553;1592;Universidad Carlos III de Madrid *;ESP;Universities;1
555;1596;Tsinghua Shenzhen International Graduate School;CHN;Universities;1
556;1601;Hamad Bin Khalifa University *;QAT;Universities;1
557;1602;Universitat Rovira i Virgili *;ESP;Universities;1
558;1604;Universitat Regensburg *;DEU;Universities;2
559;1607;Medical University of South Carolina *;USA;Universities;2
560;1611;Universita Vita-Salute San Raffaele;ITA;Universities;1
561;1613;Universitat d'Alacant *;ESP;Universities;1
561;1613;Chonnam National University;KOR;Universities;1
563;1623;Universite Libre de Bruxelles;BEL;Universities;1
563;1623;Universidade de Santiago de Compostela *;ESP;Universities;1
565;1626;Georgia State University;USA;Universities;1
566;1629;University of Pretoria;ZAF;Universities;1
566;1629;Universite du Luxembourg;LUX;Universities;1
568;1635;University of Johannesburg;ZAF;Universities;1
568;1635;Medizinische Universitat Graz *;AUT;Universities;1
568;1635;Universite de Liege;BEL;Universities;1
571;1638;Universita degli Studi di Verona;ITA;Universities;1
572;1640;Harbin Medical University *;CHN;Universities;1
573;1642;Medizinische Universitat Innsbruck;AUT;Universities;1
574;1646;Concordia University;CAN;Universities;1
575;1650;Louisiana State University, Baton Rouge;USA;Universities;2
576;1657;UT Health San Antonio;USA;Universities;2
577;1661;Universidad Europea de Madrid *;ESP;Universities;1
577;1661;Technische Universitat Wien *;AUT;Universities;1
577;1661;The University of Kent *;GBR;Universities;2
580;1665;King Fahd University of Petroleum and Minerals;SAU;Universities;1
581;1675;Dongguk University *;KOR;Universities;1
582;1679;Nanjing Normal University;CHN;Universities;1
583;1680;Universita degli Studi della Campania Luigi Vanvitelli;ITA;Universities;1
583;1680;Beijing Technology and Business University *;CHN;Universities;1
585;1689;Telecom SudParis *;FRA;Universities;1
586;1690;Universidad de Oviedo *;ESP;Universities;1
587;1692;Ecole Nationale Superieure de Chimie de Montpellier *;FRA;Universities;1
588;1693;Changsha University of Science and Technology;CHN;Universities;1
588;1693;Martin-Luther-Universitat Halle-Wittenberg *;DEU;Universities;1
590;1696;Dalian Maritime University;CHN;Universities;1
591;1701;Hebei University of Technology;CHN;Universities;1
592;1706;Humanitas University *;ITA;Universities;1
593;1714;Shaanxi University of Science and Technology;CHN;Universities;1
594;1715;COMSATS University Islamabad *;PAK;Universities;1
595;1719;Daegu Gyeongbuk Institute of Science and Technology;KOR;Universities;1
595;1719;Universita degli Studi di Modena e Reggio Emilia;ITA;Universities;1
597;1721;Ben-Gurion University of the Negev *;ISR;Universities;1
598;1729;Ecole Nationale Superieure de Chimie de Paris;FRA;Universities;1
599;1732;City University of New York Graduate Center;USA;Universities;1
600;1733;Rush University *;USA;Universities;2
600;1733;Universidad de Buenos Aires *;ARG;Universities;1
602;1740;Second Military Medical University *;CHN;Universities;1
602;1740;Universidad Nacional de Colombia *;COL;Universities;1
604;1753;Universitat des Saarlandes *;DEU;Universities;2
605;1756;Catholic University of Korea *;KOR;Universities;1
606;1757;Universita degli Studi di Parma;ITA;Universities;1
607;1763;Khalifa University *;ARE;Universities;1
608;1771;Universitat Innsbruck *;AUT;Universities;1
609;1775;Stevens Institute of Technology;USA;Universities;1
610;1778;University of Nebraska Medical Center;USA;Universities;2
611;1782;City University of New York, City College;USA;Universities;1
611;1782;Rensselaer Polytechnic Institute;USA;Universities;1
613;1785;The Florida A&M University and The Florida State University College of Engineering;USA;Universities;1
614;1786;Universitat Potsdam *;DEU;Universities;1
615;1792;West Virginia University *;USA;Universities;2
616;1799;Thomas Jefferson University *;USA;Universities;2
617;1804;University of Tasmania;AUS;Universities;1
618;1809;Universidad de Malaga *;ESP;Universities;1
619;1812;University of Aberdeen;GBR;Universities;1
619;1812;University of California, Merced;USA;Universities;1
621;1817;Fujian Medical University *;CHN;Universities;1
622;1820;University of Tartu;EST;Universities;1
622;1820;Centrale Supelec;FRA;Universities;1
624;1826;USF Health;USA;Universities;1
625;1829;Universidade de Aveiro;PRT;Universities;1
626;1834;University of Eastern Finland;FIN;Universities;2
627;1835;University of KwaZulu-Natal *;ZAF;Universities;1
627;1835;Universita degli Studi di Salerno;ITA;Universities;1
629;1842;Cranfield University;GBR;Universities;1
630;1848;Universita degli Studi di Perugia;ITA;Universities;1
631;1863;University of St. Andrews;GBR;Universities;1
632;1868;China University of Petroleum, Beijing;CHN;Universities;1
632;1868;Gwangju Institute of Science and Technology;KOR;Universities;1
634;1876;Universita degli Studi di Messina;ITA;Universities;1
635;1878;University of Portsmouth;GBR;Universities;1
636;1887;Stellenbosch University;ZAF;Universities;1
637;1891;Shahid Beheshti University of Medical Sciences and Health Services *;IRN;Universities;1
638;1893;Shandong Agricultural University;CHN;Universities;1
639;1895;University of Victoria;CAN;Universities;1
640;1897;Indian Institute of Technology, Delhi;IND;Universities;1
640;1897;University of Essex;GBR;Universities;2
642;1901;Instituto Tecnologico y de Estudios Superiores de Monterrey *;MEX;Universities;1
643;1904;Hochschule Mannheim;DEU;Universities;1
643;1904;Chungnam National University;KOR;Universities;1
645;1908;Yeungnam University;KOR;Universities;1
646;1911;Macau University of Science and Technology *;MAC;Universities;2
647;1913;The Manchester Metropolitan University;GBR;Universities;1
648;1921;Philipps-Universitat Marburg *;DEU;Universities;2
649;1924;Texas A&M Health;USA;Universities;1
650;1927;Gadjah Mada University;IDN;Universities;1
651;1930;Mawlana Bhashani University of Science and Technology, Tangail;BGD;Universities;1
652;1933;Army Medical University *;CHN;Universities;1
653;1934;Sherbrooke University;CAN;Universities;1
654;1938;Hiroshima University *;JPN;Universities;1
654;1938;Virginia-Maryland Regional College of Veterinary Medicine;USA;Universities;1
654;1938;Xi'an University of Technology;CHN;Universities;1
657;1942;Anhui Medical University *;CHN;Universities;1
658;1945;Universidade Federal de Santa Catarina *;BRA;Universities;1
659;1952;Carleton University;CAN;Universities;1
660;1954;Taipei Medical University;TWN;Universities;1
661;1956;The Nottingham Trent University;GBR;Universities;2
662;1957;Nanjing University of Chinese Medicine *;CHN;Universities;1
663;1959;Ewha Womans University *;KOR;Universities;1
663;1959;Sri Ramaswamy Memorial University;IND;Universities;1
665;1962;Changzhou University;CHN;Universities;1
665;1962;Technische Universitat Braunschweig;DEU;Universities;2
667;1970;Tianjin University of Science and Technology;CHN;Universities;1
668;1978;Shanghai University of Traditional Chinese Medicine *;CHN;Universities;1
669;1979;University of Western Sydney;AUS;Universities;2
669;1979;Qingdao Agricultural University;CHN;Universities;1
671;1981;Universita degli Studi di Brescia;ITA;Universities;1
672;1987;Graduate School of Public Health and Health Policy;USA;Universities;1
673;1990;Shandong First Medical University *;CHN;Universities;1
674;1994;University of Arkansas, Fayetteville;USA;Universities;2
675;1996;Zhejiang Sci-Tech University;CHN;Universities;1
676;2000;Brunel University;GBR;Universities;2
677;2001;Amity University *;IND;Universities;1
678;2004;Southeast University, Dhaka;BGD;Universities;1
678;2004;Universidad de Valladolid *;ESP;Universities;1
680;2009;Inha University;KOR;Universities;1
681;2010;Princess Nourah bint Abdul Rahman University *;SAU;Universities;1
681;2010;Ecole Nationale Superieure des Mines de Paris;FRA;Universities;1
683;2016;Illinois Institute of Technology;USA;Universities;1
684;2019;Universita della Svizzera Italiana *;CHE;Universities;1
685;2022;Universitat Greifswald;DEU;Universities;2
685;2022;Texas Tech University;USA;Universities;2
687;2029;Kangwon National University *;KOR;Universities;1
688;2033;University of South Australia;AUS;Universities;2
689;2040;Henan Agricultural University *;CHN;Universities;1
689;2040;University of Tromso - The Arctic University of Norway;NOR;Universities;1
689;2040;University of Technology, Malaysia;MYS;Universities;1
692;2043;Indian Institute of Science;IND;Universities;1
693;2052;University of Delhi *;IND;Universities;1
694;2054;Chonbuk National University *;KOR;Universities;1
695;2059;Universita degli Studi di Ferrara;ITA;Universities;1
696;2063;University of Texas, Arlington;USA;Universities;2
697;2066;University of Ulster;GBR;Universities;2
698;2069;Auburn University;USA;Universities;2
698;2069;Telecom ParisTech;FRA;Universities;1
700;2077;Chiang Mai University *;THA;Universities;1
700;2077;University of New Mexico Health Sciences Center;USA;Universities;2
702;2082;Universita Politecnica delle Marche;ITA;Universities;1
702;2082;Kansas State University;USA;Universities;2
704;2089;Universita degli Studi di Siena;ITA;Universities;1
705;2096;Chang Gung University;TWN;Universities;1
706;2097;University of Louisville *;USA;Universities;2
706;2097;Aston University;GBR;Universities;2
708;2103;Universita degli Studi di Trieste;ITA;Universities;1
709;2104;New Jersey Institute of Technology;USA;Universities;1
710;2106;Hubei University;CHN;Universities;1
711;2108;Gottfried Wilhelm Leibniz Universitat Hannover;DEU;Universities;2
712;2111;University of Oregon;USA;Universities;2
713;2113;Brigham Young University;USA;Universities;1
714;2115;University of Shanghai for Science and Technology;CHN;Universities;1
715;2118;Kobe University *;JPN;Universities;1
716;2119;Bar-Ilan University;ISR;Universities;1
717;2122;Universidade Federal do Parana;BRA;Universities;1
718;2125;University of Mississippi *;USA;Universities;2
719;2126;National University of Science and Technology, Islamabad;PAK;Universities;1
720;2128;Budapest University of Technology and Economics;HUN;Universities;1
721;2134;Karl Franzens Universitat Graz *;AUT;Universities;1
721;2134;Juntendo University *;JPN;Universities;1
721;2134;Texas A&M University at Qatar;QAT;Universities;1
724;2145;Beijing Forestry University;CHN;Universities;1
725;2152;Indian Institute of Technology, Kharagpur;IND;Universities;1
726;2155;Guilin University of Electronic Technology;CHN;Universities;1
727;2159;Flinders University;AUS;Universities;2
728;2163;Communaute d'Universites et Etablissements de Toulouse;FRA;Universities;1
729;2167;Air Force Medical University *;CHN;Universities;1
730;2168;University of Galway;IRL;Universities;1
731;2170;Ecole Pratique des Hautes Etudes;FRA;Universities;1
731;2170;United Arab Emirates University;ARE;Universities;1
731;2170;King Khalid University;SAU;Universities;1
734;2175;Fujian Agriculture and Forestry University;CHN;Universities;1
735;2176;Utah State University *;USA;Universities;2
736;2179;Hacettepe University;TUR;Universities;1
737;2186;North University of China *;CHN;Universities;1
737;2186;Ecole Superieure de Physique et de Chimie Industrielles de la Ville de Paris;FRA;Universities;1
739;2188;Wenzhou University;CHN;Universities;1
740;2207;Dublin City University;IRL;Universities;1
741;2210;Universidad de Alcala *;ESP;Universities;2
742;2218;Coventry University;GBR;Universities;1
742;2218;Chiba University *;JPN;Universities;1
744;2223;University of Dhaka;BGD;Universities;1
745;2228;Universite Paris-Est Creteil *;FRA;Universities;1
746;2236;Nicolaus Copernicus University;POL;Universities;1
747;2244;University of Patras;GRC;Universities;1
748;2247;Airlangga university;IDN;Universities;1
749;2249;National Taiwan University of Science and Technology;TWN;Universities;1
750;2254;King Faisal University;SAU;Universities;1
751;2257;Universidad de Cordoba *;ESP;Universities;2
751;2257;Islamic University, Bangladesh;BGD;Universities;1
753;2260;Universiti Teknologi MARA;MYS;Universities;1
754;2262;AGH University of Science and Technology;POL;Universities;1
755;2264;Abo Academy University;FIN;Universities;1
756;2269;University of Greenwich;GBR;Universities;2
756;2269;Taif University;SAU;Universities;1
756;2269;Northwest University, Xi'an;CHN;Universities;1
759;2278;University of Szeged;HUN;Universities;1
760;2284;University of Nevada-Reno;USA;Universities;2
761;2285;Ain Shams University *;EGY;Universities;1
761;2285;Universidade de Vigo *;ESP;Universities;2
763;2301;International Institute of Information Technology, Hyderabad;IND;Universities;1
764;2303;Oklahoma State University, Stillwater *;USA;Universities;2
765;2306;Augusta University *;USA;Universities;2
766;2307;Ecole Polytechnique;FRA;Universities;1
767;2310;Sylhet Agricultural University;BGD;Universities;1
768;2314;Mansoura University *;EGY;Universities;1
769;2315;Poznan University of Medical Sciences;POL;Universities;1
769;2315;University of Vermont;USA;Universities;2
771;2319;Renmin University of China;CHN;Universities;1
771;2319;Otto-von-Guericke-Universitat Magdeburg *;DEU;Universities;2
773;2328;Murdoch University;AUS;Universities;2
774;2334;Hochschule fur Wirtschaft und Recht Berlin;DEU;Universities;1
775;2337;Warsaw University of Technology;POL;Universities;1
776;2338;Yunnan University *;CHN;Universities;1
777;2357;Universidad de La Rioja *;ESP;Universities;1
778;2361;Medical University of Warsaw;POL;Universities;1
778;2361;Duy Tan University;VNM;Universities;1
780;2365;Universita degli Studi del Piemonte Orientale Amedeo Avogadro;ITA;Universities;1
780;2365;Universite Sorbonne-Paris-Nord *;FRA;Universities;1
