university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,normalized_name,university_id,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
Memorial University of Newfoundland,2017.0,651-700,,https://www.topuniversities.com/universities/memorial-university-newfoundland,Canada,St. John's,North America,https://www.topuniversities.com/sites/default/files/memorial-university-of-newfoundland_1760_small.jpg,Public,High,15.0,3.400,L,1.089,memorial university of newfoundland,U001334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National and Kapodistrian University of Athens,2017.0,651-700,,https://www.topuniversities.com/universities/national-kapodistrian-university-athens,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg,Public,Very High,31.0,6.228,XL,2.164,national and kapodistrian university of athens,U001431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka City University,2017.0,651-700,,https://www.topuniversities.com/universities/osaka-city-university,Japan,Osaka City,Asia,https://www.topuniversities.com/sites/default/files/osaka-city-university_592560cf2aeae70239af4c5b_small.jpg,Public,Very High,8.0,335,M,1.094,osaka city university,U001616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka Prefecture University ,2017.0,651-700,,https://www.topuniversities.com/universities/osaka-prefecture-university,Japan,Osaka City,Asia,https://www.topuniversities.com/sites/default/files/osaka-prefecture-university-_592560cf2aeae70239af4e81_small.jpg,Public,Very High,9.0,299,M,865,osaka prefecture university,U001622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palacký University Olomouc,2017.0,651-700,,https://www.topuniversities.com/universities/palacky-university-olomouc,Czech Republic,,Europe,https://www.topuniversities.com/sites/default/files/palack-university-in-olomouc_592560cf2aeae70239af5946_small.jpg,Public,Very High,10.0,2.177,L,1.807,palacky university olomouc,U001634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutgers University–Newark,2017.0,651-700,,https://www.topuniversities.com/universities/rutgers-university-newark,United States,Newark,North America,https://www.topuniversities.com/sites/default/files/rutgers-the-state-university-of-new-jersey_592560cf2aeae70239af52b1_small.jpg,Public,High,14.0,1.246,M,764,rutgers universitynewark,U001817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sofia University ""St. Kliment Ohridski""",2017.0,651-700,,https://www.topuniversities.com/universities/sofia-university-st-kliment-ohridski,Bulgaria,Sofia,Europe,https://www.topuniversities.com/sites/default/files/sofia-university-st.-kliment-ohridski_592560cf2aeae70239af5654_small.jpg,Public,High,7.0,1.564,L,2.606,sofia university st kliment ohridski,U001961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevens Institute of Technology,2017.0,651-700,,https://www.topuniversities.com/universities/stevens-institute-technology,United States,Hoboken,North America,https://www.topuniversities.com/sites/default/files/stevens-institute-of-technology_592560cf2aeae70239af4db6_small.jpg,Private,Very High,20.0,1.919,M,315,stevens institute of technology,U002023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple University,2017.0,651-700,,https://www.topuniversities.com/universities/temple-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg,Public,Very High,12.0,2.097,XL,2.767,temple university,U002133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Adolfo Ibáñez,2017.0,651-700,,https://www.topuniversities.com/universities/universidad-adolfo-ibanez,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-adolfo-ibez-_11_small.jpg,Private,Very High,21.0,479,M,510,universidad adolfo ibanez,U002306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Anáhuac México,2017.0,651-700,,https://www.topuniversities.com/universities/universidad-anahuac-mexico,Mexico,Huixquilucan,Latin America,https://www.topuniversities.com/sites/default/files/universidad-anahuac_592560cf2aeae70239af4a97_small.jpg,Private,Medium,8.0,507,L,1.816,universidad anahuac mexico,U002308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Central de Venezuela,2017.0,651-700,,https://www.topuniversities.com/universities/universidad-central-de-venezuela,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg,Public,Medium,8.0,,XL,5.176,universidad central de venezuela,U002346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de La Sabana,2017.0,651-700,,https://www.topuniversities.com/universities/universidad-de-la-sabana,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,Private,Medium,12.0,290,L,1.012,universidad de la sabana,U002370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Salamanca,2017.0,651-700,,https://www.topuniversities.com/universities/university-salamanca,Spain,Salamanca,Europe,https://www.topuniversities.com/sites/default/files/university-of-salamanca_544_small.jpg,Public,High,13.0,4.197,L,2.034,university of salamanca,U003201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Iberoamericana IBERO,2017.0,651-700,,https://www.topuniversities.com/universities/universidad-iberoamericana-ibero,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small.jpg,Private,Medium,12.0,379,L,1.190,universidad iberoamericana ibero,U002419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),2017.0,651-700,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13.0,276,L,1.265,universidade federal de sao carlos,U002520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Modena and Reggio Emilia,2017.0,651-700,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31.0,1.066,L,684,university of modena and reggio emilia,U003087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Rostock,2017.0,651-700,,https://www.topuniversities.com/universities/universitat-rostock,Germany,Rostock,Europe,https://www.topuniversities.com/sites/default/files/universitt-rostock_592560cf2aeae70239af4fdb_small.jpg,Public,High,6.0,1.464,L,2.484,universitat rostock,U002603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University at Albany SUNY,2017.0,651-700,,https://www.topuniversities.com/universities/university-albany-suny,United States,Albany,North America,https://www.topuniversities.com/sites/default/files/university-at-albany-suny_1835_small.jpg,Public,Very High,19.0,1.216,L,821,university at albany suny,U002708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Calcutta,2017.0,651-700,,https://www.topuniversities.com/universities/university-calcutta,India,Kolkata,Asia,https://www.topuniversities.com/sites/default/files/university-of-calcutta_592560cf2aeae70239af4ad4_small.jpg,Public,Very High,20.0,103,L,773,university of calcutta,U002806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Crete,2017.0,651-700,,https://www.topuniversities.com/universities/university-crete,Greece,Heraklion,Europe,https://www.topuniversities.com/sites/default/files/university-of-crete_147_small.jpg,Public,High,32.0,608,L,437,university of crete,U002863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Debrecen,2017.0,651-700,,https://www.topuniversities.com/universities/university-debrecen,Hungary,Debrecen,Europe,https://www.topuniversities.com/sites/default/files/university-of-debrecen_592560cf2aeae70239af4fec_small.jpg,Public,High,12.0,6.258,L,2.011,university of debrecen,U002869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Denver,2017.0,651-700,,https://www.topuniversities.com/universities/university-denver,United States,Denver,North America,https://www.topuniversities.com/sites/default/files/university-of-denver_157_small.jpg,Private,Very High,10.0,599,M,1.000,university of denver,U002872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Haifa,2017.0,651-700,,https://www.topuniversities.com/universities/university-haifa,Israel,Haifa,Asia,https://www.topuniversities.com/sites/default/files/university-of-haifa_739_small.jpg,Public,Very High,8.0,887,L,1.978,university of haifa,U002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Kwazulu-Natal,2017.0,651-700,,https://www.topuniversities.com/universities/university-kwazulu-natal,South Africa,Pinetown,Africa,https://www.topuniversities.com/sites/default/files/university-of-kwazulu-natal_433_small.jpg,Public,Very High,19.0,493,XL,1.582,university of kwazulu natal,U003002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Latvia,2017.0,651-700,,https://www.topuniversities.com/universities/university-latvia,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/university-of-latvia_592560cf2aeae70239af5637_small.jpg,Public,High,21.0,871,L,570,university of latvia,U003015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milano-Bicocca ,2017.0,651-700,,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42.0,2.153,XL,784,university of milano bicocca,U003075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Patras,2017.0,651-700,,https://www.topuniversities.com/universities/university-patras,Greece,Patras,Europe,https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg,Public,High,30.0,"1,126",L,865,university of patras,U003157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Plymouth,2017.0,651-700,,https://www.topuniversities.com/universities/university-plymouth,United Kingdom,Plymouth,Europe,https://www.topuniversities.com/sites/default/files/university-of-plymouth_592560cf2aeae70239af4c79_small.jpg,Public,High,15.0,2.559,L,1.056,university of plymouth,U003172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Sharjah,2017.0,651-700,,https://www.topuniversities.com/universities/university-sharjah,United Arab Emirates,Sharjah,Asia,https://www.topuniversities.com/sites/default/files/university-of-sharjah_592560cf2aeae70239af5471_small.jpg,Private,High,18.0,6.988,L,678,university of sharjah,U003228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Windsor,2017.0,651-700,,https://www.topuniversities.com/universities/university-windsor,Canada,Windsor,North America,https://www.topuniversities.com/sites/default/files/university-of-windsor_592560cf2aeae70239af5162_small.jpg,Public,High,41.0,2.414,L,323,university of windsor,U003374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Zagreb,2017.0,651-700,,https://www.topuniversities.com/universities/university-zagreb,Croatia,Zagreb,Europe,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg,Public,Very High,11.0,655,XL,5.259,university of zagreb,U003388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria University ,2017.0,651-700,,https://www.topuniversities.com/universities/victoria-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/victoria-university-_592560cf2aeae70239af4dd6_small.jpg,Public,High,33.0,5.336,L,507,victoria university,U003438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Commonwealth University,2017.0,651-700,,https://www.topuniversities.com/universities/virginia-commonwealth-university,United States,Richmond,North America,https://www.topuniversities.com/sites/default/files/virginia-commonwealth-university_654_small.jpg,Public,Very High,9.0,995,L,2.771,virginia commonwealth university,U003448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeungnam University ,2017.0,651-700,,https://www.topuniversities.com/universities/yeungnam-university,South Korea,Gyeongsan,Asia,https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg,Private,High,14.0,"1,661",L,"1,478",yeungnam university,U003533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasetsart University,2017.0,701,,https://www.topuniversities.com/universities/kasetsart-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/kasetsart-university_312_small.jpg,Public,High,19.0,671,XL,3.489,kasetsart university,U001082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Nacional de Rosario (UNR),2017.0,701,,https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,Argentina,Rosario,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-rosario-unr_592560cf2aeae70239af511f_small.jpg,Public,Medium,9.0,,XL,10.707,universidad nacional de rosario,U002452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi University,2017.0,701,,https://www.topuniversities.com/universities/abu-dhabi-university,United Arab Emirates,Abu Dhabi,Asia,https://www.topuniversities.com/sites/default/files/abu-dhabi-university_592560cf2aeae70239af4f33_small.jpg,Private,Very High,17.0,2.426,S,239,abu dhabi university,U000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ain Shams University ,2017.0,701,,https://www.topuniversities.com/universities/ain-shams-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,Public,High,14.0,9.128,XL,10.912,ain shams university,U000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airlangga University,2017.0,701,,https://www.topuniversities.com/universities/airlangga-university,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/airlangga-university_592560cf2aeae70239af4a90_small.jpg,Public,High,9.0,495,L,2.983,airlangga university,U000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Azhar University,2017.0,701,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16.0,"20,664",XL,"18,933",al azhar university,U000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria University ,2017.0,701,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19.0,"5,325",XL,"9,852",alexandria university,U000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru Ioan Cuza University,2017.0,701,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22.0,"1,754",L,"1,077",alexandru ioan cuza university,U000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Klagenfurt,2017.0,701,,https://www.topuniversities.com/universities/university-klagenfurt,Austria,Klagenfurt,Europe,https://www.topuniversities.com/sites/default/files/university-of-klagenfurt_592560cf2aeae70239af51e0_small.jpg,Public,Very High,8.0,950,S,427,university of klagenfurt,U002997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara Üniversitesi,2017.0,701,,https://www.topuniversities.com/universities/ankara-universitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/ankara-niversitesi_592560cf2aeae70239af50a5_small.jpg,Public,High,17.0,3.661,XL,3.719,ankara universitesi,U000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoyama Gakuin University,2017.0,701,,https://www.topuniversities.com/universities/aoyama-gakuin-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/aoyama-gakuin-university_592560cf2aeae70239af4a9a_small.jpg,Private,High,20.0,630,L,949,aoyama gakuin university,U000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athens University of Economics and Business,2017.0,701,,https://www.topuniversities.com/universities/athens-university-economics-business,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/athens-university-of-economics-and-business_34_small.jpg,Public,Very High,45.0,564,M,233,athens university of economics and business,U000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn University,2017.0,701,,https://www.topuniversities.com/universities/auburn-university,United States,Auburn,North America,https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_small.jpg,Public,Very High,18.0,2.283,L,1.507,auburn university,U000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Catholic University,2017.0,701,,https://www.topuniversities.com/universities/australian-catholic-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg,Public,Very High,21.0,4.788,L,1.109,australian catholic university,U000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
