university_id,university_name,country,openalex_name,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U000836,Hongik University ,South Korea,Hongik University,https://openalex.org/I94588446,12249,318643,174,7122,3.710465415273849
U000837,Hosei University,Japan,Hosei University,https://openalex.org/I204291657,16200,254878,156,5700,1.7566601689408707
U000838,Howard University,United States,Howard University,https://openalex.org/I137853757,28979,1258566,344,18791,2.206237977466337
U000839,Hryhorii Skovoroda University in Pereiaslav,Ukraine,Hryhorii Skovoroda University in Pereiaslav,https://openalex.org/I4210110529,1377,3322,22,66,0.5727554179566563
U000841,Huachiew Chalermprakiet University,Thailand,Huachiew Chalermprakiet University,https://openalex.org/I104005692,628,6654,36,226,0.9360730593607306
U000842,Huaqiao University,China,Huaqiao University,https://openalex.org/I119045251,25146,1164397,266,23900,5.474380071497475
U000843,Huazhong Agricultural University,China (Mainland),Huazhong Agricultural University,https://openalex.org/I204823248,61342,6514793,529,115163,4.798442030850534
U000844,Huazhong University of Science and Technology,China (Mainland),Huazhong University of Science and Technology,https://openalex.org/I47720641,264028,23554291,897,410945,5.398171363769259
U000845,Hue University,Vietnam,Hue University,https://openalex.org/I4210095101,8804,138249,117,3343,1.440394088669951
U000847,Humanitas University,Italy,Humanitas University,https://openalex.org/I1339471597,22282,1570945,419,21814,3.8535966324130246
U000849,Humboldt-Universität zu Berlin,Germany,Humboldt-Universität zu Berlin,https://openalex.org/I39343248,125696,10276355,780,144309,3.814382736334757
U000851,Hunan University ,China (Mainland),Hunan University,https://openalex.org/I16609230,99067,10005905,658,152087,6.627446101787691
U000854,Hyogo Medical University,Japan,Hyogo Medical University,https://openalex.org/I137459256,16684,1263946,329,23480,1.7004809794490598
U000855,Hyogo University of Teacher Education,Japan,Hyogo University of Teacher Education,https://openalex.org/I88192956,1867,30407,80,599,0.2415094339622641
U000856,I-Shou University,Taiwan,I-Shou University,https://openalex.org/I98298690,15061,509258,192,11513,2.678246286535697
U000857,Ibaraki University,Japan,Ibaraki University,https://openalex.org/I6178835,23710,587202,237,12664,1.6001827040194885
U000860,Icesi University,Colombia,Icesi University,https://openalex.org/I76842071,6578,88867,105,1998,1.9227481919789613
U000861,"ICFAI University, Dehradun",India,"ICFAI University, Dehradun",https://openalex.org/I55124834,635,7759,38,127,0.7389033942558747
U000862,IE University,Spain,IE University,https://openalex.org/I125068653,6153,151956,182,1630,1.453475935828877
U000864,Ignatius Ajuru University of Education,Nigeria,Ignatius Ajuru University of Education,https://openalex.org/I4391768163,239,895,17,30,0.3265306122448979
U000865,Ilam University,Iran,Ilam University,https://openalex.org/I4210116604,10226,305639,159,7269,3.335
U000867,Ilia State University,Georgia,Ilia State University,https://openalex.org/I183003952,14375,177398,150,2757,0.6042940211719099
U000868,Illinois Institute of Technology,United States,Illinois Institute of Technology,https://openalex.org/I180949307,35079,1692193,405,26349,3.431489045673969
U000869,Illinois State University,United States,Illinois State University,https://openalex.org/I47301684,23298,760947,271,13447,1.533112582781457
U000870,Ilma University,Pakistan,ILMA University,https://openalex.org/I4210158000,1993,62956,125,932,3.7656765676567656
U000872,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,Imam Abdulrahman Bin Faisal University,https://openalex.org/I76571253,22398,799131,210,17849,3.2017348045155942
U000874,Imam Ja’afar Al-Sadiq University,Iraq,Imam Ja’afar Al-Sadiq University,https://openalex.org/I4401041618,1304,22795,63,576,10.581532416502949
U000875,Imam Khomeini International University,Iran,Imam Khomeini International University,https://openalex.org/I69425150,8302,210655,138,5074,2.6288787753413323
U000876,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,Imam Mohammad ibn Saud Islamic University,https://openalex.org/I240666556,19750,315687,143,7895,3.885023028688752
U000878,Immanuel Kant Baltic Federal University,Russia,Immanuel Kant Baltic Federal University,https://openalex.org/I149643846,7049,109271,110,2647,1.3955325524380278
U000879,Imperial College London,United Kingdom,Imperial College London,https://openalex.org/I47508984,385178,41744189,1545,456458,6.360089552706151
U000880,IMT Atlantique,France,IMT Atlantique,https://openalex.org/I4210127572,10715,368307,191,7000,2.807073954983923
U000881,IMT Mines Alès,France,IMT Mines Alès,https://openalex.org/I4210127738,3679,175922,146,3239,3.0178189593727724
U000882,IMT Nord Europe,France,IMT Nord Europe,https://openalex.org/I4210133642,2991,73107,106,1635,2.004909983633388
U000883,Incheon National University,South Korea,Incheon National University,https://openalex.org/I146429904,15714,494889,180,10829,2.9819654030180347
U000884,"Independent University, Bangladesh",Bangladesh,"Independent University, Bangladesh",https://openalex.org/I31669788,4652,100756,135,1637,1.918821096173733
U000885,"Indian Institute of Information Technology, Allahabad",India,Indian Institute of Information Technology Allahabad,https://openalex.org/I26072440,8486,196055,143,4435,2.6072377836843184
U000887,Indian Institute of Science Education and Research Bhopal,India,"Indian Institute of Science Education and Research, Bhopal",https://openalex.org/I288749910,7518,288600,158,6608,2.8334419392675616
U000888,Indian Institute of Science Education and Research Kolkata,India,Indian Institute of Science Education and Research Kolkata,https://openalex.org/I127439422,9140,526184,219,9042,3.647277063733934
U000889,"Indian Institute of Science Education and Research, Pune",India,Indian Institute of Science Education and Research Pune,https://openalex.org/I181996519,8553,689532,258,12476,3.4879983726607
U000890,Indian Institute of Technology Bhubaneswar,India,Indian Institute of Technology Bhubaneswar,https://openalex.org/I99729588,10100,277101,171,6286,2.5935162094763093
U000891,Indian Institute of Technology Bombay (IITB),India,Indian Institute of Technology Bombay,https://openalex.org/I162827531,65359,3061907,402,59823,2.866779754625429
U000892,Indian Institute of Technology Delhi (IITD),India,Indian Institute of Technology Delhi,https://openalex.org/I68891433,71908,3021385,392,61142,3.064902262244674
U000893,Indian Institute of Technology (Indian School of Mines) Dhanbad,India,Indian Institute of Technology Dhanbad,https://openalex.org/I189109744,23343,860851,229,19680,3.1550723107780008
U000894,Indian Institute of Technology Gandhinagar,India,Indian Institute of Technology Gandhinagar,https://openalex.org/I27674431,9423,339798,186,5268,3.023506512951041
U000895,Indian Institute of Technology Guwahati (IITG),India,Indian Institute of Technology Guwahati,https://openalex.org/I1317621060,34223,1507216,281,32600,3.232610532244438
U000896,Indian Institute of Technology Hyderabad,India,Indian Institute of Technology Hyderabad,https://openalex.org/I65181880,20465,652573,211,13782,2.804330120809013
U000897,Indian Institute of Technology Indore (IIT Indore),India,Indian Institute of Technology Indore,https://openalex.org/I64295750,24607,1046525,248,22657,3.662488605287147
U000898,Indian Institute of Technology Kanpur (IITK),India,Indian Institute of Technology Kanpur,https://openalex.org/I94234084,52117,2355560,322,45459,2.875798090040928
U000899,Indian Institute of Technology Kharagpur (IIT-KGP),India,Indian Institute of Technology Kharagpur,https://openalex.org/I145894827,71406,3464682,397,70788,3.4021648019242683
U000900,Indian Institute of Technology Madras (IITM),India,Indian Institute of Technology Madras,https://openalex.org/I24676775,67258,2611081,362,55587,2.8762156723925925
U000901,Indian Institute of Technology Mandi,India,Indian Institute of Technology Mandi,https://openalex.org/I9579091,8428,270281,154,6453,3.1585311240483653
U000902,Indian Institute of Technology Patna,India,Indian Institute of Technology Patna,https://openalex.org/I132153292,9792,294314,138,7788,4.075217261012885
U000903,Indian Institute of Technology Roorkee (IITR),India,Indian Institute of Technology Roorkee,https://openalex.org/I154851008,51520,2295827,377,44906,3.146035869929601
U000904,Indian Institute of Technology Ropar,India,Indian Institute of Technology Ropar,https://openalex.org/I119241673,8586,247491,135,6164,3.2816968541468063
U000906,Indian Statistical Institute,India,Indian Statistical Institute,https://openalex.org/I6498739,23181,637370,260,12121,2.069924812030075
U000907,Indiana State University,United States,Indiana State University,https://openalex.org/I86420138,9364,296810,198,4680,4.758200562324274
U000908,Indiana University,United States,Indiana University,https://openalex.org/I592451,72446,2806115,551,33336,2.011615044247788
U000909,Indiana University Bloomington,United States,Indiana University Bloomington,https://openalex.org/I4210119109,109206,10996814,880,124559,3.547931018956279
U000910,Indiana University–Purdue University Indianapolis,United States,Indiana University – Purdue University Indianapolis,https://openalex.org/I55769427,145573,13896360,906,174582,3.806537707012181
U000911,Indira Gandhi Delhi Technical University for Women,India,Indira Gandhi Delhi Technical University for Women,https://openalex.org/I4210143260,3626,50784,78,1316,1.462081589958159
U000912,Indraprastha Institute of Information Technology Delhi,India,Indraprastha Institute of Information Technology Delhi,https://openalex.org/I119939252,6831,181466,148,3880,2.319325551232166
U000913,Industrial University of Tyumen,Russian Federation,Industrial University of Tyumen,https://openalex.org/I4210119228,4559,23363,45,572,0.4045676998368678
U000915,Inha University,South Korea,Inha University,https://openalex.org/I191879574,45679,2363903,358,48418,4.541315683914962
U000916,Innopolis University,Russian Federation,Innopolis University,https://openalex.org/I4210116741,2774,59613,87,1364,1.7739043824701195
U000918,INSEAD,France,INSEAD,https://openalex.org/I4210152270,1142,68410,138,668,5.111940298507463
U000920,Institut National des Sciences Appliquées de Lyon (INSA),France,Institut National des Sciences Appliquées de Lyon,https://openalex.org/I48430043,32812,1351893,309,26608,2.106023180695421
U000922,Institut Polytechnique de Paris,France,Institut Polytechnique de Paris,https://openalex.org/I4210145102,9401,220485,171,3799,2.2618862042088854
U000923,Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia,Institut Teknologi Nasional Bandung,https://openalex.org/I4210112511,3353,19754,43,500,0.4564508616674429
U000925,Institute of Cancer Research,United Kingdom,Institute of Cancer Research,https://openalex.org/I142947616,26834,6370781,839,51656,7.36617730095991
U000926,Institute of Chemical Technology,India,Institute of Chemical Technology,https://openalex.org/I167751958,17353,1006652,260,19493,3.852533754164474
U000930,Institute of Space Technology,Pakistan,Institute of Space Technology,https://openalex.org/I197827452,3633,99708,97,2570,3.5930379746835444
U000935,Instituto Politécnico Nacional (IPN),Mexico,Instituto Politécnico Nacional,https://openalex.org/I59361560,85401,3471822,418,74095,2.0025540865384617
U000936,Instituto Tecnológico Autónomo de México (ITAM),Mexico,Instituto Tecnológico Autónomo de México,https://openalex.org/I187481652,5165,74513,107,1220,2.5019973368841546
U000937,Instituto Tecnológico de Buenos Aires (ITBA),Argentina,Instituto Tecnológico de Buenos Aires (ITBA),https://openalex.org/I4210133962,1470,25360,64,595,2.2570806100217866
U000938,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,Instituto Tecnológico de Santo Domingo,https://openalex.org/I319079062,2673,23615,58,512,1.254069355980184
U000939,Instituto Tecnológico Metropolitano,Colombia,Instituto Tecnológico Metropolitano,https://openalex.org/I4210141572,4200,51285,77,1344,2.190970103721781
U000941,International American University,United States,International American University,https://openalex.org/I4405267770,0,0,0,0,0.0
U000942,International Christian University,Japan,International Christian University,https://openalex.org/I4210140772,27,498,10,10,0.5
U000944,International Hellenic University,Greece,International Hellenic University,https://openalex.org/I183898223,6901,175141,150,3679,3.800757416368609
U000945,"International Institute of Information Technology, Hyderabad",India,"International Institute of Information Technology, Hyderabad",https://openalex.org/I64189192,6388,185166,163,3326,1.9601328903654485
