university_name,normalized_name,country,year,source
Northeast Ohio Medical University,northeast ohio medical university,United States,2023,THE
Northern Technical University,northern technical university,Iraq,2023,THE
Norwich University of the Arts,norwich university of the arts,United Kingdom,2023,THE
University of Nova Gorica,university of nova gorica,Slovenia,2023,THE
Novena University,novena university,Nigeria,2023,THE
Novosibirsk State University of Economics and Management,novosibirsk state university of economics and management,Russian Federation,2023,THE
Nursing School of Coimbra,nursing school of coimbra,Portugal,2023,THE
October 6 University,october 6 university,Egypt,2023,THE
Oguz Han Engineering and Technology University of Turkmenistan,oguz han engineering and technology university of turkmenistan,Turkmenistan,2023,THE
Olusegun Agagu University of Science and Technology,olusegun agagu university of science and technology,Nigeria,2023,THE
Omsk State Agrarian University,omsk state agrarian university,Russian Federation,2023,THE
Orel State Agrarian University named after N.V. Parahin,orel state agrarian university named after n v parahin,Russian Federation,2023,THE
Orel State University named after I.S. Turgenev,orel state university named after i s turgenev,Russian Federation,2023,THE
ORT Uruguay University,ort uruguay university,Uruguay,2023,THE
Ostrogradsky National University of Kremenchuk,ostrogradsky national university of kremenchuk,Ukraine,2023,THE
Palestine Polytechnic University,palestine polytechnic university,Palestine,2023,THE
Palestine Technical University – Kadoorie,palestine technical university kadoorie,Palestine,2023,THE
Panteion University of Social and Political Sciences,panteion university of social and political sciences,Greece,2023,THE
Paris University of International Education,paris university of international education,France,2023,THE
Pavlo Tychyna Uman State Pedagogical University,pavlo tychyna uman state pedagogical university,Ukraine,2023,THE
University of Petra,university of petra,Jordan,2023,THE
Pharos University,pharos university,Egypt,2023,THE
University of Phayao,university of phayao,Thailand,2023,THE
Philadelphia University (Jordan),philadelphia university,Jordan,2023,THE
Plymouth Marjon University,plymouth marjon university,United Kingdom,2023,THE
Polytechnic University of Tirana,polytechnic university of tirana,Albania,2023,THE
Poltava V.G. Korolenko National Pedagogical University (PNPU),poltava v g korolenko national pedagogical university,Ukraine,2023,THE
Polytechnic Institute of Setúbal,polytechnic institute of setubal,Portugal,2023,THE
Universidad Popular Autónoma del Estado de Puebla,universidad popular autonoma del estado de puebla,Mexico,2023,THE
Prefectural University of Hiroshima,prefectural university of hiroshima,Japan,2023,THE
Prince Sultan University (PSU),prince sultan university,Saudi Arabia,2023,THE
"University of Professional Studies, Accra",university of professional studies accra,Ghana,2023,THE
University of Puthisastra,university of puthisastra,Cambodia,2023,THE
Queen Margaret University,queen margaret university,United Kingdom,2023,THE
Rajamangala University of Technology Isan,rajamangala university of technology isan,Thailand,2023,THE
Ravensbourne,ravensbourne,United Kingdom,2023,THE
Rawalpindi Medical University,rawalpindi medical university,Pakistan,2023,THE
Rennes School of Business,rennes school of business,France,2023,THE
REVA University,reva university,India,2023,THE
Rose Bruford College,rose bruford college,United Kingdom,2023,THE
Rostov State University of Economics,rostov state university of economics,Russian Federation,2023,THE
Royal Agricultural University,royal agricultural university,United Kingdom,2023,THE
"Royal Central School of Speech and Drama, University of London",royal central school of speech and drama university of london,United Kingdom,2023,THE
Royal College of Art,royal college of art,United Kingdom,2023,THE
Royal Conservatoire of Scotland,royal conservatoire of scotland,United Kingdom,2023,THE
Royal Academy of Music,royal academy of music,United Kingdom,2023,THE
Royal College of Music,royal college of music,United Kingdom,2023,THE
Royal Northern College of Music,royal northern college of music,United Kingdom,2023,THE
Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,russian state agrarian university moscow timiryazev agricultural academy,Russian Federation,2023,THE
Russian State University for the Humanities,russian state university for the humanities,Russian Federation,2023,THE
Russian University of State for Social (RUSS),russian university of state for social,Russian Federation,2023,THE
Ryazan State Medical University,ryazan state medical university,Russian Federation,2023,THE
University of Sadat City,university of sadat city,Egypt,2023,THE
University of Saint Joseph,university of saint joseph,Macao,2023,THE
Saint Petersburg State Pediatric Medical University,saint petersburg state pediatric medical university,Russian Federation,2023,THE
Sakon Nakhon Rajabhat University,sakon nakhon rajabhat university,Thailand,2023,THE
Salahaddin University,salahaddin university,Iraq,2023,THE
Salem University,salem university,Nigeria,2023,THE
Samara State University of Economics,samara state university of economics,Russian Federation,2023,THE
Samara State Medical University,samara state medical university,Russian Federation,2023,THE
Samarkand State University,samarkand state university,Uzbekistan,2023,THE
Samarkand State Institute of Foreign Languages,samarkand state institute of foreign languages,Uzbekistan,2023,THE
Samuel Adegboyega University,samuel adegboyega university,Nigeria,2023,THE
Universidad San Ignacio de Loyola,universidad san ignacio de loyola,Peru,2023,THE
University of San Martín de Porres,university of san martin de porres,Peru,2023,THE
University of Santo Tomas,university of santo tomas,Philippines,2023,THE
Satya Wacana Christian University,satya wacana christian university,Indonesia,2023,THE
Saudi Electronic University,saudi electronic university,Saudi Arabia,2023,THE
SBS Swiss Business School,sbs swiss business school,Switzerland,2023,THE
University of Science and Technology of Southern Philippines (USTP),university of science and technology of southern philippines,Philippines,2023,THE
Sefako Makgatho Health Sciences University,sefako makgatho health sciences university,South Africa,2023,THE
Senshu University,senshu university,Japan,2023,THE
Shaheed Benazir Bhutto Women University Peshawar,shaheed benazir bhutto women university peshawar,Pakistan,2023,THE
Shaheed Zulfiqar Ali Bhutto Medical University,shaheed zulfiqar ali bhutto medical university,Pakistan,2023,THE
The University of Shiga Prefecture,the university of shiga prefecture,Japan,2023,THE
Shonan Institute of Technology,shonan institute of technology,Japan,2023,THE
Shri Mata Vaishno Devi University,shri mata vaishno devi university,India,2023,THE
Samarkand State Medical University,samarkand state medical university,Uzbekistan,2023,THE
Sikkim Manipal University,sikkim manipal university,India,2023,THE
Silesian University in Opava,silesian university in opava,Czech Republic,2023,THE
Simón Bolívar University,simon bolivar university,Venezuela,2023,THE
Simón Bolívar University (Colombia),simon bolivar university,Colombia,2023,THE
Sir Syed University of Engineering and Technology,sir syed university of engineering and technology,Pakistan,2023,THE
Sokoto State University,sokoto state university,Nigeria,2023,THE
"Solent University, Southampton",solent university southampton,United Kingdom,2023,THE
University of Sopron,university of sopron,Hungary,2023,THE
Soran University,soran university,Iraq,2023,THE
University of South Santa Catarina (Unisul),university of south santa catarina,Brazil,2023,THE
SR University,sr university,India,2023,THE
Sri Balaji Vidyapeeth,sri balaji vidyapeeth,India,2023,THE
University of Sri Jayewardenepura,university of sri jayewardenepura,Sri Lanka,2023,THE
Sri Lanka Institute of Information Technology,sri lanka institute of information technology,Sri Lanka,2023,THE
Sri Padmavati Mahila Visvavidyalayam (Women's University),sri padmavati mahila visvavidyalayam,India,2023,THE
State University of Bahia,state university of bahia,Brazil,2023,THE
State Energy Institute of Turkmenistan,state energy institute of turkmenistan,Turkmenistan,2023,THE
State University of Land Use Planning,state university of land use planning,Russian Federation,2023,THE
"St Mary’s University College, Belfast",st marys university college belfast,United Kingdom,2023,THE
"St Mary’s University, Twickenham",st marys university twickenham,United Kingdom,2023,THE
Stranmillis University College,stranmillis university college,United Kingdom,2023,THE
Suez University,suez university,Egypt,2023,THE
University of Suffolk,university of suffolk,United Kingdom,2023,THE
Sugiyama Jogakuen University,sugiyama jogakuen university,Japan,2023,THE
Sulaimani Polytechnic University,sulaimani polytechnic university,Iraq,2023,THE
Suratthani Rajabhat University,suratthani rajabhat university,Thailand,2023,THE
Széchenyi István University,szechenyi istvan university,Hungary,2023,THE
Tafila Technical University,tafila technical university,Jordan,2023,THE
University of Taipei,university of taipei,Taiwan,2023,THE
Tama Art University,tama art university,Japan,2023,THE
Tarlac Agricultural University,tarlac agricultural university,Philippines,2023,THE
Tarsus University,tarsus university,Turkey,2023,THE
Tashkent Institute of Finance,tashkent institute of finance,Uzbekistan,2023,THE
Tashkent University of Information Technologies,tashkent university of information technologies,Uzbekistan,2023,THE
Tashkent Institute of Irrigation and Agricultural Mechanisation,tashkent institute of irrigation and agricultural mechanisation,Uzbekistan,2023,THE
Tashkent Medical Academy,tashkent medical academy,Uzbekistan,2023,THE
Tashkent Pediatric Medical Institute,tashkent pediatric medical institute,Uzbekistan,2023,THE
Tashkent Pharmaceutical Institute,tashkent pharmaceutical institute,Uzbekistan,2023,THE
Tashkent State Agrarian University,tashkent state agrarian university,Uzbekistan,2023,THE
Tashkent State Dental Institute,tashkent state dental institute,Uzbekistan,2023,THE
Tashkent State University of Law,tashkent state university of law,Uzbekistan,2023,THE
Université Sultan Moulay Slimane,universite sultan moulay slimane,Morocco,2023,THE
Tashkent State University of Oriental Studies,tashkent state university of oriental studies,Uzbekistan,2023,THE
Tashkent State Technical University,tashkent state technical university,Uzbekistan,2023,THE
Tashkent State Transport University,tashkent state transport university,Uzbekistan,2023,THE
Tashkent Institute of Textile and Light Industry,tashkent institute of textile and light industry,Uzbekistan,2023,THE
Tatung University,tatung university,Taiwan,2023,THE
Tecmilenio University,tecmilenio university,Mexico,2023,THE
Tecnológico de Costa Rica,tecnologico de costa rica,Costa Rica,2023,THE
Instituto Tecnológico Metropolitano,instituto tecnologico metropolitano,Colombia,2023,THE
Institut Teknologi Nasional Bandung (ITENAS Bandung),institut teknologi nasional bandung,Indonesia,2023,THE
University of Telafer,university of telafer,Iraq,2023,THE
Tenri University,tenri university,Japan,2023,THE
Termez State University,termez state university,Uzbekistan,2023,THE
Termez Institute of Engineering and Technology,termez institute of engineering and technology,Uzbekistan,2023,THE
Tikrit University,tikrit university,Iraq,2023,THE
Tokyo University of Foreign Studies,tokyo university of foreign studies,Japan,2023,THE
Tomsk State Pedagogical University,tomsk state pedagogical university,Russian Federation,2023,THE
Tashkent State University of Economics,tashkent state university of economics,Uzbekistan,2023,THE
Toyama Prefectural University,toyama prefectural university,Japan,2023,THE
Trinity Laban Conservatoire of Music and Dance,trinity laban conservatoire of music and dance,United Kingdom,2023,THE
Turin Polytechnic University in Tashkent,turin polytechnic university in tashkent,Uzbekistan,2023,THE
Ubon Ratchathani University,ubon ratchathani university,Thailand,2023,THE
UBT,ubt,Kosovo,2023,THE
UIN Sulthan Thaha Saifuddin Jambi,uin sulthan thaha saifuddin jambi,Indonesia,2023,THE
Umaru Musa Yar’adua University,umaru musa yaradua university,Nigeria,2023,THE
Unichristus,unichristus,Brazil,2023,THE
United International University,united international university,Bangladesh,2023,THE
Universidad del Pacífico Ecuador,universidad del pacifico ecuador,Ecuador,2023,THE
University College of Osteopathy,university college of osteopathy,United Kingdom,2023,THE
UNNOBA,unnoba,Argentina,2023,THE
Institute of Telecommunications and Informatics of Turkmenistan,institute of telecommunications and informatics of turkmenistan,Turkmenistan,2023,THE
Ural State Medical University,ural state medical university,Russian Federation,2023,THE
Urgench State University,urgench state university,Uzbekistan,2023,THE
Üsküdar University,uskudar university,Turkey,2023,THE
"Usmanu Danfodiyo University, Sokoto",usmanu danfodiyo university sokoto,Nigeria,2023,THE
Universidad UTE,universidad ute,Ecuador,2023,THE
University of Uyo,university of uyo,Nigeria,2023,THE
National University of Uzbekistan named after Mirzo Ulugbek,national university of uzbekistan named after mirzo ulugbek,Uzbekistan,2023,THE
Valahia University of Targoviste,valahia university of targoviste,Romania,2023,THE
University of Vale do Itajaí,university of vale do itajai,Brazil,2023,THE
Varendra University,varendra university,Bangladesh,2023,THE
Varna University of Management,varna university of management,Bulgaria,2023,THE
"Veritas University, Abuja",veritas university abuja,Nigeria,2023,THE
University of Veterinary Medicine and Pharmacy in Košice,university of veterinary medicine and pharmacy in kosice,Slovakia,2023,THE
Vila Velha University,vila velha university,Brazil,2023,THE
Virtual University of Tunis,virtual university of tunis,Tunisia,2023,THE
Visayas State University,visayas state university,Philippines,2023,THE
Vitebsk State Medical University,vitebsk state medical university,Belarus,2023,THE
Volgograd State University,volgograd state university,Russian Federation,2023,THE
University of Wales Trinity Saint David,university of wales trinity saint david,United Kingdom,2023,THE
​Wellspring University,wellspring university,Nigeria,2023,THE
Western Caspian University,western caspian university,Azerbaijan,2023,THE
University of West London,university of west london,United Kingdom,2023,THE
West Ukrainian National University,west ukrainian national university,Ukraine,2023,THE
West Virginia University,west virginia university,United States,2023,THE
WHU: Beisheim,whu beisheim,Germany,2023,THE
Uzhhorod National University,uzhhorod national university,Ukraine,2023,THE
University of Worcester,university of worcester,United Kingdom,2023,THE
The World Islamic Sciences and Education University (WISE),the world islamic sciences and education university,Jordan,2023,THE
Wrexham Glyndwr University,wrexham glyndwr university,United Kingdom,2023,THE
Writtle University College,writtle university college,United Kingdom,2023,THE
WSB Academy,wsb academy,Poland,2023,THE
Yagshigeldi Kakayev International University of Oil and Gas,yagshigeldi kakayev international university of oil and gas,Turkmenistan,2023,THE
Yamaguchi Prefectural University,yamaguchi prefectural university,Japan,2023,THE
Yanka Kupala State University of Grodno,yanka kupala state university of grodno,Belarus,2023,THE
Yogyakarta State University,yogyakarta state university,Indonesia,2023,THE
York St John University,york st john university,United Kingdom,2023,THE
"Yusuf Maitama Sule University, Kano",yusuf maitama sule university kano,Nigeria,2023,THE
Zhytomyr Polytechnic State University,zhytomyr polytechnic state university,Ukraine,2023,THE
Ziauddin University,ziauddin university,Pakistan,2023,THE
Zarqa University,zarqa university,Jordan,2023,THE
University of Oxford,university of oxford,United Kingdom,2024,THE
Stanford University,stanford university,United States,2024,THE
Massachusetts Institute of Technology,massachusetts institute of technology,United States,2024,THE
Harvard University,harvard university,United States,2024,THE
University of Cambridge,university of cambridge,United Kingdom,2024,THE
Princeton University,princeton university,United States,2024,THE
California Institute of Technology,california institute of technology,United States,2024,THE
Imperial College London,imperial college london,United Kingdom,2024,THE
"University of California, Berkeley",university of california berkeley,United States,2024,THE
Yale University,yale university,United States,2024,THE
ETH Zurich,eth zurich,Switzerland,2024,THE
Tsinghua University,tsinghua university,China,2024,THE
The University of Chicago,the university of chicago,United States,2024,THE
Peking University,peking university,China,2024,THE
Johns Hopkins University,johns hopkins university,United States,2024,THE
University of Pennsylvania,university of pennsylvania,United States,2024,THE
Columbia University,columbia university,United States,2024,THE
"University of California, Los Angeles",university of california los angeles,United States,2024,THE
National University of Singapore,national university of singapore,Singapore,2024,THE
Cornell University,cornell university,United States,2024,THE
University of Toronto,university of toronto,Canada,2024,THE
UCL,ucl,United Kingdom,2024,THE
University of Michigan-Ann Arbor,university of michigan ann arbor,United States,2024,THE
Carnegie Mellon University,carnegie mellon university,United States,2024,THE
University of Washington,university of washington,United States,2024,THE
Duke University,duke university,United States,2024,THE
New York University,new york university,United States,2024,THE
Northwestern University,northwestern university,United States,2024,THE
The University of Tokyo,the university of tokyo,Japan,2024,THE
University of Edinburgh,university of edinburgh,United Kingdom,2024,THE
Technical University of Munich,technical university of munich,Germany,2024,THE
"Nanyang Technological University, Singapore",nanyang technological university singapore,Singapore,2024,THE
École Polytechnique Fédérale de Lausanne,ecole polytechnique federale de lausanne,Switzerland,2024,THE
"University of California, San Diego",university of california san diego,United States,2024,THE
University of Hong Kong,university of hong kong,Hong Kong,2024,THE
Georgia Institute of Technology,georgia institute of technology,United States,2024,THE
University of Melbourne,university of melbourne,Australia,2024,THE
King’s College London,kings college london,United Kingdom,2024,THE
LMU Munich,lmu munich,Germany,2024,THE
Paris Sciences et Lettres – PSL Research University Paris,paris sciences et lettres psl research university paris,France,2024,THE
University of British Columbia,university of british columbia,Canada,2024,THE
University of Illinois at Urbana-Champaign,university of illinois at urbana champaign,United States,2024,THE
Shanghai Jiao Tong University,shanghai jiao tong university,China,2024,THE
Fudan University,fudan university,China,2024,THE
KU Leuven,ku leuven,Belgium,2024,THE
London School of Economics and Political Science,london school of economics and political science,United Kingdom,2024,THE
Universität Heidelberg,universitat heidelberg,Germany,2024,THE
Delft University of Technology,delft university of technology,Netherlands,2024,THE
McGill University,mcgill university,Canada,2024,THE
Karolinska Institute,karolinska institute,Sweden,2024,THE
University of Manchester,university of manchester,United Kingdom,2024,THE
University of Texas at Austin,university of texas at austin,United States,2024,THE
Chinese University of Hong Kong,chinese university of hong kong,Hong Kong,2024,THE
Monash University,monash university,Australia,2024,THE
Kyoto University,kyoto university,Japan,2024,THE
Zhejiang University,zhejiang university,China,2024,THE
University of Science and Technology of China,university of science and technology of china,China,2024,THE
Université Paris-Saclay,universite paris saclay,France,2024,THE
"University of California, Davis",university of california davis,United States,2024,THE
The University of Sydney,the university of sydney,Australia,2024,THE
University of Amsterdam,university of amsterdam,Netherlands,2024,THE
Seoul National University,seoul national university,South Korea,2024,THE
University of Wisconsin-Madison,university of wisconsin madison,United States,2024,THE
Brown University,brown university,United States,2024,THE
The Hong Kong University of Science and Technology,the hong kong university of science and technology,Hong Kong,2024,THE
Wageningen University & Research,wageningen university and research,Netherlands,2024,THE
Australian National University,australian national university,Australia,2024,THE
Washington University in St Louis,washington university in st louis,United States,2024,THE
"University of California, Santa Barbara",university of california santa barbara,United States,2024,THE
The University of Queensland,the university of queensland,Australia,2024,THE
Institut Polytechnique de Paris,institut polytechnique de paris,France,2024,THE
University of North Carolina at Chapel Hill,university of north carolina at chapel hill,United States,2024,THE
Nanjing University,nanjing university,China,2024,THE
University of Southern California,university of southern california,United States,2024,THE
Sorbonne University,sorbonne university,France,2024,THE
Yonsei University (Seoul campus),yonsei university,South Korea,2024,THE
Leiden University,leiden university,Netherlands,2024,THE
Boston University,boston university,United States,2024,THE
University of Groningen,university of groningen,Netherlands,2024,THE
University of Zurich,university of zurich,Switzerland,2024,THE
University of Bristol,university of bristol,United Kingdom,2024,THE
City University of Hong Kong,city university of hong kong,Hong Kong,2024,THE
Korea Advanced Institute of Science and Technology (KAIST),korea advanced institute of science and technology,South Korea,2024,THE
UNSW Sydney,unsw sydney,Australia,2024,THE
University of Minnesota,university of minnesota,United States,2024,THE
Purdue University West Lafayette,purdue university west lafayette,United States,2024,THE
University of Glasgow,university of glasgow,United Kingdom,2024,THE
The Hong Kong Polytechnic University,the hong kong polytechnic university,Hong Kong,2024,THE
Humboldt University of Berlin,humboldt university of berlin,Germany,2024,THE
RWTH Aachen University,rwth aachen university,Germany,2024,THE
University of Bonn,university of bonn,Germany,2024,THE
"University of California, Irvine",university of california irvine,United States,2024,THE
Vanderbilt University,vanderbilt university,United States,2024,THE
Charité - Universitätsmedizin Berlin,charite universitatsmedizin berlin,Germany,2024,THE
Lomonosov Moscow State University,lomonosov moscow state university,Russian Federation,2024,THE
University of Tübingen,university of tubingen,Germany,2024,THE
KTH Royal Institute of Technology,kth royal institute of technology,Sweden,2024,THE
University of Southampton,university of southampton,United Kingdom,2024,THE
Erasmus University Rotterdam,erasmus university rotterdam,Netherlands,2024,THE
Ohio State University (Main campus),ohio state university,United States,2024,THE
University of Birmingham,university of birmingham,United Kingdom,2024,THE
Free University of Berlin,free university of berlin,Germany,2024,THE
University of Copenhagen,university of copenhagen,Denmark,2024,THE
McMaster University,mcmaster university,Canada,2024,THE
University of Sheffield,university of sheffield,United Kingdom,2024,THE
Emory University,emory university,United States,2024,THE
Lund University,lund university,Sweden,2024,THE
University of Warwick,university of warwick,United Kingdom,2024,THE
Aarhus University,aarhus university,Denmark,2024,THE
University of Alberta,university of alberta,Canada,2024,THE
University of Adelaide,university of adelaide,Australia,2024,THE
University of Göttingen,university of gottingen,Germany,2024,THE
Université de Montréal,universite de montreal,Canada,2024,THE
"University of Maryland, College Park",university of maryland college park,United States,2024,THE
Ghent University,ghent university,Belgium,2024,THE
University of Bern,university of bern,Switzerland,2024,THE
Michigan State University,michigan state university,United States,2024,THE
Texas A&M University,texas a and m university,United States,2024,THE
Rice University,rice university,United States,2024,THE
University of Vienna,university of vienna,Austria,2024,THE
University of Helsinki,university of helsinki,Finland,2024,THE
Penn State (Main campus),penn state,United States,2024,THE
University of Basel,university of basel,Switzerland,2024,THE
University of Massachusetts,university of massachusetts,United States,2024,THE
Vrije Universiteit Amsterdam,vrije universiteit amsterdam,Netherlands,2024,THE
Technical University of Denmark,technical university of denmark,Denmark,2024,THE
University of Oslo,university of oslo,Norway,2024,THE
University of Freiburg,university of freiburg,Germany,2024,THE
University of Leeds,university of leeds,United Kingdom,2024,THE
University of Nottingham,university of nottingham,United Kingdom,2024,THE
Tohoku University,tohoku university,Japan,2024,THE
University of Florida,university of florida,United States,2024,THE
University of Rochester,university of rochester,United States,2024,THE
Trinity College Dublin,trinity college dublin,Ireland,2024,THE
Queen Mary University of London,queen mary university of london,United Kingdom,2024,THE
University of Hamburg,university of hamburg,Germany,2024,THE
Technical University of Berlin,technical university of berlin,Germany,2024,THE
University of Colorado Boulder,university of colorado boulder,United States,2024,THE
Maastricht University,maastricht university,Netherlands,2024,THE
Karlsruhe Institute of Technology,karlsruhe institute of technology,Germany,2024,THE
Radboud University Nijmegen,radboud university nijmegen,Netherlands,2024,THE
Uppsala University,uppsala university,Sweden,2024,THE
University of Lausanne,university of lausanne,Switzerland,2024,THE
The University of Western Australia,the university of western australia,Australia,2024,THE
University of Pittsburgh-Pittsburgh campus,university of pittsburgh pittsburgh campus,United States,2024,THE
Sungkyunkwan University (SKKU),sungkyunkwan university,South Korea,2024,THE
University of York,university of york,United Kingdom,2024,THE
University of Technology Sydney,university of technology sydney,Australia,2024,THE
Pohang University of Science and Technology (POSTECH),pohang university of science and technology,South Korea,2024,THE
University of Auckland,university of auckland,New Zealand,2024,THE
Sichuan University,sichuan university,China,2024,THE
University of Barcelona,university of barcelona,Spain,2024,THE
National Taiwan University (NTU),national taiwan university,Taiwan,2024,THE
Université Paris Cité,universite paris cite,France,2024,THE
University of Arizona,university of arizona,United States,2024,THE
University of Bologna,university of bologna,Italy,2024,THE
Lancaster University,lancaster university,United Kingdom,2024,THE
Huazhong University of Science and Technology,huazhong university of science and technology,China,2024,THE
University of Waterloo,university of waterloo,Canada,2024,THE
University of Cologne,university of cologne,Germany,2024,THE
University of Antwerp,university of antwerp,Belgium,2024,THE
Dartmouth College,dartmouth college,United States,2024,THE
TU Dresden,tu dresden,Germany,2024,THE
Case Western Reserve University,case western reserve university,United States,2024,THE
Wuhan University,wuhan university,China,2024,THE
University of Virginia (Main campus),university of virginia,United States,2024,THE
University of Cape Town,university of cape town,South Africa,2024,THE
Université Catholique de Louvain,universite catholique de louvain,Belgium,2024,THE
Eindhoven University of Technology,eindhoven university of technology,Netherlands,2024,THE
Harbin Institute of Technology,harbin institute of technology,China,2024,THE
University of Liverpool,university of liverpool,United Kingdom,2024,THE
Newcastle University,newcastle university,United Kingdom,2024,THE
Scuola Normale Superiore di Pisa,scuola normale superiore di pisa,Italy,2024,THE
Durham University,durham university,United Kingdom,2024,THE
Osaka University,osaka university,Japan,2024,THE
University of Würzburg,university of wurzburg,Germany,2024,THE
Beijing Normal University,beijing normal university,China,2024,THE
University of Exeter,university of exeter,United Kingdom,2024,THE
University of Ottawa,university of ottawa,Canada,2024,THE
Macquarie University,macquarie university,Australia,2024,THE
Sapienza University of Rome,sapienza university of rome,Italy,2024,THE
Arizona State University (Tempe),arizona state university,United States,2024,THE
University of Geneva,university of geneva,Switzerland,2024,THE
University of Twente,university of twente,Netherlands,2024,THE
Stockholm University,stockholm university,Sweden,2024,THE
Tongji University,tongji university,China,2024,THE
Georgetown University,georgetown university,United States,2024,THE
University of Mannheim,university of mannheim,Germany,2024,THE
Chalmers University of Technology,chalmers university of technology,Sweden,2024,THE
Cardiff University,cardiff university,United Kingdom,2024,THE
Tokyo Institute of Technology,tokyo institute of technology,Japan,2024,THE
Tufts University,tufts university,United States,2024,THE
University of Erlangen-Nuremberg,university of erlangen nuremberg,Germany,2024,THE
University of Macau,university of macau,Macao,2024,THE
University of Münster,university of munster,Germany,2024,THE
University of St Andrews,university of st andrews,United Kingdom,2024,THE
Ulm University,ulm university,Germany,2024,THE
Indiana University,indiana university,United States,2024,THE
University of Notre Dame,university of notre dame,United States,2024,THE
Queensland University of Technology,queensland university of technology,Australia,2024,THE
Ulsan National Institute of Science and Technology (UNIST),ulsan national institute of science and technology,South Korea,2024,THE
Aalborg University,aalborg university,Denmark,2024,THE
Aalto University,aalto university,Finland,2024,THE
University of Aberdeen,university of aberdeen,United Kingdom,2024,THE
Autonomous University of Barcelona,autonomous university of barcelona,Spain,2024,THE
University of Calgary,university of calgary,Canada,2024,THE
"University of California, Santa Cruz",university of california santa cruz,United States,2024,THE
Curtin University,curtin university,Australia,2024,THE
Friedrich Schiller University Jena,friedrich schiller university jena,Germany,2024,THE
George Washington University,george washington university,United States,2024,THE
Goethe University Frankfurt,goethe university frankfurt,Germany,2024,THE
University of Gothenburg,university of gothenburg,Sweden,2024,THE
University of Hawai’i at Mānoa,university of hawaii at manoa,United States,2024,THE
University of Illinois Chicago,university of illinois chicago,United States,2024,THE
Indian Institute of Science,indian institute of science,India,2024,THE
University of Iowa,university of iowa,United States,2024,THE
King Fahd University of Petroleum and Minerals,king fahd university of petroleum and minerals,Saudi Arabia,2024,THE
Korea University,korea university,South Korea,2024,THE
University of Leicester,university of leicester,United Kingdom,2024,THE
Université Libre de Bruxelles,universite libre de bruxelles,Belgium,2024,THE
University of Luxembourg,university of luxembourg,Luxembourg,2024,THE
Medical University of Graz,medical university of graz,Austria,2024,THE
Medical University of Vienna,medical university of vienna,Austria,2024,THE
University of Miami,university of miami,United States,2024,THE
Moscow Institute of Physics and Technology (MIPT),moscow institute of physics and technology,Russian Federation,2024,THE
Nagoya University,nagoya university,Japan,2024,THE
University of Newcastle,university of newcastle,Australia,2024,THE
"Northeastern University, US",northeastern university us,United States,2024,THE
University of Padua,university of padua,Italy,2024,THE
Politecnico di Milano,politecnico di milano,Italy,2024,THE
Pompeu Fabra University,pompeu fabra university,Spain,2024,THE
University of Potsdam,university of potsdam,Germany,2024,THE
Queen’s University Belfast,queens university belfast,United Kingdom,2024,THE
University of Reading,university of reading,United Kingdom,2024,THE
Rutgers University – New Brunswick,rutgers university new brunswick,United States,2024,THE
Sant’Anna School of Advanced Studies – Pisa,santanna school of advanced studies pisa,Italy,2024,THE
University of São Paulo,university of sao paulo,Brazil,2024,THE
Southern University of Science and Technology (SUSTech),southern university of science and technology,China,2024,THE
Sun Yat-sen University,sun yat sen university,China,2024,THE
University of Sussex,university of sussex,United Kingdom,2024,THE
Swinburne University of Technology,swinburne university of technology,Australia,2024,THE
Tel Aviv University,tel aviv university,Israel,2024,THE
Tianjin University,tianjin university,China,2024,THE
Tilburg University,tilburg university,Netherlands,2024,THE
University College Dublin,university college dublin,Ireland,2024,THE
University of Utah,university of utah,United States,2024,THE
Vrije Universiteit Brussel,vrije universiteit brussel,Belgium,2024,THE
Western University,western university,Canada,2024,THE
University of Wollongong,university of wollongong,Australia,2024,THE
Abu Dhabi University,abu dhabi university,United Arab Emirates,2024,THE
University of Bath,university of bath,United Kingdom,2024,THE
Beijing Institute of Technology,beijing institute of technology,China,2024,THE
University of Bergen,university of bergen,Norway,2024,THE
Boston College,boston college,United States,2024,THE
Brandeis University,brandeis university,United States,2024,THE
"University of California, Riverside",university of california riverside,United States,2024,THE
Deakin University,deakin university,Australia,2024,THE
University of East Anglia,university of east anglia,United Kingdom,2024,THE
École Normale Supérieure de Lyon,ecole normale superieure de lyon,France,2024,THE
Florida State University,florida state university,United States,2024,THE
Griffith University,griffith university,Australia,2024,THE
Heinrich Heine University Düsseldorf,heinrich heine university dusseldorf,Germany,2024,THE
University of Hohenheim,university of hohenheim,Germany,2024,THE
Humanitas University,humanitas university,Italy,2024,THE
Johannes Gutenberg University of Mainz,johannes gutenberg university of mainz,Germany,2024,THE
Khalifa University,khalifa university,United Arab Emirates,2024,THE
King Abdulaziz University,king abdulaziz university,Saudi Arabia,2024,THE
University of Konstanz,university of konstanz,Germany,2024,THE
Kyung Hee University,kyung hee university,South Korea,2024,THE
Lappeenranta-Lahti University of Technology LUT,lappeenranta lahti university of technology lut,Finland,2024,THE
La Trobe University,la trobe university,Australia,2024,THE
Université Laval,universite laval,Canada,2024,THE
Linköping University,linkoping university,Sweden,2024,THE
Loughborough University,loughborough university,United Kingdom,2024,THE
Macau University of Science and Technology,macau university of science and technology,Macao,2024,THE
University of Malaya,university of malaya,Malaysia,2024,THE
