year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2024,801–1000,University of Malta,Malta,32.7–36.9,23.4,16.2,60.6,20.5,53.8,
2024,801–1000,University of Management and Technology,Pakistan,32.7–36.9,13.8,10.4,80.4,19.1,51.3,
2024,801–1000,University of Medicine and Pharmacy Carol Davila,Romania,32.7–36.9,26.3,11.0,62.6,24.6,38.8,
2024,801–1000,University of Memphis,United States,32.7–36.9,27.5,19.0,55.0,63.0,35.0,
2024,801–1000,University of Mohaghegh Ardabili,Iran,32.7–36.9,19.3,17.3,71.5,19.7,32.9,
2024,801–1000,University of Murcia,Spain,32.7–36.9,25.2,19.9,52.6,61.4,38.9,
2024,801–1000,University of Northern British Columbia (UNBC),Canada,32.7–36.9,21.1,21.8,51.7,21.4,52.0,
2024,801–1000,University of Oviedo,Spain,32.7–36.9,29.0,18.5,49.2,40.6,37.8,
2024,801–1000,University of Patras,Greece,32.7–36.9,19.0,17.8,56.2,68.4,35.1,
2024,801–1000,University of Regina,Canada,32.7–36.9,17.8,19.5,62.9,36.1,71.0,
2024,801–1000,University of Rennes 1,France,32.7–36.9,32.1,17.9,44.7,64.0,63.8,
2024,801–1000,University of Roehampton,United Kingdom,32.7–36.9,23.0,21.5,52.0,35.8,85.0,
2024,801–1000,University of Salamanca,Spain,32.7–36.9,32.0,21.8,50.4,39.9,53.6,
2024,801–1000,University of Salford,United Kingdom,32.7–36.9,18.8,15.0,61.1,46.9,82.2,
2024,801–1000,University of Seoul,South Korea,32.7–36.9,28.8,26.1,41.0,52.1,34.9,
2024,801–1000,University of Seville,Spain,32.7–36.9,23.8,24.5,53.6,50.8,44.6,
2024,801–1000,University of Tabuk,Saudi Arabia,32.7–36.9,16.9,10.4,69.0,26.1,75.6,
2024,801–1000,"University of Technology, Iraq",Iraq,32.7–36.9,25.8,9.2,65.7,20.0,25.0,
2024,801–1000,University of Texas at El Paso,United States,32.7–36.9,24.5,28.7,44.8,51.9,46.8,
2024,801–1000,University of the Aegean,Greece,32.7–36.9,18.3,21.9,54.4,80.0,33.9,
2024,801–1000,"University of the Andes, Colombia",Colombia,32.7–36.9,24.4,19.6,48.4,28.5,60.8,
2024,801–1000,University of the Balearic Islands,Spain,32.7–36.9,26.8,15.1,56.4,32.0,58.1,
2024,801–1000,University of the Free State,South Africa,32.7–36.9,22.4,18.7,56.4,26.9,51.7,
2024,801–1000,University of the Punjab,Pakistan,32.7–36.9,27.7,14.7,62.4,24.9,46.7,
2024,801–1000,University of Tours,France,32.7–36.9,32.7,15.9,42.2,52.9,61.2,
2024,801–1000,University of Trás-os-Montes and Alto Douro,Portugal,32.7–36.9,22.5,31.2,44.6,23.5,40.5,
2024,801–1000,University of Tunis El Manar,Tunisia,32.7–36.9,42.3,19.9,31.1,49.5,50.5,
2024,801–1000,"University of Veterinary and Animal Sciences, Lahore",Pakistan,32.7–36.9,22.2,17.0,53.7,46.7,55.5,
2024,801–1000,University of Vic – Central University of Catalonia,Spain,32.7–36.9,19.1,13.1,70.8,20.2,59.1,
2024,801–1000,University of Vigo,Spain,32.7–36.9,25.1,17.9,57.8,49.5,47.4,
2024,801–1000,University of Westminster,United Kingdom,32.7–36.9,19.4,18.1,55.3,40.0,87.1,
2024,801–1000,University of Zaragoza,Spain,32.7–36.9,28.3,18.5,46.4,55.7,42.8,
2024,801–1000,UPES,India,32.7–36.9,28.3,16.7,63.7,17.1,50.7,
2024,801–1000,Urmia University,Iran,32.7–36.9,29.6,19.5,56.9,25.8,38.0,
2024,801–1000,Vilnius University,Lithuania,32.7–36.9,26.6,17.5,51.4,44.4,46.7,
2024,801–1000,Waseda University,Japan,32.7–36.9,33.7,26.2,43.1,56.7,54.8,
2024,801–1000,Wenzhou Medical University,China,32.7–36.9,18.4,13.6,68.7,38.3,42.8,
2024,801–1000,Wenzhou University,China,32.7–36.9,16.2,15.0,78.1,27.8,34.8,
2024,801–1000,Yildiz Technical University,Turkey,32.7–36.9,32.1,28.0,41.2,64.1,40.9,
2024,801–1000,Yokohama City University,Japan,32.7–36.9,28.4,11.3,59.4,62.4,29.0,
2024,801–1000,Zagazig University,Egypt,32.7–36.9,14.2,9.2,71.4,49.8,49.0,
2024,801–1000,ZHAW Zurich University of Applied Sciences,Switzerland,32.7–36.9,22.2,15.8,46.0,59.2,72.4,
2024,801–1000,Zhejiang Gongshang University,China,32.7–36.9,21.8,12.6,61.1,30.8,44.1,
2024,1001–1200,"Adam Mickiewicz University, Poznań",Poland,28.3–32.6,19.7,28.4,43.5,29.6,37.8,
2024,1001–1200,AGH University of Krakow,Poland,28.3–32.6,25.8,20.9,38.6,68.5,29.9,
2024,1001–1200,Aichi Medical University,Japan,28.3–32.6,30.5,13.5,43.1,39.5,21.5,
2024,1001–1200,Ain Shams University,Egypt,28.3–32.6,27.9,15.3,45.8,48.0,51.8,
2024,1001–1200,Akdeniz University,Turkey,28.3–32.6,22.7,27.3,42.6,54.7,25.2,
2024,1001–1200,Al-Balqa Applied University,Jordan,28.3–32.6,12.0,13.6,59.2,22.5,39.3,
2024,1001–1200,An-Najah National University,Palestine,28.3–32.6,13.3,9.8,65.4,21.0,61.2,
2024,1001–1200,Ateneo de Manila University,Philippines,28.3–32.6,30.8,10.8,52.4,27.6,33.5,
2024,1001–1200,Azarbaijan Shahid Madani University,Iran,28.3–32.6,14.9,15.3,67.9,19.0,27.9,
2024,1001–1200,Babeş-Bolyai University,Romania,28.3–32.6,23.3,16.8,46.0,35.2,39.0,
2024,1001–1200,Bahauddin Zakariya University,Pakistan,28.3–32.6,19.6,12.6,58.5,19.2,48.1,
2024,1001–1200,Bangladesh Agricultural University (BAU),Bangladesh,28.3–32.6,29.5,9.9,45.2,22.6,49.5,
2024,1001–1200,Bangladesh University of Engineering and Technology,Bangladesh,28.3–32.6,21.7,15.8,50.7,35.2,29.8,
2024,1001–1200,Bartin University,Turkey,28.3–32.6,11.1,13.0,69.6,16.3,37.4,
2024,1001–1200,Benha University,Egypt,28.3–32.6,15.7,9.2,66.5,18.9,49.1,
2024,1001–1200,Beni-Suef University,Egypt,28.3–32.6,16.8,9.8,61.1,19.5,51.4,
2024,1001–1200,Bowling Green State University,United States,28.3–32.6,22.4,13.9,52.7,40.5,28.9,
2024,1001–1200,Brno University of Technology,Czechia,28.3–32.6,22.2,19.3,39.0,70.3,58.3,
2024,1001–1200,Canterbury Christ Church University,United Kingdom,28.3–32.6,20.7,13.8,44.6,18.0,59.6,
2024,1001–1200,Central Michigan University,United States,28.3–32.6,28.8,15.3,46.8,44.9,33.4,
2024,1001–1200,China Pharmaceutical University,China,28.3–32.6,23.4,18.3,52.8,73.4,22.2,
2024,1001–1200,Chung Yuan Christian University,Taiwan,28.3–32.6,18.1,24.4,39.0,62.6,41.2,
2024,1001–1200,Comenius University Bratislava,Slovakia,28.3–32.6,31.2,16.6,41.8,25.0,52.6,
2024,1001–1200,Czech Technical University in Prague,Czechia,28.3–32.6,30.9,18.8,32.2,51.9,60.2,
2024,1001–1200,Democritus University of Thrace,Greece,28.3–32.6,16.1,16.5,54.3,32.1,30.4,
2024,1001–1200,Diego Portales University,Chile,28.3–32.6,15.3,11.8,53.8,18.0,53.0,
2024,1001–1200,Don State Technical University,Russian Federation,28.3–32.6,20.6,9.0,54.9,17.9,31.7,
2024,1001–1200,Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,28.3–32.6,25.4,13.2,54.6,22.2,17.8,
2024,1001–1200,Durban University of Technology,South Africa,28.3–32.6,17.3,11.8,62.0,18.4,46.5,
2024,1001–1200,Edge Hill University,United Kingdom,28.3–32.6,18.1,13.8,55.6,22.0,54.7,
2024,1001–1200,European University of Madrid,Spain,28.3–32.6,21.5,10.9,54.3,17.7,61.7,
2024,1001–1200,Fayoum University,Egypt,28.3–32.6,15.9,11.9,65.5,24.9,46.4,
2024,1001–1200,Federal University of São Carlos,Brazil,28.3–32.6,33.4,19.8,33.5,44.8,29.5,
2024,1001–1200,Federal University of Technology Akure,Nigeria,28.3–32.6,24.8,11.1,50.6,18.2,40.4,
2024,1001–1200,Financial University under the Government of the Russian Federation,Russian Federation,28.3–32.6,26.7,18.0,50.3,30.9,34.5,
2024,1001–1200,Firat University,Turkey,28.3–32.6,19.2,10.3,64.5,19.7,31.5,
2024,1001–1200,Florida Agricultural and Mechanical University,United States,28.3–32.6,33.4,16.7,39.8,37.3,50.3,
2024,1001–1200,Fu Jen Catholic University,Taiwan,28.3–32.6,24.0,29.2,26.3,65.5,31.1,
2024,1001–1200,Fujian Agriculture and Forestry University,China,28.3–32.6,18.3,15.5,62.0,34.8,32.7,
2024,1001–1200,Fujita Health University,Japan,28.3–32.6,27.6,13.0,55.4,53.3,22.3,
2024,1001–1200,Gauhati University,India,28.3–32.6,36.2,26.6,23.3,34.3,22.2,
2024,1001–1200,Gdańsk University of Technology,Poland,28.3–32.6,19.7,17.0,48.3,50.7,35.0,
2024,1001–1200,Gifu University,Japan,28.3–32.6,30.6,23.2,29.5,65.9,29.5,
2024,1001–1200,GLA University,India,28.3–32.6,16.8,10.6,63.9,16.0,20.9,
2024,1001–1200,Guru Ghasidas Vishwavidyalaya,India,28.3–32.6,16.6,9.8,63.7,21.6,22.3,
2024,1001–1200,Hakim Sabzevari University,Iran,28.3–32.6,15.3,11.5,61.6,16.5,38.0,
2024,1001–1200,Hamamatsu University School of Medicine,Japan,28.3–32.6,33.6,18.3,36.9,58.3,24.0,
2024,1001–1200,HES-SO University of Applied Sciences and Arts of Western Switzerland,Switzerland,28.3–32.6,24.0,13.1,38.3,33.8,87.4,
2024,1001–1200,Huaqiao University,China,28.3–32.6,15.5,14.3,48.1,28.4,70.9,
2024,1001–1200,Icesi University,Colombia,28.3–32.6,23.5,10.5,55.8,16.1,41.1,
2024,1001–1200,IMT Nord Europe,France,28.3–32.6,32.2,25.2,19.7,64.8,73.4,
2024,1001–1200,Indian Institute of Science Education and Research Kolkata,India,28.3–32.6,40.8,19.4,33.4,28.8,24.0,
2024,1001–1200,Indian Institute of Technology Mandi,India,28.3–32.6,36.5,13.4,49.2,18.3,26.8,
2024,1001–1200,Indian Institute of Technology Ropar,India,28.3–32.6,36.5,18.4,44.7,27.2,23.7,
2024,1001–1200,Istanbul University,Turkey,28.3–32.6,23.5,22.0,34.4,50.9,38.2,
2024,1001–1200,Istanbul University-Cerrahpaşa,Turkey,28.3–32.6,26.0,24.1,41.7,59.8,26.9,
2024,1001–1200,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,28.3–32.6,25.8,10.9,54.3,25.2,50.2,
2024,1001–1200,Jadavpur University,India,28.3–32.6,35.3,15.8,46.0,35.4,19.2,
2024,1001–1200,Jimma University,Ethiopia,28.3–32.6,16.4,8.9,60.2,16.2,39.2,
2024,1001–1200,Kanazawa University,Japan,28.3–32.6,35.5,18.8,35.4,70.4,33.6,
2024,1001–1200,Kansai Medical University,Japan,28.3–32.6,30.0,10.6,51.6,47.9,21.0,
2024,1001–1200,Karlstad University,Sweden,28.3–32.6,19.9,14.4,53.8,29.4,57.4,
2024,1001–1200,Karnatak University Dharwad,India,28.3–32.6,35.1,9.7,52.5,21.6,27.8,
2024,1001–1200,Kerman University of Medical Sciences,Iran,28.3–32.6,32.7,11.8,51.2,20.5,25.6,
2024,1001–1200,Kindai University,Japan,28.3–32.6,18.4,11.8,51.9,50.2,30.9,
2024,1001–1200,Kohat University of Science and Technology,Pakistan,28.3–32.6,21.9,14.2,49.0,20.8,59.5,
2024,1001–1200,Kurume University,Japan,28.3–32.6,27.5,13.6,48.4,44.7,26.3,
2024,1001–1200,Kuwait University,Kuwait,28.3–32.6,19.5,9.9,55.5,28.9,66.4,
2024,1001–1200,Kwame Nkrumah University of Science and Technology,Ghana,28.3–32.6,16.2,20.7,50.8,52.0,47.2,
2024,1001–1200,Lorestan University,Iran,28.3–32.6,27.2,11.1,51.2,18.3,25.7,
2024,1001–1200,Mae Fah Luang University,Thailand,28.3–32.6,16.2,14.6,47.5,39.6,54.0,
2024,1001–1200,Maharishi Markandeshwar University (MMU),India,28.3–32.6,26.9,8.9,53.8,17.6,34.3,
2024,1001–1200,Medical University of Bialystok,Poland,28.3–32.6,39.0,11.8,40.0,39.1,29.9,
2024,1001–1200,Medical University of Gdańsk,Poland,28.3–32.6,28.7,10.6,47.9,39.6,43.8,
2024,1001–1200,Medical University of Warsaw,Poland,28.3–32.6,26.5,13.5,43.6,43.3,31.0,
2024,1001–1200,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,28.3–32.6,17.1,8.1,55.6,16.9,50.0,
2024,1001–1200,Miguel Hernández University of Elche,Spain,28.3–32.6,20.4,17.8,43.8,70.7,41.2,
2024,1001–1200,Ming Chi University of Technology,Taiwan,28.3–32.6,16.4,25.1,43.4,47.1,29.5,
2024,1001–1200,Minia University,Egypt,28.3–32.6,17.2,9.5,66.0,19.2,49.6,
2024,1001–1200,Mirpur University of Science and Technology,Pakistan,28.3–32.6,11.5,9.4,60.0,15.8,48.6,
2024,1001–1200,Montanuniversität Leoben,Austria,28.3–32.6,35.2,13.7,31.6,58.8,77.4,
2024,1001–1200,Muhimbili University of Health and Allied Sciences,Tanzania,28.3–32.6,18.0,13.1,55.3,23.5,50.5,
2024,1001–1200,Nagoya City University,Japan,28.3–32.6,30.4,17.5,32.6,73.2,23.6,
2024,1001–1200,Najran University,Saudi Arabia,28.3–32.6,13.0,9.8,63.4,16.1,76.1,
2024,1001–1200,National Central University,Taiwan,28.3–32.6,30.8,24.9,29.7,88.8,44.4,
2024,1001–1200,National Chengchi University,Taiwan,28.3–32.6,27.6,27.8,24.8,60.6,48.8,
2024,1001–1200,National Chung Hsing University,Taiwan,28.3–32.6,23.8,25.2,33.8,78.8,32.5,
2024,1001–1200,National Institute of Technology Warangal,India,28.3–32.6,25.1,13.6,50.8,18.4,24.1,
2024,1001–1200,National University of Computer and Emerging Sciences,Pakistan,28.3–32.6,12.5,8.9,60.2,19.0,52.9,
2024,1001–1200,Necmettin Erbakan University,Turkey,28.3–32.6,37.2,14.1,39.0,21.4,38.7,
2024,1001–1200,Nicolaus Copernicus University in Toruń,Poland,28.3–32.6,23.8,21.1,38.0,30.8,33.6,
2024,1001–1200,Niigata University,Japan,28.3–32.6,30.6,15.0,41.8,49.7,29.0,
2024,1001–1200,Nile University,Egypt,28.3–32.6,17.3,13.3,59.7,42.4,31.6,
2024,1001–1200,Nippon Medical School,Japan,28.3–32.6,28.5,10.7,57.1,50.3,20.5,
2024,1001–1200,Northwest University (China),China,28.3–32.6,24.4,15.3,51.5,35.3,25.0,
2024,1001–1200,Oakland University,United States,28.3–32.6,25.5,15.9,44.5,47.7,39.4,
2024,1001–1200,Obuda University,Hungary,28.3–32.6,14.4,16.4,55.7,20.7,42.6,
2024,1001–1200,Plekhanov Russian University of Economics,Russian Federation,28.3–32.6,25.9,12.9,44.7,20.6,59.0,
2024,1001–1200,PMAS Arid Agriculture University Rawalpindi,Pakistan,28.3–32.6,18.8,11.3,53.9,19.1,47.8,
2024,1001–1200,Pondicherry University,India,28.3–32.6,33.5,18.4,38.3,42.5,19.4,
2024,1001–1200,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,28.3–32.6,32.9,16.9,42.3,39.2,35.1,
2024,1001–1200,Poznan University of Medical Sciences,Poland,28.3–32.6,27.1,13.4,41.2,44.4,34.1,
2024,1001–1200,Public University of Navarre,Spain,28.3–32.6,22.4,14.3,49.5,38.3,46.5,
2024,1001–1200,Razi University,Iran,28.3–32.6,27.8,14.0,43.2,38.5,26.5,
2024,1001–1200,Riga Technical University,Latvia,28.3–32.6,26.4,23.9,32.0,46.4,57.0,
2024,1001–1200,Riphah International University,Pakistan,28.3–32.6,14.2,9.6,67.1,16.0,48.7,
2024,1001–1200,Rowan University,United States,28.3–32.6,26.6,12.4,45.9,30.8,39.0,
2024,1001–1200,Sahand University of Technology,Iran,28.3–32.6,20.6,14.6,57.4,37.9,22.6,
2024,1001–1200,Semnan University,Iran,28.3–32.6,30.7,12.8,50.7,18.4,22.4,
2024,1001–1200,​Shahid Chamran University of Ahvaz,Iran,28.3–32.6,29.6,19.3,34.5,51.8,27.2,
2024,1001–1200,Shahrekord University,Iran,28.3–32.6,19.4,13.5,55.8,17.9,22.1,
2024,1001–1200,Shahrood University of Technology,Iran,28.3–32.6,28.3,17.2,52.4,18.7,32.4,
2024,1001–1200,Shanghai Maritime University,China,28.3–32.6,16.8,12.8,51.8,37.4,36.0,
2024,1001–1200,Shinshu University,Japan,28.3–32.6,26.8,18.0,34.6,63.1,32.6,
2024,1001–1200,Siberian Federal University,Russian Federation,28.3–32.6,30.4,24.2,26.9,55.3,59.5,
2024,1001–1200,Sidi Mohamed Ben Abdellah University,Morocco,28.3–32.6,26.6,11.3,50.6,16.9,25.3,
2024,1001–1200,Suez Canal University,Egypt,28.3–32.6,19.7,8.8,57.6,28.3,50.6,
2024,1001–1200,Suez University,Egypt,28.3–32.6,13.0,8.3,70.9,24.4,48.9,
2024,1001–1200,SWPS University,Poland,28.3–32.6,12.8,16.4,53.0,16.2,52.7,
2024,1001–1200,Symbiosis International University,India,28.3–32.6,22.1,12.1,62.7,18.0,40.8,
2024,1001–1200,Taibah University,Saudi Arabia,28.3–32.6,14.4,10.2,54.2,18.5,76.0,
2024,1001–1200,Tallinn University,Estonia,28.3–32.6,24.8,23.0,42.6,22.1,59.3,
2024,1001–1200,Tanta University,Egypt,28.3–32.6,20.4,9.1,62.6,20.0,47.8,
2024,1001–1200,Technical University of Cartagena,Spain,28.3–32.6,25.1,12.7,42.9,36.3,40.7,
2024,1001–1200,Technische Universität Ilmenau,Germany,28.3–32.6,31.0,21.4,32.8,64.9,57.1,
2024,1001–1200,Technological University Dublin,Ireland,28.3–32.6,19.1,13.1,45.6,66.0,64.9,
2024,1001–1200,Teesside University,United Kingdom,28.3–32.6,19.6,13.1,52.7,19.7,81.0,
2024,1001–1200,Texas State University,United States,28.3–32.6,17.8,16.0,47.8,31.6,43.9,
2024,1001–1200,The Islamia University of Bahawalpur,Pakistan,28.3–32.6,16.4,11.4,66.7,18.2,48.2,
2024,1001–1200,The University of the West Indies,Jamaica,28.3–32.6,19.7,11.8,51.9,31.5,47.3,
2024,1001–1200,TOBB University of Economics and Technology,Turkey,28.3–32.6,17.9,14.3,48.2,48.8,40.5,
2024,1001–1200,Tokyo Metropolitan University,Japan,28.3–32.6,29.8,16.2,39.2,48.0,36.5,
2024,1001–1200,Toyohashi University of Technology (TUT),Japan,28.3–32.6,28.7,24.0,24.7,89.8,43.5,
2024,1001–1200,Toyota Technological Institute,Japan,28.3–32.6,28.7,16.2,38.4,57.2,33.2,
2024,1001–1200,Universidad Autónoma de Chile,Chile,28.3–32.6,12.5,12.2,54.5,16.1,55.4,
2024,1001–1200,Universidad del Desarrollo,Chile,28.3–32.6,17.8,10.8,53.0,21.2,52.2,
2024,1001–1200,Universidad Peruana Cayetano Heredia,Peru,28.3–32.6,16.9,12.9,53.3,29.8,49.8,
2024,1001–1200,Universidad San Francisco de Quito,Ecuador,28.3–32.6,22.3,11.1,48.9,17.4,67.0,
2024,1001–1200,Université Djillali Liabès de Sidi Bel-Abbès,Algeria,28.3–32.6,30.6,9.3,46.0,16.9,37.4,
2024,1001–1200,Universiti Malaysia Sarawak (UNIMAS),Malaysia,28.3–32.6,29.9,19.3,22.9,66.9,61.0,
2024,1001–1200,Universiti Malaysia Terengganu (UMT),Malaysia,28.3–32.6,19.1,18.7,47.6,30.1,49.7,
2024,1001–1200,Universiti Tunku Abdul Rahman (UTAR),Malaysia,28.3–32.6,16.8,17.1,48.1,53.6,45.3,
2024,1001–1200,University of A Coruña,Spain,28.3–32.6,24.2,17.5,45.6,36.1,36.5,
2024,1001–1200,University of Alicante,Spain,28.3–32.6,25.0,19.8,43.8,51.6,44.6,
2024,1001–1200,University of Almería,Spain,28.3–32.6,21.7,18.9,48.9,33.7,42.2,
2024,1001–1200,University of Bedfordshire,United Kingdom,28.3–32.6,17.5,14.3,52.4,25.6,83.9,
2024,1001–1200,University of Bucharest,Romania,28.3–32.6,24.8,21.1,43.2,25.3,29.1,
2024,1001–1200,University of Cadiz,Spain,28.3–32.6,20.4,16.7,43.7,30.0,42.3,
2024,1001–1200,University of Calcutta,India,28.3–32.6,40.0,15.2,33.7,30.3,19.3,
2024,1001–1200,"University of Chemistry and Technology, Prague",Czechia,28.3–32.6,32.8,14.7,29.0,45.7,51.0,
2024,1001–1200,University of Colombo,Sri Lanka,28.3–32.6,25.4,10.6,60.2,18.7,39.3,
2024,1001–1200,University of East London,United Kingdom,28.3–32.6,21.8,15.1,41.0,28.2,84.9,
2024,1001–1200,"University of Engineering and Technology, Peshawar",Pakistan,28.3–32.6,13.7,11.5,60.9,25.0,49.8,
2024,1001–1200,University of Engineering & Technology (UET) Lahore,Pakistan,28.3–32.6,18.8,9.9,53.5,24.1,50.6,
2024,1001–1200,University of Extremadura,Spain,28.3–32.6,24.7,12.4,51.9,22.4,35.7,
2024,1001–1200,University of Franche-Comté,France,28.3–32.6,21.3,15.7,40.6,44.9,70.6,
2024,1001–1200,University of Ghana,Ghana,28.3–32.6,14.9,21.3,42.1,37.3,52.3,
2024,1001–1200,University of Gujrat,Pakistan,28.3–32.6,13.4,11.3,69.5,16.0,45.8,
2024,1001–1200,University of Ioannina,Greece,28.3–32.6,14.0,12.4,55.9,47.4,43.2,
2024,1001–1200,University of Isfahan,Iran,28.3–32.6,30.4,16.8,40.9,26.2,35.5,
2024,1001–1200,University of Jeddah,Saudi Arabia,28.3–32.6,17.4,9.2,51.5,16.0,73.2,
2024,1001–1200,University of Kragujevac,Serbia,28.3–32.6,23.8,10.7,60.0,21.2,31.8,
2024,1001–1200,University of Lagos,Nigeria,28.3–32.6,14.6,14.4,65.5,20.9,41.5,
2024,1001–1200,University of La Laguna,Spain,28.3–32.6,21.9,15.8,54.7,28.7,50.7,
2024,1001–1200,University of Lancashire,United Kingdom,28.3–32.6,18.3,13.8,51.9,34.3,82.3,
2024,1001–1200,University of Las Palmas de Gran Canaria,Spain,28.3–32.6,19.8,16.1,45.6,25.2,42.1,
2024,1001–1200,University of Latvia,Latvia,28.3–32.6,18.6,27.1,40.3,42.5,47.6,
2024,1001–1200,University of León,Spain,28.3–32.6,23.2,13.6,46.7,70.3,36.5,
2024,1001–1200,University of Malaga,Spain,28.3–32.6,21.5,16.0,43.2,51.5,42.2,
2024,1001–1200,University of Maragheh,Iran,28.3–32.6,12.1,16.6,55.7,17.5,34.0,
2024,1001–1200,University of Mazandaran,Iran,28.3–32.6,27.5,18.9,39.1,24.7,32.1,
2024,1001–1200,"University of Occupational and Environmental Health, Japan",Japan,28.3–32.6,30.2,11.7,54.8,46.8,22.5,
2024,1001–1200,University of Pécs,Hungary,28.3–32.6,39.1,16.5,29.9,32.0,54.3,
2024,1001–1200,University of Peradeniya,Sri Lanka,28.3–32.6,18.4,9.2,58.6,23.3,39.8,
2024,1001–1200,University of Peshawar,Pakistan,28.3–32.6,19.4,12.2,61.0,17.4,47.3,
2024,1001–1200,University of Rajshahi,Bangladesh,28.3–32.6,15.9,9.3,59.3,17.6,39.6,
2024,1001–1200,University of Sargodha,Pakistan,28.3–32.6,27.6,11.9,50.5,17.7,48.1,
